"Pathway","Pvalue","Ctlmean","Ctlmedian","CRCmean","CRCmedian","Study","pvalue","adj.fdr.p","Enrichment","Origin"
"Pathway11",0.00293579417228502,3.88076923076923e-06,"0",4.07966666666667e-08,"0","PRJEB27928",0.00293579417228502,0.00777411417688882,"Ctl","ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation"
"Pathway110",0.0358290822760981,0,"0",9.83125166666667e-08,"0","PRJEB27928",0.0358290822760981,0.0643294886320852,"Nodiff","P165.PWY..superpathway.of.purines.degradation.in.plants"
"Pathway111",0.0524265821119887,1.90754215384615e-05,"1.68e-05",2.6844649e-05,"1.9905e-05","PRJEB27928",0.0524265821119887,0.0878098937140729,"Nodiff","P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle."
"Pathway112",0.954763465966034,2.79076923076923e-08,"0",5.04e-09,"0","PRJEB27928",0.954763465966034,0.975340264801509,"Nodiff","P221.PWY..octane.oxidation"
"Pathway113",0.24831833196158,1.66810769230769e-06,"0",2.02305e-06,"0","PRJEB27928",0.24831833196158,0.331557434788138,"Nodiff","P23.PWY..reductive.TCA.cycle.I"
"Pathway114",0.00119694633064705,1.54153846153846e-08,"0",1.08875388333333e-06,"0","PRJEB27928",0.00119694633064705,0.0034594668336994,"CRC","P261.PWY..coenzyme.M.biosynthesis.I"
"Pathway115",0.121924749121171,8.88921538461538e-05,"8.08e-05",9.78401326666667e-05,"9.40551e-05","PRJEB27928",0.121924749121171,0.184640035410336,"Nodiff","P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I"
"Pathway116",0.0740309836910669,6.04920046153846e-05,"5.44e-05",7.91708166666667e-05,"6.53188e-05","PRJEB27928",0.0740309836910669,0.117753980770355,"Nodiff","P42.PWY..incomplete.reductive.TCA.cycle"
"Pathway117",2.63936747777227e-06,4.19719030769231e-05,"3.03e-05",6.783996e-05,"6.92104e-05","PRJEB27928",2.63936747777227e-06,2.40588497012318e-05,"CRC","P441.PWY..superpathway.of.N.acetylneuraminate.degradation"
"Pathway118",0.563141538791085,2.50195107692308e-05,"1.73e-05",2.4182112e-05,"2.15024e-05","PRJEB27928",0.563141538791085,0.623666096698538,"Nodiff","P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate"
"Pathway119",0.204771668613429,4.89408307692308e-08,"0",1.01483611666667e-07,"0","PRJEB27928",0.204771668613429,0.284072331894911,"Nodiff","P562.PWY..myo.inositol.degradation.I"
"Pathway12",3.61060765115845e-07,9.42109076923077e-05,"7.99e-05",4.163285e-05,"0","PRJEB27928",3.61060765115845e-07,5.0336118430856e-06,"Ctl","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis"
"Pathway121",0.120147988932249,0.0004075336,"0.000417449",0.000383126683333333,"0.000373566","PRJEB27928",0.120147988932249,0.18311944293854,"Nodiff","PANTO.PWY..phosphopantothenate.biosynthesis.I"
"Pathway122",0.000921741864353364,0.000265261753846154,"0.000257655",0.00031675945,"0.000327532","PRJEB27928",0.000921741864353364,0.00280067720322753,"CRC","PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I"
"Pathway123",0.000166177476258781,8.58861538461538e-05,"6.85e-05",0.000148390053333333,"0.00014679","PRJEB27928",0.000166177476258781,0.000638042037780059,"CRC","PENTOSE.P.PWY..pentose.phosphate.pathway"
"Pathway124",0.027699906279032,0.000615497615384615,"0.000608015",0.00058130515,"0.000576976","PRJEB27928",0.027699906279032,0.0525190223050447,"Nodiff","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing."
"Pathway125",1.90344767622718e-07,8.75126923076923e-05,"6.83e-05",0.000177923583333333,"0.0001864835","PRJEB27928",1.90344767622718e-07,2.73404302585359e-06,"CRC","PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria."
"Pathway126",0.520187451723909,7.53946153846154e-09,"0",1.967625e-08,"0","PRJEB27928",0.520187451723909,0.581530311597012,"Nodiff","PHOTOALL.PWY..oxygenic.photosynthesis"
"Pathway127",2.76659341115062e-05,7.90566153846154e-06,"2.34e-06",3.14055e-06,"0","PRJEB27928",2.76659341115062e-05,0.000149018781464249,"Ctl","POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II"
"Pathway128",7.72868828261858e-11,6.20513384615385e-05,"6.34e-05",2.01613833333333e-05,"0","PRJEB27928",7.72868828261858e-11,3.66339824596121e-08,"Ctl","POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I"
"Pathway129",0.0261478408861339,4.74466153846154e-06,"0",1.56055e-06,"0","PRJEB27928",0.0261478408861339,0.0499761152420462,"Nodiff","POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli."
"Pathway13",0.0291420837719117,2.20758461538462e-06,"0",1.61743333333333e-06,"0","PRJEB27928",0.0291420837719117,0.0548148718566911,"Nodiff","ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion"
"Pathway130",2.19149058299223e-06,1.06478769230769e-05,"5.45e-06",3.88331666666667e-06,"0","PRJEB27928",2.19149058299223e-06,2.06458408781369e-05,"Ctl","PPGPPMET.PWY..ppGpp.biosynthesis"
"Pathway131",0.023703796997905,2.34053384615385e-08,"0",3.6615195e-07,"0","PRJEB27928",0.023703796997905,0.0458595909265591,"Nodiff","PROPFERM.PWY..L.alanine.fermentation.to.propanoate.and.acetate"
"Pathway132",0.0646224179461557,2.57369230769231e-07,"0",4.95e-09,"0","PRJEB27928",0.0646224179461557,0.10710148988279,"Nodiff","PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway."
"Pathway133",0.0400473092047851,0.000125389092307692,"0.000126978",0.000138845776666667,"0.000148442","PRJEB27928",0.0400473092047851,0.0703052761595116,"Nodiff","PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis"
"Pathway134",0.435126083966147,6.11230769230769e-08,"0",6.15e-09,"0","PRJEB27928",0.435126083966147,0.498187835265589,"Nodiff","PWY.101..photosynthesis.light.reactions"
"Pathway135",0.00041427735763749,0.000534552430769231,"0.000490587",0.000619426966666667,"0.000639923","PRJEB27928",0.00041427735763749,0.00139267707461114,"CRC","PWY.1042..glycolysis.IV..plant.cytosol."
"Pathway136",7.66022985666072e-06,5.50368e-05,"5.17e-05",3.33773333333333e-05,"0","PRJEB27928",7.66022985666072e-06,5.64899824895987e-05,"Ctl","PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I"
"Pathway137",0.0706043414452477,0,"0",1.531e-08,"0","PRJEB27928",0.0706043414452477,0.112681676245951,"Nodiff","PWY.1541..superpathway.of.taurine.degradation"
"Pathway139",0.614780365163334,1.40615384615385e-07,"0",3.71231666666667e-08,"0","PRJEB27928",0.614780365163334,0.666832707293868,"Nodiff","PWY.181..photorespiration"
"Pathway14",0.108809010156478,0.000224559230769231,"0.000209703",0.000258969583333333,"0.0002775815","PRJEB27928",0.108809010156478,0.166910908783724,"Nodiff","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine."
"Pathway140",2.18911895001253e-06,2.87338461538462e-06,"1.68e-06",6.04516666666667e-07,"0","PRJEB27928",2.18911895001253e-06,2.06458408781369e-05,"Ctl","PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle."
"Pathway143",0.085992021291181,3.91913538461538e-06,"6.98e-08",2.46879333333333e-06,"0","PRJEB27928",0.085992021291181,0.134522171920857,"Nodiff","PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type"
"Pathway144",0.0460845531979743,4.82741538461539e-06,"0",1.46852166666667e-06,"0","PRJEB27928",0.0460845531979743,0.0781361130539057,"Nodiff","PWY.2723..trehalose.degradation.V"
"Pathway145",3.04126211479799e-05,7.54596e-05,"5.77e-05",3.73269e-05,"0","PRJEB27928",3.04126211479799e-05,0.000158412993671895,"Ctl","PWY.2941..L.lysine.biosynthesis.II"
"Pathway146",0.825945949096898,0.000505339461538462,"0.000496769",0.00050628895,"0.0004969455","PRJEB27928",0.825945949096898,0.86423483415437,"Nodiff","PWY.2942..L.lysine.biosynthesis.III"
"Pathway147",0.0038116459470176,0.000364238846153846,"0.000330358",0.000412866516666667,"0.0004129885","PRJEB27928",0.0038116459470176,0.00917116842074285,"CRC","PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I"
"Pathway148",0.30544804067441,0,"0",3.48991666666667e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.3502..superpathway.of.NAD.biosynthesis.in.eukaryotes"
"Pathway149",0.972793417410595,4.46153846153846e-09,"0",3.46666666666667e-09,"0","PRJEB27928",0.972793417410595,0.978504423646437,"Nodiff","PWY.3661..glycine.betaine.degradation.I"
"Pathway15",0.667250007011746,0.000124296126153846,"9.32e-05",0.000135302898333333,"0.0001199825","PRJEB27928",0.667250007011746,0.71073371533386,"Nodiff","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle."
"Pathway150",0.669952872165243,1.07887207692308e-06,"0",1.28509125e-06,"0","PRJEB27928",0.669952872165243,0.712012693736155,"Nodiff","PWY.3781..aerobic.respiration.I..cytochrome.c."
"Pathway151",0.0952722632883636,3.64153846153846e-07,"0",0,"0","PRJEB27928",0.0952722632883636,0.148062468192408,"Nodiff","PWY.3801..sucrose.degradation.II..sucrose.synthase."
"Pathway152",0.723841519325101,0.000332052707692308,"0.000331837",0.00034178925,"0.00034177","PRJEB27928",0.723841519325101,0.76414449924298,"Nodiff","PWY.3841..folate.transformations.II"
"Pathway153",0.30544804067441,0,"0",1.88178333333333e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.3941...beta..alanine.biosynthesis.II"
"Pathway154",0.00087831847086175,6.42827692307692e-06,"3.64e-07",1.32375e-06,"0","PRJEB27928",0.00087831847086175,0.00268595454960303,"Ctl","PWY.4041...gamma..glutamyl.cycle"
"Pathway155",0.30544804067441,0,"0",4.88981666666667e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.4221..pantothenate.and.coenzyme.A.biosynthesis.II..plants."
"Pathway156",4.24140527026079e-07,0.000146844215384615,"0.000121225",0.000268415166666667,"0.000293145","PRJEB27928",4.24140527026079e-07,5.74407456601033e-06,"CRC","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III"
"Pathway158",0.0706043414452477,0,"0",1.73187e-08,"0","PRJEB27928",0.0706043414452477,0.112681676245951,"Nodiff","PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation"
"Pathway159",0.000180394060679614,5.90626615384615e-06,"1.15e-06",8.47306666666667e-06,"0","PRJEB27928",0.000180394060679614,0.000684054278097096,"CRC","PWY.4702..phytate.degradation.I"
"Pathway16",0.00335837492870486,0.000563423984615385,"0.000576843",0.0005196152,"0.000509153","PRJEB27928",0.00335837492870486,0.00845987672006353,"Ctl","ARO.PWY..chorismate.biosynthesis.I"
"Pathway161",2.75249983669843e-05,7.72275384615385e-05,"5.42e-05",0.00011019713,"0.000103596","PRJEB27928",2.75249983669843e-05,0.000149018781464249,"CRC","PWY.4981..L.proline.biosynthesis.II..from.arginine."
"Pathway162",0.00333150348177309,3.09217276923077e-05,"2.14e-05",5.02627198333333e-05,"3.800395e-05","PRJEB27928",0.00333150348177309,0.00845987672006353,"CRC","PWY.4984..urea.cycle"
"Pathway163",0.388534305568708,2.83184615384615e-07,"0",5.96596083333333e-07,"0","PRJEB27928",0.388534305568708,0.449183563023336,"Nodiff","PWY.5004..superpathway.of.L.citrulline.metabolism"
"Pathway164",0.408263208790238,1.54857312307692e-05,"1.26544e-05",2.24108536666667e-05,"1.26178e-05","PRJEB27928",0.408263208790238,0.469700876132458,"Nodiff","PWY.5005..biotin.biosynthesis.II"
"Pathway165",8.78175722417895e-05,1.48694461538462e-05,"5.59e-06",9.13873333333333e-06,"0","PRJEB27928",8.78175722417895e-05,0.000368367515421312,"Ctl","PWY.5022..4.aminobutanoate.degradation.V"
"Pathway166",0.532353656910627,1.76923076923077e-08,"0",1.44466666666667e-08,"0","PRJEB27928",0.532353656910627,0.590949961067066,"Nodiff","PWY.5028..L.histidine.degradation.II"
"Pathway167",6.56536556682231e-07,5.40589846153846e-05,"3.99e-05",0.000110179206666667,"0.0001050215","PRJEB27928",6.56536556682231e-07,7.77995819668444e-06,"CRC","PWY.5030..L.histidine.degradation.III"
"Pathway168",2.00606983110621e-08,1.38513707692308e-07,"0",3.99931555e-06,"3.674045e-07","PRJEB27928",2.00606983110621e-08,5.45732264488793e-07,"CRC","PWY.5044..purine.nucleotides.degradation.I..plants."
"Pathway169",0.94185909725547,1.51461538461538e-08,"0",1.847855e-08,"0","PRJEB27928",0.94185909725547,0.966322969911456,"Nodiff","PWY.5067..glycogen.biosynthesis.II..from.UDP.D.Glucose."
"Pathway17",0.000377223795681136,0.000218533876923077,"0.000175869",0.000294308733333333,"0.0003044885","PRJEB27928",0.000377223795681136,0.00128636028167524,"CRC","ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis"
"Pathway170",0.35981396064216,3.64307692307692e-08,"0",9.46666666666667e-09,"0","PRJEB27928",0.35981396064216,0.422157963723722,"Nodiff","PWY.5079..L.phenylalanine.degradation.III"
"Pathway171",0.344783405090221,5.12307692307692e-09,"0",0,"0","PRJEB27928",0.344783405090221,0.407549461378466,"Nodiff","PWY.5080..very.long.chain.fatty.acid.biosynthesis.I"
"Pathway173",0.000162916675912739,9.47446153846154e-06,"1.07e-06",2.70206666666667e-06,"0","PRJEB27928",0.000162916675912739,0.00063540502830003,"Ctl","PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation"
"Pathway174",0.571135379024376,5.96446153846154e-07,"0",4.44333333333333e-07,"0","PRJEB27928",0.571135379024376,0.631044684516443,"Nodiff","PWY.5088..L.glutamate.degradation.VIII..to.propanoate."
"Pathway175",0.0461563537027291,0.000550097430769231,"0.000543114",0.000523980933333333,"0.000507578","PRJEB27928",0.0461563537027291,0.0781361130539057,"Nodiff","PWY.5097..L.lysine.biosynthesis.VI"
"Pathway176",0.000446338877187595,0.000217260138461538,"0.000183059",0.00027871515,"0.000287988","PRJEB27928",0.000446338877187595,0.00148989174497831,"CRC","PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II"
"Pathway177",3.10225137380406e-05,9.49179538461538e-05,"6.44e-05",0.000169007808333333,"0.0001583325","PRJEB27928",3.10225137380406e-05,0.000159833385998166,"CRC","PWY.5101..L.isoleucine.biosynthesis.II"
"Pathway178",0.00272545132353605,0.000432358215384615,"0.000400363",0.000484299416666667,"0.0004969225","PRJEB27928",0.00272545132353605,0.00742450532963269,"CRC","PWY.5103..L.isoleucine.biosynthesis.III"
"Pathway179",0.0381694467550497,0.000116052369230769,"9.18e-05",9.83288616666667e-05,"7.321635e-05","PRJEB27928",0.0381694467550497,0.0680162321875698,"Nodiff","PWY.5104..L.isoleucine.biosynthesis.IV"
"Pathway18",0.0354560274048864,3.09646153846154e-06,"0",6.60141666666667e-07,"0","PRJEB27928",0.0354560274048864,0.0643294886320852,"Nodiff","AST.PWY..L.arginine.degradation.II..AST.pathway."
"Pathway180",0.30544804067441,0,"0",8.61646666666667e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.5109..2.methylbutanoate.biosynthesis"
"Pathway181",1.77193246049266e-05,4.60339538461538e-05,"3.22e-05",8.4438225e-05,"7.65692e-05","PRJEB27928",1.77193246049266e-05,0.000102426339789454,"CRC","PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP."
"Pathway183",3.13967940710138e-08,1.1547e-05,"6.04e-06",2.7751e-06,"0","PRJEB27928",3.13967940710138e-08,6.76458199530025e-07,"Ctl","PWY.5136..fatty.acid..beta..oxidation.II..peroxisome."
"Pathway184",0.0135614189325062,2.55848e-06,"0",8.33766666666667e-08,"0","PRJEB27928",0.0135614189325062,0.027948315539165,"Nodiff","PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation"
"Pathway185",0.000395312523574209,8.18022307692308e-05,"7.24e-05",0.000127790215,"0.0001401965","PRJEB27928",0.000395312523574209,0.00133841525838696,"CRC","PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline."
"Pathway186",0.0017067264357209,2.83266153846154e-06,"4.59e-07",1.3211e-06,"0","PRJEB27928",0.0017067264357209,0.00478691319841247,"Ctl","PWY.5173..superpathway.of.acetyl.CoA.biosynthesis"
"Pathway187",0.802931435384262,0.000128610876923077,"0.000120265",0.000120472071666667,"0.0001208505","PRJEB27928",0.802931435384262,0.842012168964912,"Nodiff","PWY.5177..glutaryl.CoA.degradation"
"Pathway188",0.30544804067441,0,"0",8.94026666666667e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.5178..toluene.degradation.IV..aerobic...via.catechol."
"Pathway19",1.158651699119e-08,3.42692769230769e-05,"1.2e-05",0.00010682973,"9.563525e-05","PRJEB27928",1.158651699119e-08,4.57667421152005e-07,"CRC","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I"
"Pathway190",0.0413415195194894,2.86153846153846e-08,"0",6.83597133333333e-07,"0","PRJEB27928",0.0413415195194894,0.0720436773979337,"Nodiff","PWY.5180..toluene.degradation.I..aerobic...via.o.cresol."
"Pathway192",0.0413415195194894,2.86153846153846e-08,"0",6.83597133333333e-07,"0","PRJEB27928",0.0413415195194894,0.0720436773979337,"Nodiff","PWY.5182..toluene.degradation.II..aerobic...via.4.methylcatechol."
"Pathway194",0.738709951733423,0.000133245923076923,"0.00013355",0.00014009365,"0.000130167","PRJEB27928",0.738709951733423,0.778107815825872,"Nodiff","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate."
"Pathway195",1.11070293862151e-08,2.24923846153846e-05,"9.76e-06",7.51112833333333e-05,"8.39339e-05","PRJEB27928",1.11070293862151e-08,4.57667421152005e-07,"CRC","PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine."
"Pathway196",0.365902056844306,1.26450769230769e-06,"0",1.49319306333333e-06,"0","PRJEB27928",0.365902056844306,0.42613654777445,"Nodiff","PWY.5198..factor.420.biosynthesis"
"Pathway197",0.00487471886248405,0,"0",1.64008116666667e-07,"0","PRJEB27928",0.00487471886248405,0.0110555824919495,"Nodiff","PWY.5265..peptidoglycan.biosynthesis.II..staphylococci."
"Pathway199",0.972793417410595,8.47692307692308e-08,"0",2.95e-08,"0","PRJEB27928",0.972793417410595,0.978504423646437,"Nodiff","PWY.5306..superpathway.of.thiosulfate.metabolism..Desulfovibrio.sulfodismutans."
"Pathway2",0.244564346248494,3.16524309692308e-06,"0",5.86048616666667e-07,"0","PRJEB27928",0.244564346248494,0.328395184480981,"Nodiff","X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation"
"Pathway20",0.0354939939492058,0.000469105630769231,"0.00044218",0.000497830783333333,"0.0005184085","PRJEB27928",0.0354939939492058,0.0643294886320852,"Nodiff","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis"
"Pathway201",1.42330317773565e-07,3.99059538461538e-05,"3.47e-05",1.703045e-05,"0","PRJEB27928",1.42330317773565e-07,2.24881902082233e-06,"Ctl","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation."
"Pathway202",4.51633391147239e-05,0.000177473076923077,"0.000162038",0.000245912316666667,"0.0002460695","PRJEB27928",4.51633391147239e-05,0.000209876693533129,"CRC","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration."
"Pathway203",0.230765270609106,8.15013636923077e-05,"5.68e-05",5.97057962333333e-05,"3.771145e-05","PRJEB27928",0.230765270609106,0.316135081701492,"Nodiff","PWY.5367..petroselinate.biosynthesis"
"Pathway204",0.344783405090221,8.50769230769231e-09,"0",0,"0","PRJEB27928",0.344783405090221,0.407549461378466,"Nodiff","PWY.5381..pyridine.nucleotide.cycling..plants."
"Pathway205",0.000215527508436664,2.54142061538462e-05,"6.68e-06",6.08175535e-05,"4.352785e-05","PRJEB27928",0.000215527508436664,0.000799122068879895,"CRC","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase."
"Pathway207",0.442997644218672,5.59092307692308e-07,"0",1.38514266666667e-07,"0","PRJEB27928",0.442997644218672,0.504761738845314,"Nodiff","PWY.5415..catechol.degradation.I..meta.cleavage.pathway."
"Pathway208",0.176109350604431,1.52307692307692e-07,"0",0,"0","PRJEB27928",0.176109350604431,0.248439976745537,"Nodiff","PWY.5417..catechol.degradation.III..ortho.cleavage.pathway."
"Pathway209",0.176109350604431,1.52307692307692e-07,"0",0,"0","PRJEB27928",0.176109350604431,0.248439976745537,"Nodiff","PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate"
"Pathway21",0.694421307404024,0.0004490732,"0.000455354",0.000458072766666667,"0.000453712","PRJEB27928",0.694421307404024,0.734722543994436,"Nodiff","CALVIN.PWY..Calvin.Benson.Bassham.cycle"
"Pathway210",0.00175123453147804,3.80433846153846e-06,"1.61e-06",1.80083333333333e-06,"0","PRJEB27928",0.00175123453147804,0.00488285392894465,"Ctl","PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle"
"Pathway211",0.000599182164566807,8.14762969230769e-05,"6.43e-05",0.000110461741666667,"9.605e-05","PRJEB27928",0.000599182164566807,0.00193205677554195,"CRC","PWY.5484..glycolysis.II..from.fructose.6.phosphate."
"Pathway212",0.00102481270646826,7.36950769230769e-06,"1.58e-06",2.32818333333333e-06,"0","PRJEB27928",0.00102481270646826,0.00303600764291222,"Ctl","PWY.5505..L.glutamate.and.L.glutamine.biosynthesis"
"Pathway215",0.344783405090221,3.41538461538462e-08,"0",0,"0","PRJEB27928",0.344783405090221,0.407549461378466,"Nodiff","PWY.5514..UDP.N.acetyl.D.galactosamine.biosynthesis.II"
"Pathway217",0.00115392518506428,7.98290769230769e-06,"6.67e-07",1.34773333333333e-06,"0","PRJEB27928",0.00115392518506428,0.00337629961555845,"Ctl","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation"
"Pathway219",0.30544804067441,0,"0",1.75486666666667e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.5651..L.tryptophan.degradation.to.2.amino.3.carboxymuconate.semialdehyde"
"Pathway22",0.948918365770502,1.86753846153846e-07,"0",1.2483175e-07,"0","PRJEB27928",0.948918365770502,0.971462862581464,"Nodiff","CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate"
"Pathway221",0.0491751347727507,9.09830769230769e-07,"0",2.804e-07,"0","PRJEB27928",0.0491751347727507,0.0829502273390884,"Nodiff","PWY.5656..mannosylglycerate.biosynthesis.I"
"Pathway222",0.042002643309387,0.000198072753846154,"0.000180511",0.0002241732,"0.000204667","PRJEB27928",0.042002643309387,0.0729276664053093,"Nodiff","PWY.5659..GDP.mannose.biosynthesis"
"Pathway223",0.14972754344783,0.000528184338461538,"0.000536221",0.000509813583333333,"0.0005040725","PRJEB27928",0.14972754344783,0.219724011127775,"Nodiff","PWY.5667..CDP.diacylglycerol.biosynthesis.I"
"Pathway224",0.352249267337062,3.11430769230769e-07,"0",1.49116666666667e-08,"0","PRJEB27928",0.352249267337062,0.414308071259969,"Nodiff","PWY.5675..nitrate.reduction.V..assimilatory."
"Pathway225",3.45093355107461e-05,3.53688153846154e-05,"3.3e-05",1.94172833333333e-05,"0","PRJEB27928",3.45093355107461e-05,0.000170389844084309,"Ctl","PWY.5676..acetyl.CoA.fermentation.to.butanoate.II"
"Pathway227",2.11585920571589e-05,0.000687864830769231,"0.000678798",0.000575376916666667,"0.000576095","PRJEB27928",2.11585920571589e-05,0.000117990266295216,"Ctl","PWY.5686..UMP.biosynthesis"
"Pathway228",1.89387997739579e-05,4.59099569230769e-05,"3.64e-05",8.44820116666667e-05,"7.12695e-05","PRJEB27928",1.89387997739579e-05,0.00010686894158162,"CRC","PWY.5690..TCA.cycle.II..plants.and.fungi."
"Pathway229",0.24424360770588,8.57507692307692e-07,"0",3.38333333333333e-07,"0","PRJEB27928",0.24424360770588,0.328395184480981,"Nodiff","PWY.5692..allantoin.degradation.to.glyoxylate.II"
"Pathway23",0.000166913950811661,9.89187692307692e-06,"9.21e-06",6.66116666666667e-06,"0","PRJEB27928",0.000166913950811661,0.000638042037780059,"Ctl","CENTFERM.PWY..pyruvate.fermentation.to.butanoate"
"Pathway230",2.22138794258435e-06,0.000355156169230769,"0.000369376",0.000154848533333333,"0","PRJEB27928",2.22138794258435e-06,2.06458408781369e-05,"Ctl","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation"
"Pathway232",0.0791630504228057,2.50793846153846e-06,"0",8.6345e-07,"0","PRJEB27928",0.0791630504228057,0.125495939466254,"Nodiff","PWY.5705..allantoin.degradation.to.glyoxylate.III"
"Pathway233",0.0269081911646659,1.15480769230769e-05,"0",3.83306666666667e-06,"0","PRJEB27928",0.0269081911646659,0.0512228217351471,"Nodiff","PWY.5723..Rubisco.shunt"
"Pathway234",0.30544804067441,0,"0",3.3542e-09,"0","PRJEB27928",0.30544804067441,0.374215430841007,"Nodiff","PWY.5724..superpathway.of.atrazine.degradation"
