"Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Ctlmean","Dismean","Origin"
"Pathway139",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.181..photorespiration"
"Pathway14",373,9619,383,9629,378,9624,0.962803719628037,0.962303769623038,0.961803819618038,0.999300069993001,1,0.999300069993001,"0.000282677478378378","0.000255639567567568","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine."
"Pathway140",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle."
"Pathway141",2255,5026,4976,7747,3615.5,6386.5,0.774622537746225,0.638586141385861,0.502549745025497,0.691645707224149,1,0.852581408525814,"1.09693513513514e-07","6.25872972972973e-08","PWY.2201..folate.transformations.I"
"Pathway142",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.2221..Entner.Doudoroff.pathway.III..semi.phosphorylative."
"Pathway143",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type"
"Pathway144",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.2723..trehalose.degradation.V"
"Pathway145",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.2941..L.lysine.biosynthesis.II"
"Pathway146",732,9252,750,9270,741,9261,0.926907309269073,0.926007399260074,0.925107489251075,0.999300069993001,1,0.999300069993001,"0.000432204405405405","0.000407774405405405","PWY.2942..L.lysine.biosynthesis.III"
"Pathway147",117,9880,122,9885,119.5,9882.5,0.988401159884012,0.988151184881512,0.987901209879012,0.999300069993001,1,0.999300069993001,"0.000429884459459459","0.000393370135135135","PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I"
"Pathway148",2255,5026,4976,7747,3615.5,6386.5,0.774622537746225,0.638586141385861,0.502549745025497,0.691645707224149,1,0.852581408525814,"6.07764864864865e-09","4.95737837837838e-09","PWY.3502..superpathway.of.NAD.biosynthesis.in.eukaryotes"
"Pathway149",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.3661..glycine.betaine.degradation.I"
"Pathway15",270,9724,278,9732,274,9728,0.973102689731027,0.972702729727027,0.972302769723028,0.999300069993001,1,0.999300069993001,"0.000163806883783784","0.000132316827027027","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle."
"Pathway150",3113,6827,3175,6889,3144,6858,0.688831116888311,0.685731426857314,0.682631736826317,0.869098838334694,1,0.900862854890982,"3.58277586486486e-06","4.14919556756757e-06","PWY.3781..aerobic.respiration.I..cytochrome.c."
"Pathway151",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.3801..sucrose.degradation.II..sucrose.synthase."
"Pathway152",9786,206,9796,216,9791,211,0.0215978402159784,0.0210978902109789,0.0205979402059794,0.0432960625506077,1,0.72635988433677,"0.00027235","0.000294693621621622","PWY.3841..folate.transformations.II"
"Pathway153",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.3941...beta..alanine.biosynthesis.II"
"Pathway154",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.4041...gamma..glutamyl.cycle"
"Pathway155",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.4221..pantothenate.and.coenzyme.A.biosynthesis.II..plants."
"Pathway156",7339,2608,7394,2663,7366.5,2635.5,0.266273372662734,0.263523647635237,0.260773922607739,0.449436728352888,1,0.72635988433677,"0.000283943324324324","0.000292927324324324","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III"
"Pathway157",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.4321..L.glutamate.degradation.IV"
"Pathway158",3875,4105,5897,6127,4886,5116,0.612638736126387,0.511548845115488,0.41045895410459,0.612830081894318,1,0.735094318986332,"2.02043783783784e-08","7.18301351351351e-08","PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation"
"Pathway159",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.4702..phytate.degradation.I"
"Pathway16",325,9658,344,9677,334.5,9667.5,0.967603239676032,0.966653334666533,0.965703429657034,0.999300069993001,1,0.999300069993001,"0.000465891756756757","0.000430713621621622","ARO.PWY..chorismate.biosynthesis.I"
"Pathway160",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.4722..creatinine.degradation.II"
"Pathway161",9426,566,9436,576,9431,571,0.0575942405759424,0.0570942905709429,0.0565943405659434,0.114039723847164,1,0.72635988433677,"8.65122378378378e-05","0.000100601018918919","PWY.4981..L.proline.biosynthesis.II..from.arginine."
"Pathway162",9918,82,9920,84,9919,83,0.0083991600839916,0.0082991700829917,0.0081991800819918,0.0175790420957904,1,0.72635988433677,"3.5243297027027e-05","6.58639135135135e-05","PWY.4984..urea.cycle"
"Pathway163",1943,7980,2022,8059,1982.5,8019.5,0.805819418058194,0.801869813018698,0.797920207979202,0.963255025848767,1,0.972403212167471,"1.99982127027027e-06","2.44149035135135e-06","PWY.5004..superpathway.of.L.citrulline.metabolism"
"Pathway164",7296,2650,7352,2706,7324,2678,0.270572942705729,0.267773222677732,0.264973502649735,0.455210889167493,1,0.72635988433677,"1.52877524054054e-05","1.24970188918919e-05","PWY.5005..biotin.biosynthesis.II"
"Pathway165",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5022..4.aminobutanoate.degradation.V"
"Pathway166",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5028..L.histidine.degradation.II"
"Pathway167",9631,362,9640,371,9635.5,366.5,0.0370962903709629,0.0366463353664634,0.0361963803619638,0.0743343290192054,1,0.72635988433677,"8.00543918918919e-05","0.000102060796486486","PWY.5030..L.histidine.degradation.III"
"Pathway168",5875,4066,5936,4127,5905.5,4096.5,0.412658734126587,0.40960903909609,0.406559344065593,0.612123057357186,1,0.72635988433677,"1.47656650810811e-05","1.37922554054054e-05","PWY.5044..purine.nucleotides.degradation.I..plants."
"Pathway169",1989,6770,3232,8013,2610.5,7391.5,0.801219878012199,0.739076092390761,0.676932306769323,0.86389456292466,1,0.934735296771947,"4.92579189189189e-08","7.6143027027027e-09","PWY.5067..glycogen.biosynthesis.II..from.UDP.D.Glucose."
"Pathway17",8502,1459,8543,1500,8522.5,1479.5,0.14998500149985,0.147935206479352,0.145885411458854,0.279266359078378,1,0.72635988433677,"0.000298604594594595","0.000312299108108108","ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis"
"Pathway170",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5079..L.phenylalanine.degradation.III"
"Pathway171",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5080..very.long.chain.fatty.acid.biosynthesis.I"
"Pathway172",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5081..L.tryptophan.degradation.VIII..to.tryptophol."
"Pathway173",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation"
"Pathway174",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5088..L.glutamate.degradation.VIII..to.propanoate."
"Pathway175",905,9075,927,9097,916,9086,0.90960903909609,0.908509149085092,0.907409259074093,0.999300069993001,1,0.999300069993001,"0.000441694621621622","0.000419151135135135","PWY.5097..L.lysine.biosynthesis.VI"
"Pathway176",204,9790,212,9798,208,9794,0.97970202979702,0.979302069793021,0.978902109789021,0.999300069993001,1,0.999300069993001,"0.000347661621621622","0.000304325486486486","PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II"
"Pathway177",8244,1727,8275,1758,8259.5,1742.5,0.175782421757824,0.174232576742326,0.172682731726827,0.321381750713818,1,0.72635988433677,"0.000151222294594595","0.000166733297297297","PWY.5101..L.isoleucine.biosynthesis.II"
"Pathway178",287,9699,303,9715,295,9707,0.971402859714029,0.970602939706029,0.96980301969803,0.999300069993001,1,0.999300069993001,"0.000467971810810811","0.000435048513513514","PWY.5103..L.isoleucine.biosynthesis.III"
"Pathway179",224,9765,237,9778,230.5,9771.5,0.977702229777022,0.977052294770523,0.976402359764024,0.999300069993001,1,0.999300069993001,"0.000172905224324324","0.000124582621621622","PWY.5104..L.isoleucine.biosynthesis.IV"
"Pathway18",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","AST.PWY..L.arginine.degradation.II..AST.pathway."
"Pathway180",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5109..2.methylbutanoate.biosynthesis"
"Pathway181",876,9100,902,9126,889,9113,0.912508749125088,0.911208879112089,0.90990900909909,0.999300069993001,1,0.999300069993001,"0.000119013902702703","0.000100386162162162","PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP."
"Pathway182",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5129..sphingolipid.biosynthesis..plants."
"Pathway183",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5136..fatty.acid..beta..oxidation.II..peroxisome."
"Pathway184",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation"
"Pathway185",2684,7277,2725,7318,2704.5,7297.5,0.731726827317268,0.72967703229677,0.727627237276272,0.90837319980299,1,0.934735296771947,"0.000129526843243243","0.000123428086486486","PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline."
"Pathway186",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5173..superpathway.of.acetyl.CoA.biosynthesis"
"Pathway187",596,9385,617,9406,606.5,9395.5,0.940505949405059,0.939456054394561,0.938406159384062,0.999300069993001,1,0.999300069993001,"0.000123239086486486","0.000103868789189189","PWY.5177..glutaryl.CoA.degradation"
"Pathway188",2690,6496,3506,7312,3098,6904,0.731126887311269,0.69033096690331,0.64953504649535,0.840943924931178,1,0.902481459171156,"5.04087297297297e-08","3.61905594594595e-08","PWY.5178..toluene.degradation.IV..aerobic...via.catechol."
"Pathway189",2245,5033,4969,7757,3607,6395,0.775622437756224,0.639436056394361,0.503249675032497,0.691645707224149,1,0.852581408525814,"4.34437837837838e-09","1.40121621621622e-09","PWY.5179..toluene.degradation.V..aerobic...via.toluene.cis.diol."
"Pathway19",9151,829,9173,851,9162,840,0.0850914908509149,0.083991600839916,0.0828917108289171,0.163345430162866,1,0.72635988433677,"0.000108859762162162","0.000120659254054054","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I"
"Pathway190",746,9119,883,9256,814.5,9187.5,0.925507449255074,0.918658134186581,0.911808819118088,0.999300069993001,1,0.999300069993001,"1.74077497297297e-06","5.60955756756757e-07","PWY.5180..toluene.degradation.I..aerobic...via.o.cresol."
"Pathway191",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5181..toluene.degradation.III..aerobic...via.p.cresol."
"Pathway192",746,9119,883,9256,814.5,9187.5,0.925507449255074,0.918658134186581,0.911808819118088,0.999300069993001,1,0.999300069993001,"1.74077497297297e-06","5.60955756756757e-07","PWY.5182..toluene.degradation.II..aerobic...via.4.methylcatechol."
"Pathway193",1,5033,4969,10001,2485,7517,1,0.751624837516248,0.503249675032497,0.691645707224149,1,0.934735296771947,"1.90758108108108e-08","0","PWY.5183..superpathway.of.aerobic.toluene.degradation"
"Pathway194",75,9921,81,9927,78,9924,0.992600739926007,0.992300769923008,0.992000799920008,0.999300069993001,1,0.999300069993001,"0.000178968732432432","0.000143591386486486","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate."
"Pathway195",159,9838,164,9843,161.5,9840.5,0.984201579842016,0.983951604839516,0.983701629837016,0.999300069993001,1,0.999300069993001,"0.000124678618918919","0.000105536613513514","PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine."
"Pathway196",6704,3241,6761,3298,6732.5,3269.5,0.32976702329767,0.326917308269173,0.324067593240676,0.52796422485411,1,0.72635988433677,"9.20348954054054e-06","8.31020244594595e-06","PWY.5198..factor.420.biosynthesis"
"Pathway197",454,9420,582,9548,518,9484,0.954704529547045,0.948305169483052,0.941905809419058,0.999300069993001,1,0.999300069993001,"5.23356675675676e-07","8.44702702702703e-08","PWY.5265..peptidoglycan.biosynthesis.II..staphylococci."
"Pathway198",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5304..superpathway.of.sulfur.oxidation..Acidianus.ambivalens."
"Pathway199",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5306..superpathway.of.thiosulfate.metabolism..Desulfovibrio.sulfodismutans."
"Pathway2",4792,5111,4891,5210,4841.5,5160.5,0.520947905209479,0.515998400159984,0.511048895110489,0.700568306340721,1,0.739320201313202,"9.96775667567568e-07","3.46399131081081e-06","X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation"
"Pathway20",487,9500,502,9515,494.5,9507.5,0.951404859514049,0.950654934506549,0.94990500949905,0.999300069993001,1,0.999300069993001,"0.000475260027027027","0.000447201216216216","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis"
"Pathway200",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5328..superpathway.of.L.methionine.salvage.and.degradation"
"Pathway201",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation."
"Pathway202",17,9984,18,9985,17.5,9984.5,0.998400159984002,0.998350164983502,0.998300169983002,0.999300069993001,1,0.999300069993001,"0.000322758702702703","0.000271648513513513","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration."
"Pathway203",251,9741,261,9751,256,9746,0.975002499750025,0.974502549745025,0.974002599740026,0.999300069993001,1,0.999300069993001,"8.11722305405405e-05","5.38659005405405e-05","PWY.5367..petroselinate.biosynthesis"
"Pathway204",5001,2280,7722,5001,6361.5,3640.5,0.5000499950005,0.364013598640136,0.227977202279772,0.407319268073193,1,0.72635988433677,"9.20724324324324e-09","1.06644864864865e-08","PWY.5381..pyridine.nucleotide.cycling..plants."
"Pathway205",166,9829,173,9836,169.5,9832.5,0.983501649835017,0.983151684831517,0.982801719828017,0.999300069993001,1,0.999300069993001,"9.24621559459459e-05","6.45845589189189e-05","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase."
"Pathway206",1,5001,5001,10001,2501,7501,1,0.75002499750025,0.5000499950005,0.691645707224149,1,0.934735296771947,"8.09683783783784e-09","0","PWY.5392..reductive.TCA.cycle.II"
"Pathway207",437,9545,457,9565,447,9555,0.956404359564044,0.955404459554045,0.954404559544046,0.999300069993001,1,0.999300069993001,"6.07245e-07","2.30305378378378e-07","PWY.5415..catechol.degradation.I..meta.cleavage.pathway."
"Pathway208",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5417..catechol.degradation.III..ortho.cleavage.pathway."
"Pathway209",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate"
"Pathway21",111,9887,115,9891,113,9889,0.989001099890011,0.988801119888011,0.988601139886011,0.999300069993001,1,0.999300069993001,"0.000436117513513514","0.000381161405405405","CALVIN.PWY..Calvin.Benson.Bassham.cycle"
"Pathway210",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000215239520224684,1,0.72635988433677,"0","0","PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle"
"Pathway211",5554,4381,5621,4448,5587.5,4414.5,0.444755524447555,0.441405859414059,0.438056194380562,0.645049780736212,1,0.72635988433677,"0.000150198532432432","0.000156680062162162","PWY.5484..glycolysis.II..from.fructose.6.phosphate."
