"Pathway","Pvalue","Ctlmean","Ctlmedian","CRCmean","CRCmedian","Study","pvalue","adj.fdr.p","Enrichment","Origin"
"Pathway113",0.89599749282041,1.34173291132075e-05,"8.92584e-06",1.525572328e-05,"9.76536e-06","YuJ_2015",0.89599749282041,0.991383448241009,"Nodiff","P23.PWY..reductive.TCA.cycle.I"
"Pathway116",0.846565234686707,8.89968981132075e-05,"8.26004e-05",9.3179588e-05,"8.57418e-05","YuJ_2015",0.846565234686707,0.991383448241009,"Nodiff","P42.PWY..incomplete.reductive.TCA.cycle"
"Pathway12",0.335709996466273,0.000141961058490566,"0.00011934",0.000145186642666667,"0.000130344","YuJ_2015",0.335709996466273,0.991383448241009,"Nodiff","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis"
"Pathway120",0.379528243475903,5.15308677358491e-07,"2.03026e-07",7.66589550666667e-07,"6.83075e-08","YuJ_2015",0.379528243475903,0.991383448241009,"Nodiff","P621.PWY..nylon.6.oligomer.degradation"
"Pathway123",0.69160294573114,0.000189346824528302,"0.000193551",0.000199995705333333,"0.000191421","YuJ_2015",0.69160294573114,0.991383448241009,"Nodiff","PENTOSE.P.PWY..pentose.phosphate.pathway"
"Pathway124",0.980702772300319,0.000536769113207547,"0.000554388",0.000545553333333333,"0.000541482","YuJ_2015",0.980702772300319,0.991383448241009,"Nodiff","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing."
"Pathway126",0.753703602226566,8.68360377358491e-08,"0",1.27149333333333e-07,"0","YuJ_2015",0.753703602226566,0.991383448241009,"Nodiff","PHOTOALL.PWY..oxygenic.photosynthesis"
"Pathway127",0.410856798338349,3.42608990566038e-05,"2.61713e-05",2.86472009866667e-05,"2.21706e-05","YuJ_2015",0.410856798338349,0.991383448241009,"Nodiff","POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II"
"Pathway128",0.0850378804015058,7.81740773584906e-05,"6.1946e-05",6.31189884e-05,"5.56619e-05","YuJ_2015",0.0850378804015058,0.991383448241009,"Nodiff","POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I"
"Pathway129",0.903739166766738,6.25457816981132e-05,"4.3178e-05",6.00506453333333e-05,"4.15242e-05","YuJ_2015",0.903739166766738,0.991383448241009,"Nodiff","POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli."
"Pathway13",0.438917684115525,1.41632728301887e-05,"1.0229e-05",1.797576092e-05,"1.21535e-05","YuJ_2015",0.438917684115525,0.991383448241009,"Nodiff","ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion"
"Pathway130",0.846565234686707,6.54768024528302e-05,"5.02663e-05",6.79088414666667e-05,"5.58932e-05","YuJ_2015",0.846565234686707,0.991383448241009,"Nodiff","PPGPPMET.PWY..ppGpp.biosynthesis"
"Pathway131",0.0673425756988837,8.55595773584906e-07,"0",2.15255310666667e-06,"3.61478e-07","YuJ_2015",0.0673425756988837,0.92663384161664,"Nodiff","PROPFERM.PWY..L.alanine.fermentation.to.propanoate.and.acetate"
"Pathway132",0.583503696458397,3.95009062264151e-06,"8.12582e-07",3.709821036e-06,"2.80578e-07","YuJ_2015",0.583503696458397,0.991383448241009,"Nodiff","PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway."
"Pathway134",0.752713471999679,9.70281698113208e-08,"0",1.212135e-07,"0","YuJ_2015",0.752713471999679,0.991383448241009,"Nodiff","PWY.101..photosynthesis.light.reactions"
"Pathway135",0.793916113486161,0.000700785566037736,"0.000668461",0.000700630373333333,"0.000677914","YuJ_2015",0.793916113486161,0.991383448241009,"Nodiff","PWY.1042..glycolysis.IV..plant.cytosol."
"Pathway137",0.409500109565937,0,"0",8.25196e-09,"0","YuJ_2015",0.409500109565937,0.991383448241009,"Nodiff","PWY.1541..superpathway.of.taurine.degradation"
"Pathway138",0.821831285088897,1.29158301886792e-08,"0",1.47838666666667e-08,"0","YuJ_2015",0.821831285088897,0.991383448241009,"Nodiff","PWY.1622..formaldehyde.assimilation.I..serine.pathway."
"Pathway139",0.804359367159738,5.46122641509434e-08,"0",3.44106666666667e-08,"0","YuJ_2015",0.804359367159738,0.991383448241009,"Nodiff","PWY.181..photorespiration"
"Pathway14",0.969129131261478,0.000340854132075472,"0.000343178",0.00035107664,"0.00033127","YuJ_2015",0.969129131261478,0.991383448241009,"Nodiff","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine."
"Pathway140",0.228132853261739,6.44502162264151e-06,"2.51593e-06",8.86372337333333e-06,"3.4541e-06","YuJ_2015",0.228132853261739,0.991383448241009,"Nodiff","PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle."
"Pathway141",0.718019045831713,6.61509245283019e-08,"0",2.890852e-08,"0","YuJ_2015",0.718019045831713,0.991383448241009,"Nodiff","PWY.2201..folate.transformations.I"
"Pathway143",0.272035301077274,1.50126852641509e-05,"8.30228e-06",2.3749053488e-05,"1.40596e-05","YuJ_2015",0.272035301077274,0.991383448241009,"Nodiff","PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type"
"Pathway144",0.680859543266964,2.86825815471698e-05,"4.14962e-06",2.51026446266667e-05,"5.97825e-06","YuJ_2015",0.680859543266964,0.991383448241009,"Nodiff","PWY.2723..trehalose.degradation.V"
"Pathway145",0.115901850266286,8.37170173584906e-05,"6.75015e-05",0.0001054253428,"8.58493e-05","YuJ_2015",0.115901850266286,0.991383448241009,"Nodiff","PWY.2941..L.lysine.biosynthesis.II"
"Pathway148",0.365731464245163,2.30468490566038e-08,"0",1.91706666666667e-09,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.3502..superpathway.of.NAD.biosynthesis.in.eukaryotes"
"Pathway150",0.896847317962265,8.49424216981132e-06,"1.55585e-06",7.395770944e-06,"1.1829e-06","YuJ_2015",0.896847317962265,0.991383448241009,"Nodiff","PWY.3781..aerobic.respiration.I..cytochrome.c."
"Pathway151",0.739612011370586,1.68473186981132e-05,"5.84862e-06",1.990227556e-05,"2.61739e-06","YuJ_2015",0.739612011370586,0.991383448241009,"Nodiff","PWY.3801..sucrose.degradation.II..sucrose.synthase."
"Pathway154",0.81262506321987,4.99279362528302e-05,"2.33147e-05",4.14960081733333e-05,"1.67323e-05","YuJ_2015",0.81262506321987,0.991383448241009,"Nodiff","PWY.4041...gamma..glutamyl.cycle"
"Pathway157",0.569707239948796,2.81197262264151e-05,"7.78704e-06",2.606562376e-05,"8.1724e-06","YuJ_2015",0.569707239948796,0.991383448241009,"Nodiff","PWY.4321..L.glutamate.degradation.IV"
"Pathway161",0.0388622861152331,0.000111459039622642,"9.65472e-05",0.000136745653333333,"0.000126126","YuJ_2015",0.0388622861152331,0.668431321182009,"Nodiff","PWY.4981..L.proline.biosynthesis.II..from.arginine."
"Pathway162",0.235936607639305,5.28865912830189e-05,"3.72167e-05",6.88371462666667e-05,"4.73458e-05","YuJ_2015",0.235936607639305,0.991383448241009,"Nodiff","PWY.4984..urea.cycle"
"Pathway163",0.835180816271462,3.78729764150943e-06,"1.88749e-06",5.01352969333333e-06,"1.21771e-06","YuJ_2015",0.835180816271462,0.991383448241009,"Nodiff","PWY.5004..superpathway.of.L.citrulline.metabolism"
"Pathway164",0.980699459302465,3.89627633207547e-05,"2.04992e-05",3.90372991066667e-05,"1.77088e-05","YuJ_2015",0.980699459302465,0.991383448241009,"Nodiff","PWY.5005..biotin.biosynthesis.II"
"Pathway165",0.734888590910513,3.1179184e-05,"2.15757e-05",3.05326384e-05,"1.88838e-05","YuJ_2015",0.734888590910513,0.991383448241009,"Nodiff","PWY.5022..4.aminobutanoate.degradation.V"
"Pathway166",0.83363362618278,1.28679816981132e-06,"0",3.31727221066667e-06,"0","YuJ_2015",0.83363362618278,0.991383448241009,"Nodiff","PWY.5028..L.histidine.degradation.II"
"Pathway167",0.587950942324343,9.7767228490566e-05,"7.78563e-05",0.000102422737866667,"9.83919e-05","YuJ_2015",0.587950942324343,0.991383448241009,"Nodiff","PWY.5030..L.histidine.degradation.III"
"Pathway168",0.611379904929119,3.90613573207547e-05,"1.07909e-05",2.8119398e-05,"9.36897e-06","YuJ_2015",0.611379904929119,0.991383448241009,"Nodiff","PWY.5044..purine.nucleotides.degradation.I..plants."
"Pathway169",0.988501519612401,3.65063396226415e-08,"0",1.47997733333333e-08,"0","YuJ_2015",0.988501519612401,0.991383448241009,"Nodiff","PWY.5067..glycogen.biosynthesis.II..from.UDP.D.Glucose."
"Pathway170",0.977005427138761,3.09844528301887e-08,"0",1.43975866666667e-08,"0","YuJ_2015",0.977005427138761,0.991383448241009,"Nodiff","PWY.5079..L.phenylalanine.degradation.III"
"Pathway171",0.977005427138761,1.51029622641509e-08,"0",5.05334e-09,"0","YuJ_2015",0.977005427138761,0.991383448241009,"Nodiff","PWY.5080..very.long.chain.fatty.acid.biosynthesis.I"
"Pathway172",0.37559665835787,8.07858113207547e-09,"0",1.68073333333333e-09,"0","YuJ_2015",0.37559665835787,0.991383448241009,"Nodiff","PWY.5081..L.tryptophan.degradation.VIII..to.tryptophol."
"Pathway174",1.77363245689486e-06,3.07882133962264e-06,"1.2989e-06",9.07177502666667e-06,"6.41844e-06","YuJ_2015",1.77363245689486e-06,0.00030838033433762,"CRC","PWY.5088..L.glutamate.degradation.VIII..to.propanoate."
"Pathway177",0.659778638787229,0.000190542917943396,"0.00014663",0.000191104610306667,"0.000160867","YuJ_2015",0.659778638787229,0.991383448241009,"Nodiff","PWY.5101..L.isoleucine.biosynthesis.II"
"Pathway178",0.614888898274529,0.000544580037735849,"0.000534701",0.000535468066666667,"0.000527779","YuJ_2015",0.614888898274529,0.991383448241009,"Nodiff","PWY.5103..L.isoleucine.biosynthesis.III"
"Pathway179",0.421953633978475,0.00011198300754717,"0.000101903",0.000113977086666667,"9.63629e-05","YuJ_2015",0.421953633978475,0.991383448241009,"Nodiff","PWY.5104..L.isoleucine.biosynthesis.IV"
"Pathway18",0.98069669716707,1.7887774354717e-05,"2.80708e-06",1.413926488e-05,"3.26149e-06","YuJ_2015",0.98069669716707,0.991383448241009,"Nodiff","AST.PWY..L.arginine.degradation.II..AST.pathway."
"Pathway182",0.988501519612401,2.31393773584906e-08,"0",6.86378666666667e-09,"0","YuJ_2015",0.988501519612401,0.991383448241009,"Nodiff","PWY.5129..sphingolipid.biosynthesis..plants."
"Pathway183",0.942153441215417,5.49130198679245e-05,"3.24724e-05",4.697467556e-05,"3.37307e-05","YuJ_2015",0.942153441215417,0.991383448241009,"Nodiff","PWY.5136..fatty.acid..beta..oxidation.II..peroxisome."
"Pathway184",0.718286324365702,1.58413745283019e-05,"4.41464e-06",1.50107648266667e-05,"3.69487e-06","YuJ_2015",0.718286324365702,0.991383448241009,"Nodiff","PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation"
"Pathway186",0.846565234686707,3.23662357735849e-05,"1.89751e-05",2.99614349333333e-05,"1.78511e-05","YuJ_2015",0.846565234686707,0.991383448241009,"Nodiff","PWY.5173..superpathway.of.acetyl.CoA.biosynthesis"
"Pathway187",0.000250214801791688,0.000155387276603774,"0.000136306",0.000102619202666667,"8.48247e-05","YuJ_2015",0.000250214801791688,0.0215184729540852,"Nodiff","PWY.5177..glutaryl.CoA.degradation"
"Pathway188",0.274047831497311,2.43629296226415e-06,"1.49461e-07",1.62746588e-06,"0","YuJ_2015",0.274047831497311,0.991383448241009,"Nodiff","PWY.5178..toluene.degradation.IV..aerobic...via.catechol."
"Pathway189",0.224392637265595,1.66726603773585e-08,"0",1.93976417333333e-07,"0","YuJ_2015",0.224392637265595,0.991383448241009,"Nodiff","PWY.5179..toluene.degradation.V..aerobic...via.toluene.cis.diol."
"Pathway191",0.433028163452992,2.52962028301887e-06,"5.72627e-07",2.89421386666667e-06,"0","YuJ_2015",0.433028163452992,0.991383448241009,"Nodiff","PWY.5181..toluene.degradation.III..aerobic...via.p.cresol."
"Pathway193",0.48795653556083,3.89518113207547e-08,"0",4.06289813333333e-07,"0","YuJ_2015",0.48795653556083,0.991383448241009,"Nodiff","PWY.5183..superpathway.of.aerobic.toluene.degradation"
"Pathway195",0.760543717876161,0.000123191086792453,"0.000119789",0.000127003110666667,"0.000126724","YuJ_2015",0.760543717876161,0.991383448241009,"Nodiff","PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine."
"Pathway196",0.501491823185063,4.03892396226415e-07,"0",4.01184410266667e-06,"0","YuJ_2015",0.501491823185063,0.991383448241009,"Nodiff","PWY.5198..factor.420.biosynthesis"
"Pathway197",0.325002760803533,1.28425867924528e-07,"0",1.80215333333333e-07,"0","YuJ_2015",0.325002760803533,0.991383448241009,"Nodiff","PWY.5265..peptidoglycan.biosynthesis.II..staphylococci."
"Pathway198",0.658144301878503,6.27291886792453e-07,"0",2.37942133333333e-06,"0","YuJ_2015",0.658144301878503,0.991383448241009,"Nodiff","PWY.5304..superpathway.of.sulfur.oxidation..Acidianus.ambivalens."
"Pathway199",0.37559665835787,1.20949056603774e-08,"0",4.03526666666667e-09,"0","YuJ_2015",0.37559665835787,0.991383448241009,"Nodiff","PWY.5306..superpathway.of.thiosulfate.metabolism..Desulfovibrio.sulfodismutans."
"Pathway2",0.78979717218173,2.41329927169811e-05,"2.95822e-06",1.55899708533333e-05,"2.53652e-06","YuJ_2015",0.78979717218173,0.991383448241009,"Nodiff","X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation"
"Pathway20",0.666800207409042,0.000559890679245283,"0.00055488",0.000554414373333333,"0.000543019","YuJ_2015",0.666800207409042,0.991383448241009,"Nodiff","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis"
"Pathway201",0.119305015800139,6.67425373584906e-05,"6.2323e-05",8.77627886666667e-05,"7.03202e-05","YuJ_2015",0.119305015800139,0.991383448241009,"Nodiff","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation."
"Pathway203",0.00837723037858051,5.34242466037736e-05,"4.32227e-05",3.91406447333333e-05,"1.81252e-05","YuJ_2015",0.00837723037858051,0.320196361136855,"Nodiff","PWY.5367..petroselinate.biosynthesis"
"Pathway204",0.796076638504789,1.23615094339623e-08,"0",6.07213333333333e-09,"0","YuJ_2015",0.796076638504789,0.991383448241009,"Nodiff","PWY.5381..pyridine.nucleotide.cycling..plants."
"Pathway205",0.055406164317003,0.000115650633962264,"0.000105527",9.75849141333333e-05,"7.73186e-05","YuJ_2015",0.055406164317003,0.828683501089088,"Nodiff","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase."
"Pathway207",0.306322091807814,3.80169151132075e-06,"7.42277e-07",1.93795712e-06,"2.8107e-07","YuJ_2015",0.306322091807814,0.991383448241009,"Nodiff","PWY.5415..catechol.degradation.I..meta.cleavage.pathway."
"Pathway208",0.352179117412948,2.45833856603774e-06,"3.59562e-07",2.52826069333333e-06,"0","YuJ_2015",0.352179117412948,0.991383448241009,"Nodiff","PWY.5417..catechol.degradation.III..ortho.cleavage.pathway."
"Pathway209",0.352179117412948,2.45833856603774e-06,"3.59562e-07",2.52826069333333e-06,"0","YuJ_2015",0.352179117412948,0.991383448241009,"Nodiff","PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate"
"Pathway21",0.318988191641816,0.000472584811320755,"0.000456941",0.000449843946666667,"0.000431683","YuJ_2015",0.318988191641816,0.991383448241009,"Nodiff","CALVIN.PWY..Calvin.Benson.Bassham.cycle"
"Pathway210",0.228375229903319,3.7590328490566e-05,"2.20868e-05",4.10489956e-05,"2.75131e-05","YuJ_2015",0.228375229903319,0.991383448241009,"Nodiff","PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle"
"Pathway212",0.456280379572283,2.54687805660377e-05,"1.82376e-05",2.35460899866667e-05,"1.36956e-05","YuJ_2015",0.456280379572283,0.991383448241009,"Nodiff","PWY.5505..L.glutamate.and.L.glutamine.biosynthesis"
"Pathway213",0.0908535499735255,1.32509875471698e-06,"0",2.86495073333333e-06,"5.27925e-07","YuJ_2015",0.0908535499735255,0.991383448241009,"Nodiff","PWY.5508..adenosylcobalamin.biosynthesis.from.cobyrinate.a.c.diamide.II"
"Pathway214",0.827641045829729,2.6400495509434e-05,"1.88695e-05",2.70014724e-05,"1.63512e-05","YuJ_2015",0.827641045829729,0.991383448241009,"Nodiff","PWY.5509..adenosylcobalamin.biosynthesis.from.cobyrinate.a.c.diamide.I"
"Pathway215",0.365731464245163,4.69531509433962e-08,"0",2.82053333333333e-09,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.5514..UDP.N.acetyl.D.galactosamine.biosynthesis.II"
"Pathway216",0.409500109565937,0,"0",1.56778666666667e-09,"0","YuJ_2015",0.409500109565937,0.991383448241009,"Nodiff","PWY.5534..propylene.degradation"
"Pathway217",0.873161236498068,4.89069019056604e-05,"1.46819e-05",3.98282081333333e-05,"2.01718e-05","YuJ_2015",0.873161236498068,0.991383448241009,"Nodiff","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation"
"Pathway219",0.365731464245163,1.15477358490566e-08,"0",9.59213333333333e-10,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.5651..L.tryptophan.degradation.to.2.amino.3.carboxymuconate.semialdehyde"
"Pathway22",0.358364321205179,1.93328075471698e-06,"3.50143e-07",2.14406708e-06,"0","YuJ_2015",0.358364321205179,0.991383448241009,"Nodiff","CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate"
"Pathway221",0.696412760188231,8.43073313207547e-06,"1.55026e-06",4.82278144e-06,"1.44754e-06","YuJ_2015",0.696412760188231,0.991383448241009,"Nodiff","PWY.5656..mannosylglycerate.biosynthesis.I"
"Pathway224",0.942139805734071,3.52783644528302e-05,"1.02571e-05",3.02844813333333e-05,"8.90316e-06","YuJ_2015",0.942139805734071,0.991383448241009,"Nodiff","PWY.5675..nitrate.reduction.V..assimilatory."
"Pathway225",0.328475591356942,7.7316079245283e-05,"6.15549e-05",8.5508992e-05,"6.78482e-05","YuJ_2015",0.328475591356942,0.991383448241009,"Nodiff","PWY.5676..acetyl.CoA.fermentation.to.butanoate.II"
"Pathway227",0.988420940843643,0.000517324509433962,"0.000480001",0.00051916972,"0.000495071","YuJ_2015",0.988420940843643,0.991383448241009,"Nodiff","PWY.5686..UMP.biosynthesis"
"Pathway229",0.89599749282041,6.09892209433962e-06,"1.48965e-06",7.79529997333333e-06,"1.63591e-06","YuJ_2015",0.89599749282041,0.991383448241009,"Nodiff","PWY.5692..allantoin.degradation.to.glyoxylate.II"
"Pathway23",0.438924232303365,4.13975224528302e-05,"3.64731e-05",3.74330442666667e-05,"3.29366e-05","YuJ_2015",0.438924232303365,0.991383448241009,"Nodiff","CENTFERM.PWY..pyruvate.fermentation.to.butanoate"
"Pathway232",0.649225147378892,1.28728050377358e-05,"2.9224e-06",1.10484872133333e-05,"2.90522e-06","YuJ_2015",0.649225147378892,0.991383448241009,"Nodiff","PWY.5705..allantoin.degradation.to.glyoxylate.III"
"Pathway236",0.582852105125501,3.38367199056604e-06,"6.02864e-07",2.54745575733333e-06,"4.34637e-07","YuJ_2015",0.582852105125501,0.991383448241009,"Nodiff","PWY.5747..2.methylcitrate.cycle.II"
"Pathway238",0.389166195841835,3.4676914754717e-05,"2.16911e-05",2.89872780266667e-05,"1.4133e-05","YuJ_2015",0.389166195841835,0.991383448241009,"Nodiff","PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants."
"Pathway239",0.389166195841835,3.4676914754717e-05,"2.16911e-05",2.89872780266667e-05,"1.4133e-05","YuJ_2015",0.389166195841835,0.991383448241009,"Nodiff","PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I"
"Pathway24",0.821831285088897,2.69254716981132e-09,"0",3.94686666666667e-09,"0","YuJ_2015",0.821831285088897,0.991383448241009,"Nodiff","CHLOROPHYLL.SYN..chlorophyllide.a.biosynthesis.I..aerobic..light.dependent."
"Pathway240",0.740332299744241,5.29967639622641e-05,"4.03065e-05",4.94168382666667e-05,"3.5059e-05","YuJ_2015",0.740332299744241,0.991383448241009,"Nodiff","PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I"
"Pathway241",0.43604589290467,5.818449e-05,"4.97482e-05",5.22717678666667e-05,"3.57471e-05","YuJ_2015",0.43604589290467,0.991383448241009,"Nodiff","PWY.5840..superpathway.of.menaquinol.7.biosynthesis"
"Pathway242",0.869271013492695,4.14048467924528e-05,"2.65362e-05",3.77020581333333e-05,"2.11008e-05","YuJ_2015",0.869271013492695,0.991383448241009,"Nodiff","PWY.5845..superpathway.of.menaquinol.9.biosynthesis"
"Pathway243",0.869271013492695,4.14048467924528e-05,"2.65362e-05",3.77020581333333e-05,"2.11008e-05","YuJ_2015",0.869271013492695,0.991383448241009,"Nodiff","PWY.5850..superpathway.of.menaquinol.6.biosynthesis.I"
"Pathway244",0.850329832435713,2.42209098301887e-05,"6.21215e-06",2.05022468e-05,"6.46879e-06","YuJ_2015",0.850329832435713,0.991383448241009,"Nodiff","PWY.5855..ubiquinol.7.biosynthesis..prokaryotic."
"Pathway245",0.860908277074978,4.67875566037736e-07,"0",7.78463458666667e-07,"0","YuJ_2015",0.860908277074978,0.991383448241009,"Nodiff","PWY.5856..ubiquinol.9.biosynthesis..prokaryotic."
"Pathway246",0.850329832435713,2.42209098301887e-05,"6.21215e-06",2.05022468e-05,"6.46879e-06","YuJ_2015",0.850329832435713,0.991383448241009,"Nodiff","PWY.5857..ubiquinol.10.biosynthesis..prokaryotic."
"Pathway247",0.816262591239501,3.45614618867925e-05,"1.86189e-05",3.00644158666667e-05,"1.45532e-05","YuJ_2015",0.816262591239501,0.991383448241009,"Nodiff","PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I"
"Pathway248",0.672048533593494,4.44619355849057e-05,"3.07932e-05",4.01115973333333e-05,"2.52213e-05","YuJ_2015",0.672048533593494,0.991383448241009,"Nodiff","PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis"
"Pathway249",0.816262591239501,3.45614618867925e-05,"1.86189e-05",3.00644158666667e-05,"1.45532e-05","YuJ_2015",0.816262591239501,0.991383448241009,"Nodiff","PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis"
"Pathway25",0.44755448075645,0.000125797325849057,"0.000110202",0.000137958477333333,"0.000124284","YuJ_2015",0.44755448075645,0.991383448241009,"Nodiff","CITRULBIO.PWY..L.citrulline.biosynthesis"
"Pathway250",0.375984327262587,3.72629541132075e-05,"2.3702e-05",3.09500209466667e-05,"1.51131e-05","YuJ_2015",0.375984327262587,0.991383448241009,"Nodiff","PWY.5863..superpathway.of.phylloquinol.biosynthesis"
"Pathway251",0.365731464245163,1.42027169811321e-07,"0",1.243352e-08,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.5870..ubiquinol.8.biosynthesis..eukaryotic."
"Pathway252",0.365731464245163,6.46205660377359e-08,"0",6.3716e-09,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.5871..ubiquinol.9.biosynthesis..eukaryotic."
"Pathway253",0.365731464245163,2.2228e-08,"0",2.91001333333333e-09,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.5872..ubiquinol.10.biosynthesis..eukaryotic."
"Pathway254",0.365731464245163,6.46205660377359e-08,"0",6.3716e-09,"0","YuJ_2015",0.365731464245163,0.991383448241009,"Nodiff","PWY.5873..ubiquinol.7.biosynthesis..eukaryotic."
"Pathway255",0.869271013492695,4.14048467924528e-05,"2.65362e-05",3.77020581333333e-05,"2.11008e-05","YuJ_2015",0.869271013492695,0.991383448241009,"Nodiff","PWY.5896..superpathway.of.menaquinol.10.biosynthesis"
"Pathway256",0.532576563918497,5.77877664150943e-05,"5.02085e-05",5.35505925333333e-05,"3.94028e-05","YuJ_2015",0.532576563918497,0.991383448241009,"Nodiff","PWY.5897..superpathway.of.menaquinol.11.biosynthesis"
"Pathway257",0.532576563918497,5.77877664150943e-05,"5.02085e-05",5.35505925333333e-05,"3.94028e-05","YuJ_2015",0.532576563918497,0.991383448241009,"Nodiff","PWY.5898..superpathway.of.menaquinol.12.biosynthesis"
"Pathway258",0.532576563918497,5.77877664150943e-05,"5.02085e-05",5.35505925333333e-05,"3.94028e-05","YuJ_2015",0.532576563918497,0.991383448241009,"Nodiff","PWY.5899..superpathway.of.menaquinol.13.biosynthesis"
"Pathway259",0.673826460530714,9.73612605660377e-06,"4.34222e-06",1.23078688133333e-05,"4.25653e-06","YuJ_2015",0.673826460530714,0.991383448241009,"Nodiff","PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate."
"Pathway260",0.196484319914109,5.07672444150943e-05,"3.22944e-05",5.72817078933333e-05,"4.06202e-05","YuJ_2015",0.196484319914109,0.991383448241009,"Nodiff","PWY.5913..TCA.cycle.VI..obligate.autotrophs."
"Pathway261",0.542170719486056,5.86667577358491e-05,"4.579e-05",5.54617949333333e-05,"3.70388e-05","YuJ_2015",0.542170719486056,0.991383448241009,"Nodiff","PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate"
