"Pathway","Pvalue","Ctlmean","Ctlmedian","CRCmean","CRCmedian","Study","pvalue","adj.fdr.p","Enrichment","Origin"
"Pathway113",0.449314089791808,5.45648638461538e-06,"1.08725e-06",7.42683438461538e-06,"2.22823e-06","VogtmannE_2016",0.449314089791808,0.780651854331018,"Nodiff","P23.PWY..reductive.TCA.cycle.I"
"Pathway114",0.830193883260285,1.64495775e-06,"0",3.49738553846154e-06,"0","VogtmannE_2016",0.830193883260285,0.995937972792551,"Nodiff","P261.PWY..coenzyme.M.biosynthesis.I"
"Pathway115",0.90941951418642,0.000106766680769231,"8.51962e-05",9.91942480769231e-05,"9.299225e-05","VogtmannE_2016",0.90941951418642,0.995937972792551,"Nodiff","P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I"
"Pathway116",0.868329883228898,8.10543865384615e-05,"7.651035e-05",8.55558134615385e-05,"7.888315e-05","VogtmannE_2016",0.868329883228898,0.995937972792551,"Nodiff","P42.PWY..incomplete.reductive.TCA.cycle"
"Pathway117",0.248516315482643,7.96188673076923e-05,"7.45992e-05",9.14431076923077e-05,"8.661025e-05","VogtmannE_2016",0.248516315482643,0.594470117874722,"Nodiff","P441.PWY..superpathway.of.N.acetylneuraminate.degradation"
"Pathway118",0.90941951418642,4.05166428846154e-05,"2.910315e-05",3.82255e-05,"2.72644e-05","VogtmannE_2016",0.90941951418642,0.995937972792551,"Nodiff","P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate"
"Pathway12",0.694081828023757,0.000166663519230769,"0.000152256",0.000173347086153846,"0.000150666","VogtmannE_2016",0.694081828023757,0.9426176791065,"Nodiff","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis"
"Pathway120",0.454635469688496,7.58402788461538e-08,"0",1.08901513461538e-07,"0","VogtmannE_2016",0.454635469688496,0.785509061517346,"Nodiff","P621.PWY..nylon.6.oligomer.degradation"
"Pathway123",0.812429251773944,0.000215338348076923,"0.0002138825",0.000211763728846154,"0.000213745","VogtmannE_2016",0.812429251773944,0.995937972792551,"Nodiff","PENTOSE.P.PWY..pentose.phosphate.pathway"
"Pathway124",0.656080365687495,0.000549916865384615,"0.000520338",0.000523862134615385,"0.0005286125","VogtmannE_2016",0.656080365687495,0.919103575355004,"Nodiff","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing."
"Pathway125",0.0753916152683261,0.000224129242692308,"0.0002326015",0.000247060490384615,"0.00025329","VogtmannE_2016",0.0753916152683261,0.418692720508025,"Nodiff","PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria."
"Pathway127",0.0877173185939228,1.430190125e-05,"6.96703e-06",1.80244359807692e-05,"1.605285e-05","VogtmannE_2016",0.0877173185939228,0.425596942058446,"Nodiff","POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II"
"Pathway128",0.632766072458956,4.91664730769231e-05,"4.373415e-05",4.46615211538462e-05,"4.4617e-05","VogtmannE_2016",0.632766072458956,0.89858560974765,"Nodiff","POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I"
"Pathway129",0.20839913323348,2.08400244230769e-05,"1.42246e-05",3.04687844230769e-05,"1.933815e-05","VogtmannE_2016",0.20839913323348,0.531246970783707,"Nodiff","POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli."
"Pathway13",0.020193453309912,3.97921421153846e-06,"1.58172e-06",8.26970830769231e-06,"4.076355e-06","VogtmannE_2016",0.020193453309912,0.285461999062847,"Nodiff","ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion"
"Pathway130",0.173198330909928,3.10297301923077e-05,"2.073345e-05",4.52342398076923e-05,"2.541975e-05","VogtmannE_2016",0.173198330909928,0.506043975615077,"Nodiff","PPGPPMET.PWY..ppGpp.biosynthesis"
"Pathway131",0.0393583217595037,5.67936961538462e-07,"0",1.36241511538462e-06,"0","VogtmannE_2016",0.0393583217595037,0.344282917889396,"Nodiff","PROPFERM.PWY..L.alanine.fermentation.to.propanoate.and.acetate"
"Pathway132",0.267397423213182,6.08237307692308e-07,"0",1.02364009615385e-06,"0","VogtmannE_2016",0.267397423213182,0.607622546872138,"Nodiff","PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway."
"Pathway133",0.0327087855597221,0.000139394465384615,"0.0001427185",0.000157540671153846,"0.000154541","VogtmannE_2016",0.0327087855597221,0.338932284575753,"Nodiff","PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis"
"Pathway135",0.992219328727779,0.000689827576923077,"0.0006656885",0.000676487288461538,"0.0006883255","VogtmannE_2016",0.992219328727779,0.995937972792551,"Nodiff","PWY.1042..glycolysis.IV..plant.cytosol."
"Pathway136",0.299764166156617,0.000138372965384615,"0.000111409",0.000149036190384615,"0.000142406","VogtmannE_2016",0.299764166156617,0.629909835639918,"Nodiff","PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I"
"Pathway14",0.43722261208003,0.000285010898076923,"0.000289109",0.000298027686538462,"0.0002985765","VogtmannE_2016",0.43722261208003,0.777007042039368,"Nodiff","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine."
"Pathway144",0.019568653010299,2.32309393653846e-06,"1.559515e-07",9.72401859615385e-06,"9.11871e-07","VogtmannE_2016",0.019568653010299,0.285461999062847,"Nodiff","PWY.2723..trehalose.degradation.V"
"Pathway145",0.628145727977952,6.88905096153846e-05,"6.280945e-05",7.33154653846154e-05,"5.601285e-05","VogtmannE_2016",0.628145727977952,0.89819250594889,"Nodiff","PWY.2941..L.lysine.biosynthesis.II"
"Pathway146",0.858108384149499,0.000496729884615385,"0.000476696",0.00048433475,"0.0004991205","VogtmannE_2016",0.858108384149499,0.995937972792551,"Nodiff","PWY.2942..L.lysine.biosynthesis.III"
"Pathway149",0.629601177803402,3.1032e-08,"0",5.25071730769231e-09,"0","VogtmannE_2016",0.629601177803402,0.89819250594889,"Nodiff","PWY.3661..glycine.betaine.degradation.I"
"Pathway15",0.403491136842806,0.000136782514615385,"0.0001197475",0.000144277609615385,"0.0001355985","VogtmannE_2016",0.403491136842806,0.733834757649782,"Nodiff","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle."
"Pathway150",0.89633681572717,2.93246807692308e-06,"0",2.4564118e-06,"0","VogtmannE_2016",0.89633681572717,0.995937972792551,"Nodiff","PWY.3781..aerobic.respiration.I..cytochrome.c."
"Pathway151",0.839162886324378,3.71520576923077e-06,"0",7.54608363461538e-06,"0","VogtmannE_2016",0.839162886324378,0.995937972792551,"Nodiff","PWY.3801..sucrose.degradation.II..sucrose.synthase."
"Pathway154",0.114898054259001,8.67263767307692e-06,"3.5174e-06",2.00528180307692e-05,"5.580595e-06","VogtmannE_2016",0.114898054259001,0.476317908891098,"Nodiff","PWY.4041...gamma..glutamyl.cycle"
"Pathway157",0.151411858133955,5.58836694807692e-06,"5.060825e-07",9.32173880192308e-06,"1.054685e-06","VogtmannE_2016",0.151411858133955,0.499088854538708,"Nodiff","PWY.4321..L.glutamate.degradation.IV"
"Pathway158",0.159309393367584,7.36763076923077e-09,"0",0,"0","VogtmannE_2016",0.159309393367584,0.499088854538708,"Nodiff","PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation"
"Pathway159",0.367317713732729,9.36039230769231e-06,"3.252845e-06",1.76193163692308e-05,"3.932405e-06","VogtmannE_2016",0.367317713732729,0.701943774835669,"Nodiff","PWY.4702..phytate.degradation.I"
"Pathway16",0.727980264121606,0.000497402730769231,"0.0004839185",0.000482009096153846,"0.000489893","VogtmannE_2016",0.727980264121606,0.970155264469058,"Nodiff","ARO.PWY..chorismate.biosynthesis.I"
"Pathway161",0.698889024668547,0.000118276136538462,"0.0001096475",0.000120255511538462,"0.000114734","VogtmannE_2016",0.698889024668547,0.945019507269209,"Nodiff","PWY.4981..L.proline.biosynthesis.II..from.arginine."
"Pathway162",0.270482920639925,6.61879273076923e-05,"5.097095e-05",7.24216373076923e-05,"5.991055e-05","VogtmannE_2016",0.270482920639925,0.60956658202186,"Nodiff","PWY.4984..urea.cycle"
"Pathway164",0.511516878089802,1.76677016153846e-05,"6.54848e-06",1.00335383076923e-05,"5.87623e-06","VogtmannE_2016",0.511516878089802,0.858193771370044,"Nodiff","PWY.5005..biotin.biosynthesis.II"
"Pathway165",0.56065936447613,3.01672431346154e-05,"1.059295e-05",2.30109789038462e-05,"1.04658e-05","VogtmannE_2016",0.56065936447613,0.880638196474707,"Nodiff","PWY.5022..4.aminobutanoate.degradation.V"
"Pathway167",0.950752944680535,0.000139576726923077,"0.000112258",0.000135041123076923,"0.000120992","VogtmannE_2016",0.950752944680535,0.995937972792551,"Nodiff","PWY.5030..L.histidine.degradation.III"
"Pathway168",0.0129517706574254,3.08053384615385e-06,"1.37832e-07",1.33854093461538e-05,"1.788745e-06","VogtmannE_2016",0.0129517706574254,0.226975332325695,"Nodiff","PWY.5044..purine.nucleotides.degradation.I..plants."
"Pathway173",0.23765575856627,2.13442295384615e-05,"4.919755e-06",3.06916105576923e-05,"7.55865e-06","VogtmannE_2016",0.23765575856627,0.586594769159603,"Nodiff","PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation"
"Pathway174",0.109417102550518,2.04438426923077e-06,"7.550125e-07",5.13132615384615e-06,"1.86071e-06","VogtmannE_2016",0.109417102550518,0.472621095739043,"Nodiff","PWY.5088..L.glutamate.degradation.VIII..to.propanoate."
"Pathway175",0.883702960336721,0.000507162019230769,"0.000492425",0.000491775884615385,"0.0005014595","VogtmannE_2016",0.883702960336721,0.995937972792551,"Nodiff","PWY.5097..L.lysine.biosynthesis.VI"
"Pathway178",0.930062646609105,0.000542248923076923,"0.000521596",0.000527694942307692,"0.000534106","VogtmannE_2016",0.930062646609105,0.995937972792551,"Nodiff","PWY.5103..L.isoleucine.biosynthesis.III"
"Pathway179",0.797335586675311,0.000104679461538462,"7.837155e-05",0.000101237144230769,"9.21655e-05","VogtmannE_2016",0.797335586675311,0.995937972792551,"Nodiff","PWY.5104..L.isoleucine.biosynthesis.IV"
"Pathway18",0.142601881871843,1.90089588461538e-06,"2.02005e-07",4.72965421153846e-06,"4.07529e-07","VogtmannE_2016",0.142601881871843,0.499088854538708,"Nodiff","AST.PWY..L.arginine.degradation.II..AST.pathway."
"Pathway181",0.560663546308656,0.000119519371153846,"0.000106282",0.000126078582692308,"0.000112417","VogtmannE_2016",0.560663546308656,0.880638196474707,"Nodiff","PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP."
"Pathway184",0.0889511293691286,2.27680115384615e-06,"1.269205e-07",5.41192144807692e-06,"8.627575e-07","VogtmannE_2016",0.0889511293691286,0.425596942058446,"Nodiff","PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation"
"Pathway185",0.245860836457602,0.000151040703461538,"0.000156481",0.000169010584615385,"0.000158466","VogtmannE_2016",0.245860836457602,0.594470117874722,"Nodiff","PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline."
"Pathway186",0.287806059642519,9.68411563461539e-06,"2.771155e-06",1.65537575769231e-05,"3.820755e-06","VogtmannE_2016",0.287806059642519,0.629909835639918,"Nodiff","PWY.5173..superpathway.of.acetyl.CoA.biosynthesis"
"Pathway187",0.971476497978723,0.000123446305769231,"0.00010642",0.000115362819807692,"0.0001115275","VogtmannE_2016",0.971476497978723,0.995937972792551,"Nodiff","PWY.5177..glutaryl.CoA.degradation"
"Pathway188",0.66511150089657,2.09751184615385e-07,"0",6.34488019230769e-07,"0","VogtmannE_2016",0.66511150089657,0.923436057048363,"Nodiff","PWY.5178..toluene.degradation.IV..aerobic...via.catechol."
"Pathway19",0.55193801181607,0.000170369434615385,"0.000153109",0.000174947786153846,"0.0001780155","VogtmannE_2016",0.55193801181607,0.880638196474707,"Nodiff","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I"
"Pathway191",0.318689951592432,3.47102184615385e-07,"0",5.509495e-07,"0","VogtmannE_2016",0.318689951592432,0.647170309325668,"Nodiff","PWY.5181..toluene.degradation.III..aerobic...via.p.cresol."
"Pathway194",0.444933141326237,0.000125953578846154,"0.000115881",0.000128900025,"0.000127362","VogtmannE_2016",0.444933141326237,0.777383185126178,"Nodiff","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate."
"Pathway195",0.38189523431439,9.29418403846154e-05,"8.66726e-05",9.55507384615385e-05,"9.43714e-05","VogtmannE_2016",0.38189523431439,0.715478420914309,"Nodiff","PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine."
"Pathway196",0.729956051079613,1.53556707692308e-06,"0",3.25861913461538e-06,"0","VogtmannE_2016",0.729956051079613,0.970155264469058,"Nodiff","PWY.5198..factor.420.biosynthesis"
"Pathway20",0.853006430129482,0.000557833384615385,"0.0005324575",0.000542438307692308,"0.0005504925","VogtmannE_2016",0.853006430129482,0.995937972792551,"Nodiff","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis"
"Pathway200",0.326706554868585,7.91223076923077e-09,"0",0,"0","VogtmannE_2016",0.326706554868585,0.647170309325668,"Nodiff","PWY.5328..superpathway.of.L.methionine.salvage.and.degradation"
"Pathway201",0.0428550829148478,5.32848115384615e-05,"4.072955e-05",6.82940865384615e-05,"6.70351e-05","VogtmannE_2016",0.0428550829148478,0.344282917889396,"Nodiff","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation."
"Pathway207",0.421282390543192,3.07205634615385e-07,"0",1.09183263461538e-06,"0","VogtmannE_2016",0.421282390543192,0.754326094011394,"Nodiff","PWY.5415..catechol.degradation.I..meta.cleavage.pathway."
"Pathway208",0.623081310432998,3.80430307692308e-07,"0",5.70372826923077e-07,"0","VogtmannE_2016",0.623081310432998,0.89778199858778,"Nodiff","PWY.5417..catechol.degradation.III..ortho.cleavage.pathway."
"Pathway209",0.623081310432998,3.80430307692308e-07,"0",5.70372826923077e-07,"0","VogtmannE_2016",0.623081310432998,0.89778199858778,"Nodiff","PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate"
"Pathway21",0.39621254366102,0.000439786711538462,"0.00043325",0.000423383096153846,"0.0004246985","VogtmannE_2016",0.39621254366102,0.733464887372483,"Nodiff","CALVIN.PWY..Calvin.Benson.Bassham.cycle"
"Pathway211",0.0786504076297165,0.000124664355769231,"9.918835e-05",0.000153447769230769,"0.000126997","VogtmannE_2016",0.0786504076297165,0.425596942058446,"Nodiff","PWY.5484..glycolysis.II..from.fructose.6.phosphate."
"Pathway212",0.924896900229748,1.34948504038462e-05,"6.843245e-06",1.39764903653846e-05,"7.544925e-06","VogtmannE_2016",0.924896900229748,0.995937972792551,"Nodiff","PWY.5505..L.glutamate.and.L.glutamine.biosynthesis"
"Pathway214",0.000672074069541187,1.29834971153846e-05,"4.028105e-06",2.61319846346154e-05,"1.7526e-05","VogtmannE_2016",0.000672074069541187,0.153097519192624,"Nodiff","PWY.5509..adenosylcobalamin.biosynthesis.from.cobyrinate.a.c.diamide.I"
"Pathway217",0.174182757611328,9.61747673076923e-06,"1.25414e-06",1.71851505576923e-05,"2.799495e-06","VogtmannE_2016",0.174182757611328,0.506043975615077,"Nodiff","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation"
"Pathway22",0.83340428992052,2.92027957692308e-07,"0",4.89952442307692e-07,"0","VogtmannE_2016",0.83340428992052,0.995937972792551,"Nodiff","CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate"
"Pathway222",0.201431721303003,0.000267556730769231,"0.0002529315",0.000279448290384615,"0.0002728","VogtmannE_2016",0.201431721303003,0.522043877710283,"Nodiff","PWY.5659..GDP.mannose.biosynthesis"
"Pathway223",0.797335586675311,0.000513116134615385,"0.000515361",0.000509992980769231,"0.0005234215","VogtmannE_2016",0.797335586675311,0.995937972792551,"Nodiff","PWY.5667..CDP.diacylglycerol.biosynthesis.I"
"Pathway225",0.210759983711309,5.9577325e-05,"5.00413e-05",6.52228826923077e-05,"5.598825e-05","VogtmannE_2016",0.210759983711309,0.532897194587131,"Nodiff","PWY.5676..acetyl.CoA.fermentation.to.butanoate.II"
"Pathway227",0.196882130918949,0.000516007480769231,"0.0004936055",0.000481835365384615,"0.000484591","VogtmannE_2016",0.196882130918949,0.518901209455874,"Nodiff","PWY.5686..UMP.biosynthesis"
"Pathway228",0.772349667827056,0.000100028719423077,"9.84617e-05",0.000103465329230769,"9.72345e-05","VogtmannE_2016",0.772349667827056,0.995937972792551,"Nodiff","PWY.5690..TCA.cycle.II..plants.and.fungi."
"Pathway229",0.00369977528828924,7.36929923076923e-07,"0",3.93787594230769e-06,"4.896355e-07","VogtmannE_2016",0.00369977528828924,0.153097519192624,"Nodiff","PWY.5692..allantoin.degradation.to.glyoxylate.II"
"Pathway232",0.0392429504944504,1.16536161538462e-06,"1.73044e-07",6.02719217307692e-06,"6.868275e-07","VogtmannE_2016",0.0392429504944504,0.344282917889396,"Nodiff","PWY.5705..allantoin.degradation.to.glyoxylate.III"
"Pathway233",0.0518793531729559,2.03272152884615e-05,"3.009565e-06",2.78143479038462e-05,"6.76443e-06","VogtmannE_2016",0.0518793531729559,0.354512923781795,"Nodiff","PWY.5723..Rubisco.shunt"
"Pathway234",0.326706554868585,0,"0",7.03055769230769e-09,"0","VogtmannE_2016",0.326706554868585,0.647170309325668,"Nodiff","PWY.5724..superpathway.of.atrazine.degradation"
"Pathway235",0.976650358679359,1.09962884615385e-08,"0",3.96087692307692e-09,"0","VogtmannE_2016",0.976650358679359,0.995937972792551,"Nodiff","PWY.5742..L.arginine.degradation.IX..arginine.pyruvate.transaminase.pathway."
"Pathway236",0.992735599889681,4.46039246153846e-07,"0",4.27047980769231e-07,"0","VogtmannE_2016",0.992735599889681,0.995937972792551,"Nodiff","PWY.5747..2.methylcitrate.cycle.II"
"Pathway240",0.0620146881841642,1.36075774615385e-05,"5.103385e-06",2.37439018846154e-05,"9.47281e-06","VogtmannE_2016",0.0620146881841642,0.393603429087246,"Nodiff","PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I"
"Pathway244",0.189536952362708,5.49434334615385e-06,"1.657765e-06",9.01061869230769e-06,"2.407815e-06","VogtmannE_2016",0.189536952362708,0.51068562668229,"Nodiff","PWY.5855..ubiquinol.7.biosynthesis..prokaryotic."
"Pathway245",0.00603269079412217,3.66211519230769e-07,"0",1.43568969230769e-06,"2.074775e-07","VogtmannE_2016",0.00603269079412217,0.156347236414333,"Nodiff","PWY.5856..ubiquinol.9.biosynthesis..prokaryotic."
"Pathway246",0.189536952362708,5.49434334615385e-06,"1.657765e-06",9.01061869230769e-06,"2.407815e-06","VogtmannE_2016",0.189536952362708,0.51068562668229,"Nodiff","PWY.5857..ubiquinol.10.biosynthesis..prokaryotic."
"Pathway248",0.0620146881841642,9.8783635e-06,"3.434145e-06",1.80200111538462e-05,"6.41887e-06","VogtmannE_2016",0.0620146881841642,0.393603429087246,"Nodiff","PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis"
"Pathway25",0.97666094548863,0.000143852490384615,"0.000133627",0.000146092242307692,"0.00014074","VogtmannE_2016",0.97666094548863,0.995937972792551,"Nodiff","CITRULBIO.PWY..L.citrulline.biosynthesis"
"Pathway259",0.708417074251095,4.40845165384615e-06,"1.770665e-06",1.03017430192308e-05,"1.613635e-06","VogtmannE_2016",0.708417074251095,0.953756320744981,"Nodiff","PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate."
"Pathway26",0.832662106350533,0.000485085461538462,"0.00048234",0.000477605269230769,"0.0004871235","VogtmannE_2016",0.832662106350533,0.995937972792551,"Nodiff","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian."
"Pathway262",0.102359304398089,5.79296813461538e-06,"2.18019e-06",1.26183294038462e-05,"4.26674e-06","VogtmannE_2016",0.102359304398089,0.460888414953296,"Nodiff","PWY.5920..superpathway.of.heme.biosynthesis.from.glycine"
"Pathway264",0.945576707741572,0.000216413990192308,"0.0002089295",0.000211778940384615,"0.000228177","VogtmannE_2016",0.945576707741572,0.995937972792551,"Nodiff","PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants."
"Pathway266",0.987032579925057,0.000193671853846154,"0.0001926285",0.000197711517307692,"0.000185019","VogtmannE_2016",0.987032579925057,0.995937972792551,"Nodiff","PWY.5989..stearate.biosynthesis.II..bacteria.and.plants."
"Pathway272",0.863216271593433,0.000168996231153846,"0.0001782075",0.000170303148846154,"0.000181039","VogtmannE_2016",0.863216271593433,0.995937972792551,"Nodiff","PWY.6113..superpathway.of.mycolate.biosynthesis"
"Pathway273",0.930062646609105,0.000519321403846154,"0.000512255",0.000510215307692308,"0.000513181","VogtmannE_2016",0.930062646609105,0.995937972792551,"Nodiff","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I"
"Pathway274",0.919734318690262,0.000542989615384615,"0.000525935",0.000527942923076923,"0.0005169185","VogtmannE_2016",0.919734318690262,0.995937972792551,"Nodiff","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II"
"Pathway278",0.0337842470155895,0.000224609309615385,"0.00020889",0.000248880730769231,"0.000239965","VogtmannE_2016",0.0337842470155895,0.338932284575753,"Nodiff","PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II"
"Pathway28",0.623539908987011,0.000257882653846154,"0.0002483365",0.000251569109615385,"0.0002684125","VogtmannE_2016",0.623539908987011,0.89778199858778,"Nodiff","COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I"
"Pathway282",0.992215798448122,2.52093076923077e-08,"0",1.17580961538462e-08,"0","VogtmannE_2016",0.992215798448122,0.995937972792551,"Nodiff","PWY.6145..superpathway.of.sialic.acids.and.CMP.sialic.acids.biosynthesis"
"Pathway284",0.444933141326237,0.000454195884615385,"0.0004454165",0.000432831846153846,"0.00044842","VogtmannE_2016",0.444933141326237,0.777383185126178,"Nodiff","PWY.6151..S.adenosyl.L.methionine.cycle.I"
"Pathway285",0.863216271593433,0.000492379288461538,"0.000486278",0.000486576,"0.000502858","VogtmannE_2016",0.863216271593433,0.995937972792551,"Nodiff","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate"
"Pathway287",0.513260583520348,2.65736732692308e-06,"0",5.92450667307692e-06,"0","VogtmannE_2016",0.513260583520348,0.858193771370044,"Nodiff","PWY.6167..flavin.biosynthesis.II..archaea."
"Pathway289",0.966103816330604,6.10619730769231e-07,"0",1.05172776923077e-06,"0","VogtmannE_2016",0.966103816330604,0.995937972792551,"Nodiff","PWY.6174..mevalonate.pathway.II..archaea."
"Pathway29",0.945576707741572,7.73947946153846e-05,"7.628495e-05",7.92522092307692e-05,"7.124495e-05","VogtmannE_2016",0.945576707741572,0.995937972792551,"Nodiff","COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis"
"Pathway290",0.576057682826887,3.79957384615385e-07,"0",5.41884788461538e-07,"0","VogtmannE_2016",0.576057682826887,0.881642936655822,"Nodiff","PWY.6182..superpathway.of.salicylate.degradation"
"Pathway292",0.587233718305251,0.000173016957692308,"0.000154453",0.000181989423076923,"0.000164131","VogtmannE_2016",0.587233718305251,0.88655187569385,"Nodiff","PWY.621..sucrose.degradation.III..sucrose.invertase."
"Pathway293",0.982513917431009,1.67692442307692e-07,"0",2.76603596153846e-07,"0","VogtmannE_2016",0.982513917431009,0.995937972792551,"Nodiff","PWY.6215..4.chlorobenzoate.degradation"
"Pathway295",0.0154112316556456,4.7763145e-06,"3.080955e-06",8.97730034615385e-06,"6.43167e-06","VogtmannE_2016",0.0154112316556456,0.239644652245289,"Nodiff","PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II"
"Pathway297",0.0712188802708483,0.000125582688461538,"0.00010783",0.000149007840384615,"0.0001418555","VogtmannE_2016",0.0712188802708483,0.417907014419506,"Nodiff","PWY.6270..isoprene.biosynthesis.I"
"Pathway298",0.919734318690262,0.000542989615384615,"0.000525935",0.000527942923076923,"0.0005169185","VogtmannE_2016",0.919734318690262,0.995937972792551,"Nodiff","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis"
"Pathway299",0.992219328727779,0.000204583608461538,"0.000188497",0.000201328930769231,"0.000195102","VogtmannE_2016",0.992219328727779,0.995937972792551,"Nodiff","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate."
"Pathway30",0.689286907915336,0.000477757807692308,"0.000464148",0.000463218,"0.000471915","VogtmannE_2016",0.689286907915336,0.9426176791065,"Nodiff","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis"
"Pathway300",0.422034534913127,9.82664017307692e-05,"0.0001038245",0.000107294986538462,"0.0001158955","VogtmannE_2016",0.422034534913127,0.754326094011394,"Nodiff","PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli."
