"Pathway","Pvalue","Ctlmean","Ctlmedian","CRCmean","CRCmedian","Study","pvalue","adj.fdr.p","Enrichment","Origin"
"Pathway144",0.0820040326206773,5.40370203571429e-06,"3.067725e-07",6.60031209375e-06,"9.671075e-07","ThomasAM_2018b",0.0820040326206773,0.486664008663966,"Nodiff","PWY.2723..trehalose.degradation.V"
"Pathway146",0.581051058863701,0.000540900857142857,"0.000540853",0.00052168328125,"0.000523811","ThomasAM_2018b",0.581051058863701,0.761588210596475,"Nodiff","PWY.2942..L.lysine.biosynthesis.III"
"Pathway147",0.561017279648433,0.000358600428571429,"0.000357663",0.00036790709375,"0.0003807915","ThomasAM_2018b",0.561017279648433,0.751654219334794,"Nodiff","PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I"
"Pathway148",0.300371377863526,6.06853571428571e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.3502..superpathway.of.NAD.biosynthesis.in.eukaryotes"
"Pathway149",0.367053313162153,0,"0",1.182471875e-08,"0","ThomasAM_2018b",0.367053313162153,0.603016157337823,"Nodiff","PWY.3661..glycine.betaine.degradation.I"
"Pathway150",0.475915536583486,3.51127428571429e-07,"0",9.7791775e-07,"0","ThomasAM_2018b",0.475915536583486,0.713873304875229,"Nodiff","PWY.3781..aerobic.respiration.I..cytochrome.c."
"Pathway16",0.405256154087556,0.000649984642857143,"0.000659194",0.000633737375,"0.0006402255","ThomasAM_2018b",0.405256154087556,0.635515332546395,"Nodiff","ARO.PWY..chorismate.biosynthesis.I"
"Pathway163",0.821267905475271,2.59125714285714e-07,"0",3.06705625e-07,"0","ThomasAM_2018b",0.821267905475271,0.973464279128322,"Nodiff","PWY.5004..superpathway.of.L.citrulline.metabolism"
"Pathway168",0.133408778285585,4.91903214285714e-07,"0",0,"0","ThomasAM_2018b",0.133408778285585,0.526011754383164,"Nodiff","PWY.5044..purine.nucleotides.degradation.I..plants."
"Pathway169",0.300371377863526,9.46778571428571e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.5067..glycogen.biosynthesis.II..from.UDP.D.Glucose."
"Pathway175",0.643042543390784,0.000609615928571429,"0.0005972195",0.000594610625,"0.000605505","ThomasAM_2018b",0.643042543390784,0.806726099890256,"Nodiff","PWY.5097..L.lysine.biosynthesis.VI"
"Pathway176",0.448215850446342,0.000215717242857143,"0.0002063695",0.0002361643125,"0.0001999415","ThomasAM_2018b",0.448215850446342,0.679711949028519,"Nodiff","PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II"
"Pathway178",0.448215850446342,0.00044573825,"0.0004518695",0.0004601421875,"0.000464532","ThomasAM_2018b",0.448215850446342,0.679711949028519,"Nodiff","PWY.5103..L.isoleucine.biosynthesis.III"
"Pathway179",0.171737568097456,0.000164872625,"0.0001439595",0.0002063435125,"0.00020343","ThomasAM_2018b",0.171737568097456,0.538327923963203,"Nodiff","PWY.5104..L.isoleucine.biosynthesis.IV"
"Pathway18",0.050856983005437,2.59958548571429e-06,"3.84963e-08",3.10821853125e-06,"6.35519e-07","ThomasAM_2018b",0.050856983005437,0.438641478421894,"Nodiff","AST.PWY..L.arginine.degradation.II..AST.pathway."
"Pathway186",0.0134070313050173,3.84989057142857e-06,"7.912425e-07",4.0948103125e-06,"2.151635e-06","ThomasAM_2018b",0.0134070313050173,0.308361720015398,"Nodiff","PWY.5173..superpathway.of.acetyl.CoA.biosynthesis"
"Pathway198",0.300371377863526,1.112425e-06,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.5304..superpathway.of.sulfur.oxidation..Acidianus.ambivalens."
"Pathway20",0.531598799021451,0.000493556214285714,"0.0004956665",0.00050553553125,"0.0005117345","ThomasAM_2018b",0.531598799021451,0.751654219334794,"Nodiff","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis"
"Pathway204",0.300371377863526,2.16850357142857e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.5381..pyridine.nucleotide.cycling..plants."
"Pathway208",0.190122358664165,0,"0",1.8557721875e-07,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","PWY.5417..catechol.degradation.III..ortho.cleavage.pathway."
"Pathway209",0.190122358664165,0,"0",1.8557721875e-07,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate"
"Pathway21",0.831137777159434,0.000474075714285714,"0.000487211",0.00048397390625,"0.000487471","ThomasAM_2018b",0.831137777159434,0.973464279128322,"Nodiff","CALVIN.PWY..Calvin.Benson.Bassham.cycle"
"Pathway215",0.300371377863526,3.09279285714286e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.5514..UDP.N.acetyl.D.galactosamine.biosynthesis.II"
"Pathway219",0.300371377863526,3.03815e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.5651..L.tryptophan.degradation.to.2.amino.3.carboxymuconate.semialdehyde"
"Pathway22",0.190122358664165,0,"0",1.94488125e-07,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate"
"Pathway223",0.291724114971416,0.000599363571428571,"0.0006190335",0.00056641009375,"0.000561956","ThomasAM_2018b",0.291724114971416,0.538327923963203,"Nodiff","PWY.5667..CDP.diacylglycerol.biosynthesis.I"
"Pathway227",0.71856065357546,0.000749594,"0.000751899",0.000761079875,"0.0007621245","ThomasAM_2018b",0.71856065357546,0.877534249499234,"Nodiff","PWY.5686..UMP.biosynthesis"
"Pathway238",0.229831670071843,9.59692914285714e-06,"3.55001e-06",9.6117006875e-06,"3.922905e-06","ThomasAM_2018b",0.229831670071843,0.538327923963203,"Nodiff","PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants."
"Pathway239",0.229831670071843,9.59692914285714e-06,"3.55001e-06",9.6117006875e-06,"3.922905e-06","ThomasAM_2018b",0.229831670071843,0.538327923963203,"Nodiff","PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I"
"Pathway244",0.0393137027968839,3.89104792857143e-06,"8.323485e-07",6.23248796875e-06,"2.081675e-06","ThomasAM_2018b",0.0393137027968839,0.387520784712141,"Nodiff","PWY.5855..ubiquinol.7.biosynthesis..prokaryotic."
"Pathway245",0.0393137027968839,3.89104792857143e-06,"8.323485e-07",6.23248796875e-06,"2.081675e-06","ThomasAM_2018b",0.0393137027968839,0.387520784712141,"Nodiff","PWY.5856..ubiquinol.9.biosynthesis..prokaryotic."
"Pathway246",0.0393137027968839,3.89104792857143e-06,"8.323485e-07",6.23248796875e-06,"2.081675e-06","ThomasAM_2018b",0.0393137027968839,0.387520784712141,"Nodiff","PWY.5857..ubiquinol.10.biosynthesis..prokaryotic."
"Pathway250",0.165592741829762,8.87503714285714e-06,"3.499935e-06",9.23557771875e-06,"4.19938e-06","ThomasAM_2018b",0.165592741829762,0.538327923963203,"Nodiff","PWY.5863..superpathway.of.phylloquinol.biosynthesis"
"Pathway26",0.561017279648433,0.000577314357142857,"0.0005883875",0.00056934,"0.0005738145","ThomasAM_2018b",0.561017279648433,0.751654219334794,"Nodiff","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian."
"Pathway262",0.12969486582683,1.78882110714286e-06,"0",3.21356671875e-06,"1.45014e-06","ThomasAM_2018b",0.12969486582683,0.526011754383164,"Nodiff","PWY.5920..superpathway.of.heme.biosynthesis.from.glycine"
"Pathway269",0.300371377863526,3.67803571428571e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.6074..zymosterol.biosynthesis"
"Pathway273",0.512423777938978,0.000606832857142857,"0.0006105525",0.00062477209375,"0.0006461","ThomasAM_2018b",0.512423777938978,0.736609180787281,"Nodiff","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I"
"Pathway274",0.319709224533912,0.000618426964285714,"0.0006245205",0.00064869578125,"0.0006663635","ThomasAM_2018b",0.319709224533912,0.551498412320998,"Nodiff","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II"
"Pathway284",0.111619732071306,0.000668405642857143,"0.0006765495",0.00062885828125,"0.000635852","ThomasAM_2018b",0.111619732071306,0.496887839543233,"Nodiff","PWY.6151..S.adenosyl.L.methionine.cycle.I"
"Pathway285",0.632523206984438,0.000659870607142857,"0.000670485",0.00064939103125,"0.0006528415","ThomasAM_2018b",0.632523206984438,0.800809197833509,"Nodiff","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate"
"Pathway291",0.190122358664165,0,"0",1.6748553125e-07,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","PWY.6185..4.methylcatechol.degradation..ortho.cleavage."
"Pathway296",0.190122358664165,0,"0",5.199084375e-08,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","PWY.6269..adenosylcobalamin.salvage.from.cobinamide.II"
"Pathway298",0.319709224533912,0.000618426964285714,"0.0006245205",0.00064869578125,"0.0006663635","ThomasAM_2018b",0.319709224533912,0.551498412320998,"Nodiff","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis"
"Pathway3",0.883779307333167,2.26761214285714e-07,"0",6.43794375e-08,"0","ThomasAM_2018b",0.883779307333167,0.973464279128322,"Nodiff","X7ALPHADEHYDROX.PWY..cholate.degradation..bacteria..anaerobic."
"Pathway30",0.388775041834863,0.00062485675,"0.000631727",0.00060539896875,"0.000616482","ThomasAM_2018b",0.388775041834863,0.623848322944315,"Nodiff","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis"
"Pathway304",0.300371377863526,7.43935714285714e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.6309..L.tryptophan.degradation.XI..mammalian..via.kynurenine."
"Pathway306",0.570992976058637,0.000406519464285714,"0.0004020655",0.000391605375,"0.0003947165","ThomasAM_2018b",0.570992976058637,0.757663756693191,"Nodiff","PWY.6317..galactose.degradation.I..Leloir.pathway."
"Pathway311",0.12950575826638,0.000383779678571429,"0.0003829975",0.00034874696875,"0.000345948","ThomasAM_2018b",0.12950575826638,0.526011754383164,"Nodiff","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria."
"Pathway312",0.87728757335231,0.000700690607142857,"0.000705389",0.000691157125,"0.000717493","ThomasAM_2018b",0.87728757335231,0.973464279128322,"Nodiff","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing."
"Pathway313",0.994133726739796,0.00068555775,"0.0006889025",0.0006822138125,"0.0007087295","ThomasAM_2018b",0.994133726739796,1,"Nodiff","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing."
"Pathway315",0.012428442330499,1.12593932142857e-06,"0",3.11645809375e-06,"1.19728e-06","ThomasAM_2018b",0.012428442330499,0.308361720015398,"Nodiff","PWY.6415..L.ascorbate.biosynthesis.V"
"Pathway324",0.298563482312415,0.000333860428571429,"0.0003223505",0.000317872625,"0.0002951955","ThomasAM_2018b",0.298563482312415,0.538327923963203,"Nodiff","PWY.6527..stachyose.degradation"
"Pathway332",0.133408778285585,3.40940392857143e-07,"0",0,"0","ThomasAM_2018b",0.133408778285585,0.526011754383164,"Nodiff","PWY.6596..adenosine.nucleotides.degradation.I"
"Pathway336",0.831137777159434,0.000281917107142857,"0.000287849",0.00028431703125,"0.0002839315","ThomasAM_2018b",0.831137777159434,0.973464279128322,"Nodiff","PWY.6609..adenine.and.adenosine.salvage.III"
"Pathway346",0.298563482312415,0.000425235214285714,"0.000409335",0.00040629109375,"0.0003706915","ThomasAM_2018b",0.298563482312415,0.538327923963203,"Nodiff","PWY.6700..queuosine.biosynthesis"
"Pathway347",0.551125422198895,0.000296767214285714,"0.0003080055",0.0002933226875,"0.0002764595","ThomasAM_2018b",0.551125422198895,0.751654219334794,"Nodiff","PWY.6703..preQ0.biosynthesis"
"Pathway348",0.0393137027968839,3.89104792857143e-06,"8.323485e-07",6.23248796875e-06,"2.081675e-06","ThomasAM_2018b",0.0393137027968839,0.387520784712141,"Nodiff","PWY.6708..ubiquinol.8.biosynthesis..prokaryotic."
"Pathway349",0.584988045820481,2.51220357142857e-06,"0",2.58190925e-06,"6.00147e-07","ThomasAM_2018b",0.584988045820481,0.761588210596475,"Nodiff","PWY.6731..starch.degradation.III"
"Pathway350",0.0545694104683568,0.000826628071428571,"0.0008520725",0.00076930975,"0.000792469","ThomasAM_2018b",0.0545694104683568,0.440462457427596,"Nodiff","PWY.6737..starch.degradation.V"
"Pathway352",0.924085656273987,1.91665357142857e-08,"0",1.008634375e-08,"0","ThomasAM_2018b",0.924085656273987,0.973464279128322,"Nodiff","PWY.6785..hydrogen.production.VIII"
"Pathway354",0.0574516248818603,1.94314414285714e-06,"0",2.42319271875e-06,"6.903575e-07","ThomasAM_2018b",0.0574516248818603,0.440462457427596,"Nodiff","PWY.6823..molybdenum.cofactor.biosynthesis"
"Pathway356",0.961999755373719,3.99092857142857e-09,"0",6.33365625e-09,"0","ThomasAM_2018b",0.961999755373719,0.998165159711077,"Nodiff","PWY.6837..fatty.acid.beta.oxidation.V..unsaturated..odd.number..di.isomerase.dependent."
"Pathway358",0.680390335586726,1.42127142857143e-06,"0",1.3896796875e-07,"0","ThomasAM_2018b",0.680390335586726,0.8458906874862,"Nodiff","PWY.6876..isopropanol.biosynthesis"
"Pathway36",0.900527629425639,0.000395257071428571,"0.000392573",0.0003905413125,"0.000376685","ThomasAM_2018b",0.900527629425639,0.973464279128322,"Nodiff","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I"
"Pathway37",0.0264706988558336,2.99775164285714e-06,"0",3.7470689375e-06,"1.30715e-06","ThomasAM_2018b",0.0264706988558336,0.387520784712141,"Nodiff","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis"
"Pathway373",0.15038185904095,1.16654464285714e-07,"0",1.12394753125e-06,"0","ThomasAM_2018b",0.15038185904095,0.538327923963203,"Nodiff","PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule"
"Pathway378",0.87728757335231,0.000769049,"0.0007663705",0.00076565403125,"0.0007954625","ThomasAM_2018b",0.87728757335231,0.973464279128322,"Nodiff","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered."
"Pathway381",0.300371377863526,1.18643571428571e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7118..chitin.degradation.to.ethanol"
"Pathway396",1,0.00104345364285714,"0.00104397",0.001045542125,"0.00106925","ThomasAM_2018b",1,1,"Nodiff","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis"
"Pathway398",0.98240242941989,0.000690116321428571,"0.000694444",0.00068894071875,"0.0007005475","ThomasAM_2018b",0.98240242941989,1,"Nodiff","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis"
"Pathway4",0.0124473116591719,3.57385e-07,"0",9.7438890625e-07,"4.72275e-08","ThomasAM_2018b",0.0124473116591719,0.308361720015398,"Nodiff","AEROBACTINSYN.PWY..aerobactin.biosynthesis"
"Pathway407",0.319709224533912,0.000448392642857143,"0.000450981",0.00046040425,"0.0004705795","ThomasAM_2018b",0.319709224533912,0.551498412320998,"Nodiff","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II"
"Pathway412",0.0726525113633668,6.75814292857143e-06,"1.2271055e-06",8.53882559375e-06,"1.937835e-06","ThomasAM_2018b",0.0726525113633668,0.486664008663966,"Nodiff","PWY.7269..NAD.NADP.NADH.NADPH.mitochondrial.interconversion..yeast."
"Pathway414",0.552292542269822,1.63652964285714e-07,"0",5.7320740625e-07,"0","ThomasAM_2018b",0.552292542269822,0.751654219334794,"Nodiff","PWY.7279..aerobic.respiration.II..cytochrome.c...yeast."
"Pathway416",0.300371377863526,4.55603571428571e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7283..wybutosine.biosynthesis"
"Pathway418",0.300371377863526,1.38151071428571e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7288..fatty.acid..beta..oxidation..peroxisome..yeast."
"Pathway420",0.367053313162153,0,"0",8.00715625e-08,"0","ThomasAM_2018b",0.367053313162153,0.603016157337823,"Nodiff","PWY.7294..xylose.degradation.IV"
"Pathway426",0.43073410644426,0.000338651035714286,"0.0003416995",0.00032380809375,"0.000319432","ThomasAM_2018b",0.43073410644426,0.667879850441662,"Nodiff","PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast."
"Pathway428",0.300371377863526,6.76585714285714e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7373..superpathway.of.demethylmenaquinol.6.biosynthesis.II"
"Pathway431",0.890350745919443,3.54588464285714e-07,"0",1.7523603125e-07,"0","ThomasAM_2018b",0.890350745919443,0.973464279128322,"Nodiff","PWY.7384..anaerobic.energy.metabolism..invertebrates..mitochondrial."
"Pathway432",0.300371377863526,2.77094285714286e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7385..1.3.propanediol.biosynthesis..engineered."
"Pathway434",0.890350745919443,5.07434571428571e-07,"0",2.9245725e-07,"0","ThomasAM_2018b",0.890350745919443,0.973464279128322,"Nodiff","PWY.7389..superpathway.of.anaerobic.energy.metabolism..invertebrates."
"Pathway439",0.109488906451701,4.52135103571429e-06,"1.78236e-07",4.31462775e-06,"1.0517745e-06","ThomasAM_2018b",0.109488906451701,0.496887839543233,"Nodiff","PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast."
"Pathway440",0.300371377863526,1.35746428571429e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7411..superpathway.of.phosphatidate.biosynthesis..yeast."
"Pathway441",0.300371377863526,4.59525e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7420..monoacylglycerol.metabolism..yeast."
"Pathway448",0.300371377863526,2.349575e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY.7546..diphthamide.biosynthesis..eukaryotes."
"Pathway461",0.0942054171425889,4.40489271428571e-06,"1.277925e-06",5.92672125e-06,"2.109155e-06","ThomasAM_2018b",0.0942054171425889,0.486664008663966,"Nodiff","PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis"
"Pathway464",0.388775041834863,0.000456328785714286,"0.0004568365",0.00043834259375,"0.0004315085","ThomasAM_2018b",0.388775041834863,0.623848322944315,"Nodiff","PWY0.1296..purine.ribonucleosides.degradation"
"Pathway467",0.291724114971416,0.000599452928571429,"0.0006190495",0.000566476,"0.000561956","ThomasAM_2018b",0.291724114971416,0.538327923963203,"Nodiff","PWY0.1319..CDP.diacylglycerol.biosynthesis.II"
"Pathway468",0.10558227677245,2.30870503571429e-06,"1.03192e-07",2.244940075e-06,"7.30864e-07","ThomasAM_2018b",0.10558227677245,0.496887839543233,"Nodiff","PWY0.1338..polymyxin.resistance"
"Pathway471",0.087439993002633,3.10855539285714e-06,"3.510305e-07",3.76546390625e-06,"8.04148e-07","ThomasAM_2018b",0.087439993002633,0.486664008663966,"Nodiff","PWY0.1533..methylphosphonate.degradation.I"
"Pathway48",0.0824956698915173,1.85944135714286e-06,"4.70905e-07",3.33191146875e-06,"1.46449e-06","ThomasAM_2018b",0.0824956698915173,0.486664008663966,"Nodiff","GALACTARDEG.PWY..D.galactarate.degradation.I"
"Pathway482",0.548696171807715,1.39493521428571e-07,"0",6.3693796875e-08,"0","ThomasAM_2018b",0.548696171807715,0.751654219334794,"Nodiff","PWY1F.823..leucopelargonidin.and.leucocyanidin.biosynthesis"
"Pathway483",0.190122358664165,0,"0",1.4963e-08,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","PWY1G.0..mycothiol.biosynthesis"
"Pathway486",0.68955011215046,3.28509392857143e-07,"0",3.3597615625e-07,"0","ThomasAM_2018b",0.68955011215046,0.849624245328245,"Nodiff","PWY3O.19..ubiquinol.6.biosynthesis.from.4.hydroxybenzoate..eukaryotic."
"Pathway487",0.300371377863526,1.22757857142857e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY3O.355..stearate.biosynthesis.III..fungi."
"Pathway492",0.190122358664165,0,"0",3.360278125e-08,"0","ThomasAM_2018b",0.190122358664165,0.538327923963203,"Nodiff","PWY66.367..ketogenesis"
"Pathway494",0.300371377863526,3.57603571428571e-09,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY66.375..leukotriene.biosynthesis"
"Pathway496",0.276915511451821,4.74517860714286e-07,"0",1.17342453125e-06,"0","ThomasAM_2018b",0.276915511451821,0.538327923963203,"Nodiff","PWY66.389..phytol.degradation"
"Pathway497",0.300371377863526,2.694975e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","PWY66.391..fatty.acid..beta..oxidation.VI..peroxisome."
"Pathway5",0.552292542269822,1.28675428571429e-06,"0",2.4615253125e-06,"0","ThomasAM_2018b",0.552292542269822,0.751654219334794,"Nodiff","ALL.CHORISMATE.PWY..superpathway.of.chorismate.metabolism"
"Pathway502",0.591190028922185,0.000406818357142857,"0.0004020655",0.00039237390625,"0.0003947165","ThomasAM_2018b",0.591190028922185,0.762469383095902,"Nodiff","PWY66.422..D.galactose.degradation.V..Leloir.pathway."
"Pathway508",0.0301347256198106,6.25263542857143e-06,"3.10566e-06",1.216046246875e-05,"7.274025e-06","ThomasAM_2018b",0.0301347256198106,0.387520784712141,"Nodiff","REDCITCYC..TCA.cycle.VIII..helicobacter."
"Pathway513",0.364820450727469,0.000291395885714286,"0.000303377",0.0002851068125,"0.0002703255","ThomasAM_2018b",0.364820450727469,0.603016157337823,"Nodiff","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I"
"Pathway517",0.0289181290606386,9.20434282142857e-06,"1.52737e-06",1.32547801875e-05,"5.010135e-06","ThomasAM_2018b",0.0289181290606386,0.387520784712141,"Nodiff","TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA"
"Pathway519",0.0887724108883284,4.06413142857143e-07,"0",6.258605e-07,"1.54399e-07","ThomasAM_2018b",0.0887724108883284,0.486664008663966,"Nodiff","TEICHOICACID.PWY..teichoic.acid..poly.glycerol..biosynthesis"
"Pathway525",0.00489055579641618,0.000469885821428571,"0.000471417",0.0005311569375,"0.0005361675","ThomasAM_2018b",0.00489055579641618,0.308361720015398,"Nodiff","TRNA.CHARGING.PWY..tRNA.charging"
"Pathway526",0.912180490796442,0.000248367857142857,"0.0002336505",0.00025126371875,"0.0002544915","ThomasAM_2018b",0.912180490796442,0.973464279128322,"Nodiff","TRPSYN.PWY..L.tryptophan.biosynthesis"
"Pathway528",0.0665754811769798,3.596242e-06,"3.222505e-07",4.99955290625e-06,"1.3734e-06","ThomasAM_2018b",0.0665754811769798,0.483548231706485,"Nodiff","UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic."
"Pathway529",0.300371377863526,2.40884285714286e-08,"0",0,"0","ThomasAM_2018b",0.300371377863526,0.538327923963203,"Nodiff","UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II"
"Pathway53",0.0967354183253459,1.85418021428571e-06,"4.77083e-07",3.35188225e-06,"1.24154e-06","ThomasAM_2018b",0.0967354183253459,0.486664008663966,"Nodiff","GLUCARDEG.PWY..D.glucarate.degradation.I"
"Pathway531",0.00986809170247723,0.652522821428571,"0.655008",0.6211465,"0.6210645","ThomasAM_2018b",0.00986809170247723,0.308361720015398,"Nodiff","UNINTEGRATED"
"Pathway532",0.0103199326313344,0.304301964285714,"0.2997505",0.3346449375,"0.338227","ThomasAM_2018b",0.0103199326313344,0.308361720015398,"Nodiff","UNMAPPED"
"Pathway536",0.87728757335231,0.000769049,"0.0007663705",0.00076565403125,"0.0007954625","ThomasAM_2018b",0.87728757335231,0.973464279128322,"Nodiff","VALSYN.PWY..L.valine.biosynthesis"
"Pathway54",0.0824956698915173,1.85944135714286e-06,"4.70905e-07",3.33191146875e-06,"1.46449e-06","ThomasAM_2018b",0.0824956698915173,0.486664008663966,"Nodiff","GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation"
"Pathway6",0.614467612285976,6.85522857142857e-08,"0",1.0728278125e-07,"0","ThomasAM_2018b",0.614467612285976,0.785153060143192,"Nodiff","ALLANTOINDEG.PWY..superpathway.of.allantoin.degradation.in.yeast"
"Pathway73",0.87728757335231,0.000263216928571429,"0.0002580425",0.000263918625,"0.0002678245","ThomasAM_2018b",0.87728757335231,0.973464279128322,"Nodiff","HISTSYN.PWY..L.histidine.biosynthesis"
"Pathway77",0.87728757335231,0.000769049,"0.0007663705",0.00076565403125,"0.0007954625","ThomasAM_2018b",0.87728757335231,0.973464279128322,"Nodiff","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine."
