"rowname","MeanDecreaseGini","Rank","StudyModel","BaseModel"
"Clostridium_bartlettii",0.747149825102113,32,"PRJDB4176","PRJEB27928"
"Clostridium_clostridioforme",1.20919820152548,18,"ZellerG_2014","PRJEB27928"
"Parvimonas_unclassified",2.36986780065838,3,"ZellerG_2014","PRJEB27928"
"Anaerotruncus_unclassified",3.85740850333965,1,"ZellerG_2014","PRJEB27928"
"Parvimonas_micra",1.63244516960168,11,"ZellerG_2014","PRJEB27928"
"Solobacterium_moorei",2.80370286752832,2,"ZellerG_2014","PRJEB27928"
"Peptostreptococcus_stomatis",1.4400345263588,13,"ZellerG_2014","PRJEB27928"
"Gemella_morbillorum",0.99655924940905,24,"ZellerG_2014","PRJEB27928"
"Ruminococcus_albus",1.88821427905147,6,"ZellerG_2014","PRJEB27928"
"Clostridium_symbiosum",1.42415943323937,14,"ZellerG_2014","PRJEB27928"
"Porphyromonas_asaccharolytica",1.11607256641152,22,"ZellerG_2014","PRJEB27928"
"Ruminococcus_torques",1.7657292525784,9,"ZellerG_2014","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.78769398099831,8,"ZellerG_2014","PRJEB27928"
"Fusobacterium_nucleatum",1.27706291686054,17,"ZellerG_2014","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.939544812753276,25,"ZellerG_2014","PRJEB27928"
"Clostridium_hathewayi",2.26730758508864,4,"ZellerG_2014","PRJEB27928"
"Rothia_dentocariosa",0.840096461907013,28,"ZellerG_2014","PRJEB27928"
"Subdoligranulum_variabile",1.66245823004436,10,"ZellerG_2014","PRJEB27928"
"Butyrivibrio_unclassified",0.545206611215385,39,"ZellerG_2014","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.590573644166084,38,"ZellerG_2014","PRJEB27928"
"Deinococcus_unclassified",0.492036226419801,41,"ZellerG_2014","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.99748730568479,5,"ZellerG_2014","PRJEB27928"
"Peptostreptococcus_unclassified",0.906229870011099,26,"ZellerG_2014","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.49052230114403,12,"ZellerG_2014","PRJEB27928"
"Clostridium_scindens",1.31686378347436,16,"ZellerG_2014","PRJEB27928"
"Mitsuokella_unclassified",0.511423058132668,40,"ZellerG_2014","PRJEB27928"
"Butyricimonas_synergistica",0.480730189129529,42,"ZellerG_2014","PRJEB27928"
"Oxalobacter_formigenes",0.868554282340839,27,"ZellerG_2014","PRJEB27928"
"Campylobacter_ureolyticus",0.255504759132981,50,"ZellerG_2014","PRJEB27928"
"Granulicatella_adiacens",1.14166752133998,21,"ZellerG_2014","PRJEB27928"
"Bacteroides_nordii",0.785408342221025,29,"ZellerG_2014","PRJEB27928"
"Porphyromonas_uenonis",0.638191459773876,37,"ZellerG_2014","PRJEB27928"
"Clostridium_bolteae",1.86147123035211,7,"ZellerG_2014","PRJEB27928"
"Eubacterium_infirmum",0.451809924908063,43,"ZellerG_2014","PRJEB27928"
"Bacteroides_ovatus",1.10124226301195,23,"ZellerG_2014","PRJEB27928"
"Clostridium_citroniae",1.38557974850994,15,"ZellerG_2014","PRJEB27928"
"Blautia_hydrogenotrophica",0.448701475678151,44,"ZellerG_2014","PRJEB27928"
"Streptococcus_anginosus",1.18091965963918,20,"ZellerG_2014","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.377873369420799,47,"ZellerG_2014","PRJEB27928"
"Porphyromonas_somerae",0.438647423630171,45,"ZellerG_2014","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.397729083671279,46,"ZellerG_2014","PRJEB27928"
"Streptococcus_cristatus",0.272684389552791,49,"ZellerG_2014","PRJEB27928"
"Megasphaera_unclassified",0.666313197034087,36,"ZellerG_2014","PRJEB27928"
"Scardovia_wiggsiae",0.358752946769673,48,"ZellerG_2014","PRJEB27928"
"Eggerthella_lenta",0.668407847188033,35,"ZellerG_2014","PRJEB27928"
"Bacteroides_coprocola",0.675300599737881,34,"ZellerG_2014","PRJEB27928"
"Coprobacillus_unclassified",0.768823698711436,31,"ZellerG_2014","PRJEB27928"
"Gemella_sanguinis",0.770193355174708,30,"ZellerG_2014","PRJEB27928"
"Faecalibacterium_prausnitzii",1.19161256286194,19,"ZellerG_2014","PRJEB27928"
"Olsenella_unclassified",0.704637199452274,33,"ZellerG_2014","PRJEB27928"
"Clostridium_bartlettii",0.747149825102113,32,"ZellerG_2014","PRJEB27928"
"Clostridium_clostridioforme",1.20919820152548,18,"YuJ_2015","PRJEB27928"
"Parvimonas_unclassified",2.36986780065838,3,"YuJ_2015","PRJEB27928"
"Anaerotruncus_unclassified",3.85740850333965,1,"YuJ_2015","PRJEB27928"
"Parvimonas_micra",1.63244516960168,11,"YuJ_2015","PRJEB27928"
"Solobacterium_moorei",2.80370286752832,2,"YuJ_2015","PRJEB27928"
"Peptostreptococcus_stomatis",1.4400345263588,13,"YuJ_2015","PRJEB27928"
"Gemella_morbillorum",0.99655924940905,24,"YuJ_2015","PRJEB27928"
"Ruminococcus_albus",1.88821427905147,6,"YuJ_2015","PRJEB27928"
"Clostridium_symbiosum",1.42415943323937,14,"YuJ_2015","PRJEB27928"
"Porphyromonas_asaccharolytica",1.11607256641152,22,"YuJ_2015","PRJEB27928"
"Ruminococcus_torques",1.7657292525784,9,"YuJ_2015","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.78769398099831,8,"YuJ_2015","PRJEB27928"
"Fusobacterium_nucleatum",1.27706291686054,17,"YuJ_2015","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.939544812753276,25,"YuJ_2015","PRJEB27928"
"Clostridium_hathewayi",2.26730758508864,4,"YuJ_2015","PRJEB27928"
"Rothia_dentocariosa",0.840096461907013,28,"YuJ_2015","PRJEB27928"
"Subdoligranulum_variabile",1.66245823004436,10,"YuJ_2015","PRJEB27928"
"Butyrivibrio_unclassified",0.545206611215385,39,"YuJ_2015","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.590573644166084,38,"YuJ_2015","PRJEB27928"
"Deinococcus_unclassified",0.492036226419801,41,"YuJ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.99748730568479,5,"YuJ_2015","PRJEB27928"
"Peptostreptococcus_unclassified",0.906229870011099,26,"YuJ_2015","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.49052230114403,12,"YuJ_2015","PRJEB27928"
"Clostridium_scindens",1.31686378347436,16,"YuJ_2015","PRJEB27928"
"Mitsuokella_unclassified",0.511423058132668,40,"YuJ_2015","PRJEB27928"
"Butyricimonas_synergistica",0.480730189129529,42,"YuJ_2015","PRJEB27928"
"Oxalobacter_formigenes",0.868554282340839,27,"YuJ_2015","PRJEB27928"
"Campylobacter_ureolyticus",0.255504759132981,50,"YuJ_2015","PRJEB27928"
"Granulicatella_adiacens",1.14166752133998,21,"YuJ_2015","PRJEB27928"
"Bacteroides_nordii",0.785408342221025,29,"YuJ_2015","PRJEB27928"
"Porphyromonas_uenonis",0.638191459773876,37,"YuJ_2015","PRJEB27928"
"Clostridium_bolteae",1.86147123035211,7,"YuJ_2015","PRJEB27928"
"Eubacterium_infirmum",0.451809924908063,43,"YuJ_2015","PRJEB27928"
"Bacteroides_ovatus",1.10124226301195,23,"YuJ_2015","PRJEB27928"
"Clostridium_citroniae",1.38557974850994,15,"YuJ_2015","PRJEB27928"
"Blautia_hydrogenotrophica",0.448701475678151,44,"YuJ_2015","PRJEB27928"
"Streptococcus_anginosus",1.18091965963918,20,"YuJ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.377873369420799,47,"YuJ_2015","PRJEB27928"
"Porphyromonas_somerae",0.438647423630171,45,"YuJ_2015","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.397729083671279,46,"YuJ_2015","PRJEB27928"
"Streptococcus_cristatus",0.272684389552791,49,"YuJ_2015","PRJEB27928"
"Megasphaera_unclassified",0.666313197034087,36,"YuJ_2015","PRJEB27928"
"Scardovia_wiggsiae",0.358752946769673,48,"YuJ_2015","PRJEB27928"
"Eggerthella_lenta",0.668407847188033,35,"YuJ_2015","PRJEB27928"
"Bacteroides_coprocola",0.675300599737881,34,"YuJ_2015","PRJEB27928"
"Coprobacillus_unclassified",0.768823698711436,31,"YuJ_2015","PRJEB27928"
"Gemella_sanguinis",0.770193355174708,30,"YuJ_2015","PRJEB27928"
"Faecalibacterium_prausnitzii",1.19161256286194,19,"YuJ_2015","PRJEB27928"
"Olsenella_unclassified",0.704637199452274,33,"YuJ_2015","PRJEB27928"
"Clostridium_bartlettii",0.747149825102113,32,"YuJ_2015","PRJEB27928"
"Clostridium_clostridioforme",1.20919820152548,18,"VogtmannE_2016","PRJEB27928"
"Parvimonas_unclassified",2.36986780065838,3,"VogtmannE_2016","PRJEB27928"
"Anaerotruncus_unclassified",3.85740850333965,1,"VogtmannE_2016","PRJEB27928"
"Parvimonas_micra",1.63244516960168,11,"VogtmannE_2016","PRJEB27928"
"Solobacterium_moorei",2.80370286752832,2,"VogtmannE_2016","PRJEB27928"
"Peptostreptococcus_stomatis",1.4400345263588,13,"VogtmannE_2016","PRJEB27928"
"Gemella_morbillorum",0.99655924940905,24,"VogtmannE_2016","PRJEB27928"
"Ruminococcus_albus",1.88821427905147,6,"VogtmannE_2016","PRJEB27928"
"Clostridium_symbiosum",1.42415943323937,14,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_asaccharolytica",1.11607256641152,22,"VogtmannE_2016","PRJEB27928"
"Ruminococcus_torques",1.7657292525784,9,"VogtmannE_2016","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.78769398099831,8,"VogtmannE_2016","PRJEB27928"
"Fusobacterium_nucleatum",1.27706291686054,17,"VogtmannE_2016","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.939544812753276,25,"VogtmannE_2016","PRJEB27928"
"Clostridium_hathewayi",2.26730758508864,4,"VogtmannE_2016","PRJEB27928"
"Rothia_dentocariosa",0.840096461907013,28,"VogtmannE_2016","PRJEB27928"
"Subdoligranulum_variabile",1.66245823004436,10,"VogtmannE_2016","PRJEB27928"
"Butyrivibrio_unclassified",0.545206611215385,39,"VogtmannE_2016","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.590573644166084,38,"VogtmannE_2016","PRJEB27928"
"Deinococcus_unclassified",0.492036226419801,41,"VogtmannE_2016","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.99748730568479,5,"VogtmannE_2016","PRJEB27928"
"Peptostreptococcus_unclassified",0.906229870011099,26,"VogtmannE_2016","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.49052230114403,12,"VogtmannE_2016","PRJEB27928"
"Clostridium_scindens",1.31686378347436,16,"VogtmannE_2016","PRJEB27928"
"Mitsuokella_unclassified",0.511423058132668,40,"VogtmannE_2016","PRJEB27928"
"Butyricimonas_synergistica",0.480730189129529,42,"VogtmannE_2016","PRJEB27928"
"Oxalobacter_formigenes",0.868554282340839,27,"VogtmannE_2016","PRJEB27928"
"Campylobacter_ureolyticus",0.255504759132981,50,"VogtmannE_2016","PRJEB27928"
"Granulicatella_adiacens",1.14166752133998,21,"VogtmannE_2016","PRJEB27928"
"Bacteroides_nordii",0.785408342221025,29,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_uenonis",0.638191459773876,37,"VogtmannE_2016","PRJEB27928"
"Clostridium_bolteae",1.86147123035211,7,"VogtmannE_2016","PRJEB27928"
"Eubacterium_infirmum",0.451809924908063,43,"VogtmannE_2016","PRJEB27928"
"Bacteroides_ovatus",1.10124226301195,23,"VogtmannE_2016","PRJEB27928"
"Clostridium_citroniae",1.38557974850994,15,"VogtmannE_2016","PRJEB27928"
"Blautia_hydrogenotrophica",0.448701475678151,44,"VogtmannE_2016","PRJEB27928"
"Streptococcus_anginosus",1.18091965963918,20,"VogtmannE_2016","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.377873369420799,47,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_somerae",0.438647423630171,45,"VogtmannE_2016","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.397729083671279,46,"VogtmannE_2016","PRJEB27928"
"Streptococcus_cristatus",0.272684389552791,49,"VogtmannE_2016","PRJEB27928"
"Megasphaera_unclassified",0.666313197034087,36,"VogtmannE_2016","PRJEB27928"
"Scardovia_wiggsiae",0.358752946769673,48,"VogtmannE_2016","PRJEB27928"
"Eggerthella_lenta",0.668407847188033,35,"VogtmannE_2016","PRJEB27928"
"Bacteroides_coprocola",0.675300599737881,34,"VogtmannE_2016","PRJEB27928"
"Coprobacillus_unclassified",0.768823698711436,31,"VogtmannE_2016","PRJEB27928"
"Gemella_sanguinis",0.770193355174708,30,"VogtmannE_2016","PRJEB27928"
"Faecalibacterium_prausnitzii",1.19161256286194,19,"VogtmannE_2016","PRJEB27928"
"Olsenella_unclassified",0.704637199452274,33,"VogtmannE_2016","PRJEB27928"
"Clostridium_bartlettii",0.747149825102113,32,"VogtmannE_2016","PRJEB27928"
"Clostridium_clostridioforme",1.20919820152548,18,"ThomasAM_2018b","PRJEB27928"
"Parvimonas_unclassified",2.36986780065838,3,"ThomasAM_2018b","PRJEB27928"
"Anaerotruncus_unclassified",3.85740850333965,1,"ThomasAM_2018b","PRJEB27928"
"Parvimonas_micra",1.63244516960168,11,"ThomasAM_2018b","PRJEB27928"
"Solobacterium_moorei",2.80370286752832,2,"ThomasAM_2018b","PRJEB27928"
"Peptostreptococcus_stomatis",1.4400345263588,13,"ThomasAM_2018b","PRJEB27928"
"Gemella_morbillorum",0.99655924940905,24,"ThomasAM_2018b","PRJEB27928"
"Ruminococcus_albus",1.88821427905147,6,"ThomasAM_2018b","PRJEB27928"
"Clostridium_symbiosum",1.42415943323937,14,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_asaccharolytica",1.11607256641152,22,"ThomasAM_2018b","PRJEB27928"
"Ruminococcus_torques",1.7657292525784,9,"ThomasAM_2018b","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.78769398099831,8,"ThomasAM_2018b","PRJEB27928"
"Fusobacterium_nucleatum",1.27706291686054,17,"ThomasAM_2018b","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.939544812753276,25,"ThomasAM_2018b","PRJEB27928"
"Clostridium_hathewayi",2.26730758508864,4,"ThomasAM_2018b","PRJEB27928"
"Rothia_dentocariosa",0.840096461907013,28,"ThomasAM_2018b","PRJEB27928"
"Subdoligranulum_variabile",1.66245823004436,10,"ThomasAM_2018b","PRJEB27928"
"Butyrivibrio_unclassified",0.545206611215385,39,"ThomasAM_2018b","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.590573644166084,38,"ThomasAM_2018b","PRJEB27928"
"Deinococcus_unclassified",0.492036226419801,41,"ThomasAM_2018b","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.99748730568479,5,"ThomasAM_2018b","PRJEB27928"
"Peptostreptococcus_unclassified",0.906229870011099,26,"ThomasAM_2018b","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.49052230114403,12,"ThomasAM_2018b","PRJEB27928"
"Clostridium_scindens",1.31686378347436,16,"ThomasAM_2018b","PRJEB27928"
"Mitsuokella_unclassified",0.511423058132668,40,"ThomasAM_2018b","PRJEB27928"
"Butyricimonas_synergistica",0.480730189129529,42,"ThomasAM_2018b","PRJEB27928"
"Oxalobacter_formigenes",0.868554282340839,27,"ThomasAM_2018b","PRJEB27928"
"Campylobacter_ureolyticus",0.255504759132981,50,"ThomasAM_2018b","PRJEB27928"
"Granulicatella_adiacens",1.14166752133998,21,"ThomasAM_2018b","PRJEB27928"
"Bacteroides_nordii",0.785408342221025,29,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_uenonis",0.638191459773876,37,"ThomasAM_2018b","PRJEB27928"
"Clostridium_bolteae",1.86147123035211,7,"ThomasAM_2018b","PRJEB27928"
"Eubacterium_infirmum",0.451809924908063,43,"ThomasAM_2018b","PRJEB27928"
"Bacteroides_ovatus",1.10124226301195,23,"ThomasAM_2018b","PRJEB27928"
"Clostridium_citroniae",1.38557974850994,15,"ThomasAM_2018b","PRJEB27928"
"Blautia_hydrogenotrophica",0.448701475678151,44,"ThomasAM_2018b","PRJEB27928"
"Streptococcus_anginosus",1.18091965963918,20,"ThomasAM_2018b","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.377873369420799,47,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_somerae",0.438647423630171,45,"ThomasAM_2018b","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.397729083671279,46,"ThomasAM_2018b","PRJEB27928"
"Streptococcus_cristatus",0.272684389552791,49,"ThomasAM_2018b","PRJEB27928"
"Megasphaera_unclassified",0.666313197034087,36,"ThomasAM_2018b","PRJEB27928"
"Scardovia_wiggsiae",0.358752946769673,48,"ThomasAM_2018b","PRJEB27928"
"Eggerthella_lenta",0.668407847188033,35,"ThomasAM_2018b","PRJEB27928"
"Bacteroides_coprocola",0.675300599737881,34,"ThomasAM_2018b","PRJEB27928"
"Coprobacillus_unclassified",0.768823698711436,31,"ThomasAM_2018b","PRJEB27928"
"Gemella_sanguinis",0.770193355174708,30,"ThomasAM_2018b","PRJEB27928"
"Faecalibacterium_prausnitzii",1.19161256286194,19,"ThomasAM_2018b","PRJEB27928"
"Olsenella_unclassified",0.704637199452274,33,"ThomasAM_2018b","PRJEB27928"
"Clostridium_bartlettii",0.747149825102113,32,"ThomasAM_2018b","PRJEB27928"
"Clostridium_clostridioforme",1.20919820152548,18,"ThomasAM_2018a","PRJEB27928"
"Parvimonas_unclassified",2.36986780065838,3,"ThomasAM_2018a","PRJEB27928"
"Anaerotruncus_unclassified",3.85740850333965,1,"ThomasAM_2018a","PRJEB27928"
"Parvimonas_micra",1.63244516960168,11,"ThomasAM_2018a","PRJEB27928"
"Solobacterium_moorei",2.80370286752832,2,"ThomasAM_2018a","PRJEB27928"
"Peptostreptococcus_stomatis",1.4400345263588,13,"ThomasAM_2018a","PRJEB27928"
"Gemella_morbillorum",0.99655924940905,24,"ThomasAM_2018a","PRJEB27928"
"Ruminococcus_albus",1.88821427905147,6,"ThomasAM_2018a","PRJEB27928"
"Clostridium_symbiosum",1.42415943323937,14,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_asaccharolytica",1.11607256641152,22,"ThomasAM_2018a","PRJEB27928"
"Ruminococcus_torques",1.7657292525784,9,"ThomasAM_2018a","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.78769398099831,8,"ThomasAM_2018a","PRJEB27928"
"Fusobacterium_nucleatum",1.27706291686054,17,"ThomasAM_2018a","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.939544812753276,25,"ThomasAM_2018a","PRJEB27928"
"Clostridium_hathewayi",2.26730758508864,4,"ThomasAM_2018a","PRJEB27928"
"Rothia_dentocariosa",0.840096461907013,28,"ThomasAM_2018a","PRJEB27928"
"Subdoligranulum_variabile",1.66245823004436,10,"ThomasAM_2018a","PRJEB27928"
"Butyrivibrio_unclassified",0.545206611215385,39,"ThomasAM_2018a","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.590573644166084,38,"ThomasAM_2018a","PRJEB27928"
"Deinococcus_unclassified",0.492036226419801,41,"ThomasAM_2018a","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.99748730568479,5,"ThomasAM_2018a","PRJEB27928"
"Peptostreptococcus_unclassified",0.906229870011099,26,"ThomasAM_2018a","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.49052230114403,12,"ThomasAM_2018a","PRJEB27928"
"Clostridium_scindens",1.31686378347436,16,"ThomasAM_2018a","PRJEB27928"
"Mitsuokella_unclassified",0.511423058132668,40,"ThomasAM_2018a","PRJEB27928"
"Butyricimonas_synergistica",0.480730189129529,42,"ThomasAM_2018a","PRJEB27928"
"Oxalobacter_formigenes",0.868554282340839,27,"ThomasAM_2018a","PRJEB27928"
"Campylobacter_ureolyticus",0.255504759132981,50,"ThomasAM_2018a","PRJEB27928"
"Granulicatella_adiacens",1.14166752133998,21,"ThomasAM_2018a","PRJEB27928"
"Bacteroides_nordii",0.785408342221025,29,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_uenonis",0.638191459773876,37,"ThomasAM_2018a","PRJEB27928"
"Clostridium_bolteae",1.86147123035211,7,"ThomasAM_2018a","PRJEB27928"
"Eubacterium_infirmum",0.451809924908063,43,"ThomasAM_2018a","PRJEB27928"
"Bacteroides_ovatus",1.10124226301195,23,"ThomasAM_2018a","PRJEB27928"
"Clostridium_citroniae",1.38557974850994,15,"ThomasAM_2018a","PRJEB27928"
"Blautia_hydrogenotrophica",0.448701475678151,44,"ThomasAM_2018a","PRJEB27928"
"Streptococcus_anginosus",1.18091965963918,20,"ThomasAM_2018a","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.377873369420799,47,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_somerae",0.438647423630171,45,"ThomasAM_2018a","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.397729083671279,46,"ThomasAM_2018a","PRJEB27928"
"Streptococcus_cristatus",0.272684389552791,49,"ThomasAM_2018a","PRJEB27928"
"Megasphaera_unclassified",0.666313197034087,36,"ThomasAM_2018a","PRJEB27928"
"Scardovia_wiggsiae",0.358752946769673,48,"ThomasAM_2018a","PRJEB27928"
"Eggerthella_lenta",0.668407847188033,35,"ThomasAM_2018a","PRJEB27928"
"Bacteroides_coprocola",0.675300599737881,34,"ThomasAM_2018a","PRJEB27928"
"Coprobacillus_unclassified",0.768823698711436,31,"ThomasAM_2018a","PRJEB27928"
"Gemella_sanguinis",0.770193355174708,30,"ThomasAM_2018a","PRJEB27928"
"Faecalibacterium_prausnitzii",1.19161256286194,19,"ThomasAM_2018a","PRJEB27928"
"Olsenella_unclassified",0.704637199452274,33,"ThomasAM_2018a","PRJEB27928"
"Clostridium_bartlettii",0.747149825102113,32,"ThomasAM_2018a","PRJEB27928"
"Clostridium_clostridioforme",1.20919820152548,18,"FengQ_2015","PRJEB27928"
"Parvimonas_unclassified",2.36986780065838,3,"FengQ_2015","PRJEB27928"
"Anaerotruncus_unclassified",3.85740850333965,1,"FengQ_2015","PRJEB27928"
"Parvimonas_micra",1.63244516960168,11,"FengQ_2015","PRJEB27928"
"Solobacterium_moorei",2.80370286752832,2,"FengQ_2015","PRJEB27928"
"Peptostreptococcus_stomatis",1.4400345263588,13,"FengQ_2015","PRJEB27928"
"Gemella_morbillorum",0.99655924940905,24,"FengQ_2015","PRJEB27928"
"Ruminococcus_albus",1.88821427905147,6,"FengQ_2015","PRJEB27928"
"Clostridium_symbiosum",1.42415943323937,14,"FengQ_2015","PRJEB27928"
"Porphyromonas_asaccharolytica",1.11607256641152,22,"FengQ_2015","PRJEB27928"
"Ruminococcus_torques",1.7657292525784,9,"FengQ_2015","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.78769398099831,8,"FengQ_2015","PRJEB27928"
"Fusobacterium_nucleatum",1.27706291686054,17,"FengQ_2015","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.939544812753276,25,"FengQ_2015","PRJEB27928"
