"rowname","MeanDecreaseGini","Rank","StudyModel","BaseModel"
"Granulicatella_adiacens",1.63302092743418,19,"ZellerG_2014","PRJEB27928"
"Bacteroides_nordii",0.913815602391275,22,"ZellerG_2014","PRJEB27928"
"Clostridium_clostridioforme",1.8461859921484,15,"YuJ_2015","PRJEB27928"
"Parvimonas_unclassified",3.49700752385673,3,"YuJ_2015","PRJEB27928"
"Anaerotruncus_unclassified",4.55939968135043,1,"YuJ_2015","PRJEB27928"
"Parvimonas_micra",1.89401233297068,13,"YuJ_2015","PRJEB27928"
"Solobacterium_moorei",3.82803868454745,2,"YuJ_2015","PRJEB27928"
"Peptostreptococcus_stomatis",1.91569211111782,11,"YuJ_2015","PRJEB27928"
"Gemella_morbillorum",1.63919091527667,18,"YuJ_2015","PRJEB27928"
"Ruminococcus_albus",2.53768938638294,7,"YuJ_2015","PRJEB27928"
"Clostridium_symbiosum",2.13732708926698,10,"YuJ_2015","PRJEB27928"
"Porphyromonas_asaccharolytica",1.89899997249583,12,"YuJ_2015","PRJEB27928"
"Ruminococcus_torques",2.31547813236477,9,"YuJ_2015","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.7944703051549,5,"YuJ_2015","PRJEB27928"
"Fusobacterium_nucleatum",1.70213366277837,17,"YuJ_2015","PRJEB27928"
"Clostridiaceae_bacterium_JC118",1.10084471578476,21,"YuJ_2015","PRJEB27928"
"Clostridium_hathewayi",3.44857000888716,4,"YuJ_2015","PRJEB27928"
"Rothia_dentocariosa",0.779605533372573,26,"YuJ_2015","PRJEB27928"
"Subdoligranulum_variabile",2.71352857791335,6,"YuJ_2015","PRJEB27928"
"Butyrivibrio_unclassified",0.797189410578114,25,"YuJ_2015","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.760685271676757,27,"YuJ_2015","PRJEB27928"
"Deinococcus_unclassified",0.454434204272377,29,"YuJ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",2.52245413678074,8,"YuJ_2015","PRJEB27928"
"Peptostreptococcus_unclassified",0.913710428004724,23,"YuJ_2015","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.86090674103115,14,"YuJ_2015","PRJEB27928"
"Clostridium_scindens",1.82555057028861,16,"YuJ_2015","PRJEB27928"
"Mitsuokella_unclassified",0.89034182942455,24,"YuJ_2015","PRJEB27928"
"Butyricimonas_synergistica",0.461048737940083,28,"YuJ_2015","PRJEB27928"
"Oxalobacter_formigenes",1.22973178169805,20,"YuJ_2015","PRJEB27928"
"Campylobacter_ureolyticus",0.200537124182479,30,"YuJ_2015","PRJEB27928"
"Granulicatella_adiacens",1.63302092743418,19,"YuJ_2015","PRJEB27928"
"Bacteroides_nordii",0.913815602391275,22,"YuJ_2015","PRJEB27928"
"Clostridium_clostridioforme",1.8461859921484,15,"VogtmannE_2016","PRJEB27928"
"Parvimonas_unclassified",3.49700752385673,3,"VogtmannE_2016","PRJEB27928"
"Anaerotruncus_unclassified",4.55939968135043,1,"VogtmannE_2016","PRJEB27928"
"Parvimonas_micra",1.89401233297068,13,"VogtmannE_2016","PRJEB27928"
"Solobacterium_moorei",3.82803868454745,2,"VogtmannE_2016","PRJEB27928"
"Peptostreptococcus_stomatis",1.91569211111782,11,"VogtmannE_2016","PRJEB27928"
"Gemella_morbillorum",1.63919091527667,18,"VogtmannE_2016","PRJEB27928"
"Ruminococcus_albus",2.53768938638294,7,"VogtmannE_2016","PRJEB27928"
"Clostridium_symbiosum",2.13732708926698,10,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_asaccharolytica",1.89899997249583,12,"VogtmannE_2016","PRJEB27928"
"Ruminococcus_torques",2.31547813236477,9,"VogtmannE_2016","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.7944703051549,5,"VogtmannE_2016","PRJEB27928"
"Fusobacterium_nucleatum",1.70213366277837,17,"VogtmannE_2016","PRJEB27928"
"Clostridiaceae_bacterium_JC118",1.10084471578476,21,"VogtmannE_2016","PRJEB27928"
"Clostridium_hathewayi",3.44857000888716,4,"VogtmannE_2016","PRJEB27928"
"Rothia_dentocariosa",0.779605533372573,26,"VogtmannE_2016","PRJEB27928"
"Subdoligranulum_variabile",2.71352857791335,6,"VogtmannE_2016","PRJEB27928"
"Butyrivibrio_unclassified",0.797189410578114,25,"VogtmannE_2016","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.760685271676757,27,"VogtmannE_2016","PRJEB27928"
"Deinococcus_unclassified",0.454434204272377,29,"VogtmannE_2016","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",2.52245413678074,8,"VogtmannE_2016","PRJEB27928"
"Peptostreptococcus_unclassified",0.913710428004724,23,"VogtmannE_2016","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.86090674103115,14,"VogtmannE_2016","PRJEB27928"
"Clostridium_scindens",1.82555057028861,16,"VogtmannE_2016","PRJEB27928"
"Mitsuokella_unclassified",0.89034182942455,24,"VogtmannE_2016","PRJEB27928"
"Butyricimonas_synergistica",0.461048737940083,28,"VogtmannE_2016","PRJEB27928"
"Oxalobacter_formigenes",1.22973178169805,20,"VogtmannE_2016","PRJEB27928"
"Campylobacter_ureolyticus",0.200537124182479,30,"VogtmannE_2016","PRJEB27928"
"Granulicatella_adiacens",1.63302092743418,19,"VogtmannE_2016","PRJEB27928"
"Bacteroides_nordii",0.913815602391275,22,"VogtmannE_2016","PRJEB27928"
"Clostridium_clostridioforme",1.8461859921484,15,"ThomasAM_2018b","PRJEB27928"
"Parvimonas_unclassified",3.49700752385673,3,"ThomasAM_2018b","PRJEB27928"
"Anaerotruncus_unclassified",4.55939968135043,1,"ThomasAM_2018b","PRJEB27928"
"Parvimonas_micra",1.89401233297068,13,"ThomasAM_2018b","PRJEB27928"
"Solobacterium_moorei",3.82803868454745,2,"ThomasAM_2018b","PRJEB27928"
"Peptostreptococcus_stomatis",1.91569211111782,11,"ThomasAM_2018b","PRJEB27928"
"Gemella_morbillorum",1.63919091527667,18,"ThomasAM_2018b","PRJEB27928"
"Ruminococcus_albus",2.53768938638294,7,"ThomasAM_2018b","PRJEB27928"
"Clostridium_symbiosum",2.13732708926698,10,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_asaccharolytica",1.89899997249583,12,"ThomasAM_2018b","PRJEB27928"
"Ruminococcus_torques",2.31547813236477,9,"ThomasAM_2018b","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.7944703051549,5,"ThomasAM_2018b","PRJEB27928"
"Fusobacterium_nucleatum",1.70213366277837,17,"ThomasAM_2018b","PRJEB27928"
"Clostridiaceae_bacterium_JC118",1.10084471578476,21,"ThomasAM_2018b","PRJEB27928"
"Clostridium_hathewayi",3.44857000888716,4,"ThomasAM_2018b","PRJEB27928"
"Rothia_dentocariosa",0.779605533372573,26,"ThomasAM_2018b","PRJEB27928"
"Subdoligranulum_variabile",2.71352857791335,6,"ThomasAM_2018b","PRJEB27928"
"Butyrivibrio_unclassified",0.797189410578114,25,"ThomasAM_2018b","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.760685271676757,27,"ThomasAM_2018b","PRJEB27928"
"Deinococcus_unclassified",0.454434204272377,29,"ThomasAM_2018b","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",2.52245413678074,8,"ThomasAM_2018b","PRJEB27928"
"Peptostreptococcus_unclassified",0.913710428004724,23,"ThomasAM_2018b","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.86090674103115,14,"ThomasAM_2018b","PRJEB27928"
"Clostridium_scindens",1.82555057028861,16,"ThomasAM_2018b","PRJEB27928"
"Mitsuokella_unclassified",0.89034182942455,24,"ThomasAM_2018b","PRJEB27928"
"Butyricimonas_synergistica",0.461048737940083,28,"ThomasAM_2018b","PRJEB27928"
"Oxalobacter_formigenes",1.22973178169805,20,"ThomasAM_2018b","PRJEB27928"
"Campylobacter_ureolyticus",0.200537124182479,30,"ThomasAM_2018b","PRJEB27928"
"Granulicatella_adiacens",1.63302092743418,19,"ThomasAM_2018b","PRJEB27928"
"Bacteroides_nordii",0.913815602391275,22,"ThomasAM_2018b","PRJEB27928"
"Clostridium_clostridioforme",1.8461859921484,15,"ThomasAM_2018a","PRJEB27928"
"Parvimonas_unclassified",3.49700752385673,3,"ThomasAM_2018a","PRJEB27928"
"Anaerotruncus_unclassified",4.55939968135043,1,"ThomasAM_2018a","PRJEB27928"
"Parvimonas_micra",1.89401233297068,13,"ThomasAM_2018a","PRJEB27928"
"Solobacterium_moorei",3.82803868454745,2,"ThomasAM_2018a","PRJEB27928"
"Peptostreptococcus_stomatis",1.91569211111782,11,"ThomasAM_2018a","PRJEB27928"
"Gemella_morbillorum",1.63919091527667,18,"ThomasAM_2018a","PRJEB27928"
"Ruminococcus_albus",2.53768938638294,7,"ThomasAM_2018a","PRJEB27928"
"Clostridium_symbiosum",2.13732708926698,10,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_asaccharolytica",1.89899997249583,12,"ThomasAM_2018a","PRJEB27928"
"Ruminococcus_torques",2.31547813236477,9,"ThomasAM_2018a","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.7944703051549,5,"ThomasAM_2018a","PRJEB27928"
"Fusobacterium_nucleatum",1.70213366277837,17,"ThomasAM_2018a","PRJEB27928"
"Clostridiaceae_bacterium_JC118",1.10084471578476,21,"ThomasAM_2018a","PRJEB27928"
"Clostridium_hathewayi",3.44857000888716,4,"ThomasAM_2018a","PRJEB27928"
"Rothia_dentocariosa",0.779605533372573,26,"ThomasAM_2018a","PRJEB27928"
"Subdoligranulum_variabile",2.71352857791335,6,"ThomasAM_2018a","PRJEB27928"
"Butyrivibrio_unclassified",0.797189410578114,25,"ThomasAM_2018a","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.760685271676757,27,"ThomasAM_2018a","PRJEB27928"
"Deinococcus_unclassified",0.454434204272377,29,"ThomasAM_2018a","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",2.52245413678074,8,"ThomasAM_2018a","PRJEB27928"
"Peptostreptococcus_unclassified",0.913710428004724,23,"ThomasAM_2018a","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.86090674103115,14,"ThomasAM_2018a","PRJEB27928"
"Clostridium_scindens",1.82555057028861,16,"ThomasAM_2018a","PRJEB27928"
"Mitsuokella_unclassified",0.89034182942455,24,"ThomasAM_2018a","PRJEB27928"
"Butyricimonas_synergistica",0.461048737940083,28,"ThomasAM_2018a","PRJEB27928"
"Oxalobacter_formigenes",1.22973178169805,20,"ThomasAM_2018a","PRJEB27928"
"Campylobacter_ureolyticus",0.200537124182479,30,"ThomasAM_2018a","PRJEB27928"
"Granulicatella_adiacens",1.63302092743418,19,"ThomasAM_2018a","PRJEB27928"
"Bacteroides_nordii",0.913815602391275,22,"ThomasAM_2018a","PRJEB27928"
"Clostridium_clostridioforme",1.8461859921484,15,"FengQ_2015","PRJEB27928"
"Parvimonas_unclassified",3.49700752385673,3,"FengQ_2015","PRJEB27928"
"Anaerotruncus_unclassified",4.55939968135043,1,"FengQ_2015","PRJEB27928"
"Parvimonas_micra",1.89401233297068,13,"FengQ_2015","PRJEB27928"
"Solobacterium_moorei",3.82803868454745,2,"FengQ_2015","PRJEB27928"
"Peptostreptococcus_stomatis",1.91569211111782,11,"FengQ_2015","PRJEB27928"
"Gemella_morbillorum",1.63919091527667,18,"FengQ_2015","PRJEB27928"
"Ruminococcus_albus",2.53768938638294,7,"FengQ_2015","PRJEB27928"
"Clostridium_symbiosum",2.13732708926698,10,"FengQ_2015","PRJEB27928"
"Porphyromonas_asaccharolytica",1.89899997249583,12,"FengQ_2015","PRJEB27928"
"Ruminococcus_torques",2.31547813236477,9,"FengQ_2015","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.7944703051549,5,"FengQ_2015","PRJEB27928"
"Fusobacterium_nucleatum",1.70213366277837,17,"FengQ_2015","PRJEB27928"
"Clostridiaceae_bacterium_JC118",1.10084471578476,21,"FengQ_2015","PRJEB27928"
"Clostridium_hathewayi",3.44857000888716,4,"FengQ_2015","PRJEB27928"
"Rothia_dentocariosa",0.779605533372573,26,"FengQ_2015","PRJEB27928"
"Subdoligranulum_variabile",2.71352857791335,6,"FengQ_2015","PRJEB27928"
"Butyrivibrio_unclassified",0.797189410578114,25,"FengQ_2015","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.760685271676757,27,"FengQ_2015","PRJEB27928"
"Deinococcus_unclassified",0.454434204272377,29,"FengQ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",2.52245413678074,8,"FengQ_2015","PRJEB27928"
"Peptostreptococcus_unclassified",0.913710428004724,23,"FengQ_2015","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.86090674103115,14,"FengQ_2015","PRJEB27928"
"Clostridium_scindens",1.82555057028861,16,"FengQ_2015","PRJEB27928"
"Mitsuokella_unclassified",0.89034182942455,24,"FengQ_2015","PRJEB27928"
"Butyricimonas_synergistica",0.461048737940083,28,"FengQ_2015","PRJEB27928"
"Oxalobacter_formigenes",1.22973178169805,20,"FengQ_2015","PRJEB27928"
"Campylobacter_ureolyticus",0.200537124182479,30,"FengQ_2015","PRJEB27928"
"Granulicatella_adiacens",1.63302092743418,19,"FengQ_2015","PRJEB27928"
"Bacteroides_nordii",0.913815602391275,22,"FengQ_2015","PRJEB27928"
"Clostridium_clostridioforme",0.966458797313066,15,"PRJEB27928","PRJEB27928"
"Parvimonas_unclassified",1.47381753493,6,"PRJEB27928","PRJEB27928"
"Anaerotruncus_unclassified",2.23277707274783,2,"PRJEB27928","PRJEB27928"
"Parvimonas_micra",0.8681087038842,17,"PRJEB27928","PRJEB27928"
"Solobacterium_moorei",2.23073046623467,3,"PRJEB27928","PRJEB27928"
"Peptostreptococcus_stomatis",1.46418206578943,7,"PRJEB27928","PRJEB27928"
"Gemella_morbillorum",0.804852482105903,18,"PRJEB27928","PRJEB27928"
"Ruminococcus_albus",1.8305202864296,4,"PRJEB27928","PRJEB27928"
"Clostridium_symbiosum",1.6438831774411,5,"PRJEB27928","PRJEB27928"
"Porphyromonas_asaccharolytica",0.889870332712532,16,"PRJEB27928","PRJEB27928"
"Ruminococcus_torques",1.42386969986444,9,"PRJEB27928","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",1.39457265789456,10,"PRJEB27928","PRJEB27928"
"Fusobacterium_nucleatum",0.727041117929349,20,"PRJEB27928","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.412530332454292,26,"PRJEB27928","PRJEB27928"
"Clostridium_hathewayi",2.73325381671653,1,"PRJEB27928","PRJEB27928"
"Rothia_dentocariosa",0.599034478531583,24,"PRJEB27928","PRJEB27928"
"Subdoligranulum_variabile",1.26492297299316,11,"PRJEB27928","PRJEB27928"
"Butyrivibrio_unclassified",0.684969494583285,22,"PRJEB27928","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",1.09409618800857,14,"PRJEB27928","PRJEB27928"
"Deinococcus_unclassified",0.151450105777546,29,"PRJEB27928","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.42999622216112,8,"PRJEB27928","PRJEB27928"
"Peptostreptococcus_unclassified",0.696100622134378,21,"PRJEB27928","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",0.651069227656831,23,"PRJEB27928","PRJEB27928"
"Clostridium_scindens",1.14613933336454,12,"PRJEB27928","PRJEB27928"
"Mitsuokella_unclassified",0.394029515172739,27,"PRJEB27928","PRJEB27928"
"Butyricimonas_synergistica",0.369169963691146,28,"PRJEB27928","PRJEB27928"
"Oxalobacter_formigenes",1.09589255125545,13,"PRJEB27928","PRJEB27928"
"Campylobacter_ureolyticus",0.0299987386307544,30,"PRJEB27928","PRJEB27928"
"Granulicatella_adiacens",0.734216280665053,19,"PRJEB27928","PRJEB27928"
"Bacteroides_nordii",0.499819875122807,25,"PRJEB27928","PRJEB27928"
"Parvimonas_unclassified",2.42764770468913,2,"PRJEB27928","PRJDB4176"
"Peptostreptococcus_stomatis",2.052255469596,4,"PRJEB27928","PRJDB4176"
"Anaerotruncus_colihominis",1.89739620384947,6,"PRJEB27928","PRJDB4176"
"Parvimonas_micra",1.00195099636506,17,"PRJEB27928","PRJDB4176"
"Gemella_morbillorum",2.04368264411999,5,"PRJEB27928","PRJDB4176"
"Solobacterium_moorei",1.71541647904316,7,"PRJEB27928","PRJDB4176"
"Odoribacter_splanchnicus",1.4597226503051,11,"PRJEB27928","PRJDB4176"
"Alistipes_indistinctus",0.871117222168339,19,"PRJEB27928","PRJDB4176"
"Clostridium_innocuum",0.752927721029527,20,"PRJEB27928","PRJDB4176"
"Lachnospiraceae_bacterium_3_1_46FAA",1.42062169582945,13,"PRJEB27928","PRJDB4176"
"Bacteroides_caccae",1.6684062586442,8,"PRJEB27928","PRJDB4176"
"Ruminococcus_torques",2.48450219978931,1,"PRJEB27928","PRJDB4176"
"Aggregatibacter_unclassified",0.369523642813803,28,"PRJEB27928","PRJDB4176"
"Clostridium_symbiosum",1.14644160777692,16,"PRJEB27928","PRJDB4176"
"Alloprevotella_tannerae",0.282637738960013,30,"PRJEB27928","PRJDB4176"
"Megamonas_rupellensis",0.63269894952877,23,"PRJEB27928","PRJDB4176"
"Erysipelotrichaceae_bacterium_6_1_45",0.624680864027508,24,"PRJEB27928","PRJDB4176"
"Alistipes_shahii",2.0923941065235,3,"PRJEB27928","PRJDB4176"
"Holdemania_filiformis",1.62753560236773,9,"PRJEB27928","PRJDB4176"
"Eubacterium_eligens",1.4529037250695,12,"PRJEB27928","PRJDB4176"
"Streptococcus_constellatus",0.449055829272305,25,"PRJEB27928","PRJDB4176"
"Bacteroides_dorei",1.39407657949184,14,"PRJEB27928","PRJDB4176"
"Alistipes_unclassified",0.695553619808429,22,"PRJEB27928","PRJDB4176"
"Porphyromonas_endodontalis",0.411213822092637,26,"PRJEB27928","PRJDB4176"
"Desulfovibrio_desulfuricans",0.372992960354935,27,"PRJEB27928","PRJDB4176"
"Eubacterium_brachy",0.751569842528508,21,"PRJEB27928","PRJDB4176"
"Ruminococcus_bromii",1.46177318292744,10,"PRJEB27928","PRJDB4176"
"Parabacteroides_johnsonii",0.875946721394433,18,"PRJEB27928","PRJDB4176"
"Granulicatella_adiacens",1.30116745077885,15,"PRJEB27928","PRJDB4176"
"Campylobacter_concisus",0.329884988800582,29,"PRJEB27928","PRJDB4176"
"Parvimonas_unclassified",2.42764770468913,2,"ZellerG_2014","PRJDB4176"
"Peptostreptococcus_stomatis",2.052255469596,4,"ZellerG_2014","PRJDB4176"
"Anaerotruncus_colihominis",1.89739620384947,6,"ZellerG_2014","PRJDB4176"
"Parvimonas_micra",1.00195099636506,17,"ZellerG_2014","PRJDB4176"
"Gemella_morbillorum",2.04368264411999,5,"ZellerG_2014","PRJDB4176"
"Solobacterium_moorei",1.71541647904316,7,"ZellerG_2014","PRJDB4176"
"Odoribacter_splanchnicus",1.4597226503051,11,"ZellerG_2014","PRJDB4176"
"Alistipes_indistinctus",0.871117222168339,19,"ZellerG_2014","PRJDB4176"
"Clostridium_innocuum",0.752927721029527,20,"ZellerG_2014","PRJDB4176"
"Lachnospiraceae_bacterium_3_1_46FAA",1.42062169582945,13,"ZellerG_2014","PRJDB4176"
"Bacteroides_caccae",1.6684062586442,8,"ZellerG_2014","PRJDB4176"
"Ruminococcus_torques",2.48450219978931,1,"ZellerG_2014","PRJDB4176"
"Aggregatibacter_unclassified",0.369523642813803,28,"ZellerG_2014","PRJDB4176"
"Clostridium_symbiosum",1.14644160777692,16,"ZellerG_2014","PRJDB4176"
"Alloprevotella_tannerae",0.282637738960013,30,"ZellerG_2014","PRJDB4176"
"Megamonas_rupellensis",0.63269894952877,23,"ZellerG_2014","PRJDB4176"
"Erysipelotrichaceae_bacterium_6_1_45",0.624680864027508,24,"ZellerG_2014","PRJDB4176"
"Alistipes_shahii",2.0923941065235,3,"ZellerG_2014","PRJDB4176"
"Holdemania_filiformis",1.62753560236773,9,"ZellerG_2014","PRJDB4176"
"Eubacterium_eligens",1.4529037250695,12,"ZellerG_2014","PRJDB4176"
"Streptococcus_constellatus",0.449055829272305,25,"ZellerG_2014","PRJDB4176"
"Bacteroides_dorei",1.39407657949184,14,"ZellerG_2014","PRJDB4176"
"Alistipes_unclassified",0.695553619808429,22,"ZellerG_2014","PRJDB4176"
"Porphyromonas_endodontalis",0.411213822092637,26,"ZellerG_2014","PRJDB4176"
"Desulfovibrio_desulfuricans",0.372992960354935,27,"ZellerG_2014","PRJDB4176"
"Eubacterium_brachy",0.751569842528508,21,"ZellerG_2014","PRJDB4176"
"Ruminococcus_bromii",1.46177318292744,10,"ZellerG_2014","PRJDB4176"
"Parabacteroides_johnsonii",0.875946721394433,18,"ZellerG_2014","PRJDB4176"
"Granulicatella_adiacens",1.30116745077885,15,"ZellerG_2014","PRJDB4176"
"Campylobacter_concisus",0.329884988800582,29,"ZellerG_2014","PRJDB4176"
"Parvimonas_unclassified",2.42764770468913,2,"YuJ_2015","PRJDB4176"
"Peptostreptococcus_stomatis",2.052255469596,4,"YuJ_2015","PRJDB4176"
"Anaerotruncus_colihominis",1.89739620384947,6,"YuJ_2015","PRJDB4176"
"Parvimonas_micra",1.00195099636506,17,"YuJ_2015","PRJDB4176"
"Gemella_morbillorum",2.04368264411999,5,"YuJ_2015","PRJDB4176"
"Solobacterium_moorei",1.71541647904316,7,"YuJ_2015","PRJDB4176"
"Odoribacter_splanchnicus",1.4597226503051,11,"YuJ_2015","PRJDB4176"
"Alistipes_indistinctus",0.871117222168339,19,"YuJ_2015","PRJDB4176"
"Clostridium_innocuum",0.752927721029527,20,"YuJ_2015","PRJDB4176"
"Lachnospiraceae_bacterium_3_1_46FAA",1.42062169582945,13,"YuJ_2015","PRJDB4176"
"Bacteroides_caccae",1.6684062586442,8,"YuJ_2015","PRJDB4176"
"Ruminococcus_torques",2.48450219978931,1,"YuJ_2015","PRJDB4176"
"Aggregatibacter_unclassified",0.369523642813803,28,"YuJ_2015","PRJDB4176"
"Clostridium_symbiosum",1.14644160777692,16,"YuJ_2015","PRJDB4176"
"Alloprevotella_tannerae",0.282637738960013,30,"YuJ_2015","PRJDB4176"
"Megamonas_rupellensis",0.63269894952877,23,"YuJ_2015","PRJDB4176"
"Erysipelotrichaceae_bacterium_6_1_45",0.624680864027508,24,"YuJ_2015","PRJDB4176"
