"rowname","MeanDecreaseGini","Rank","StudyModel","BaseModel"
"Blautia_hydrogenotrophica",0.580510209735647,32,"PRJDB4176","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"PRJDB4176","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"PRJDB4176","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"PRJDB4176","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"PRJDB4176","PRJEB27928"
"Clostridium_clostridioforme",1.59804224787472,14,"ZellerG_2014","PRJEB27928"
"Parvimonas_unclassified",3.14316966804174,3,"ZellerG_2014","PRJEB27928"
"Anaerotruncus_unclassified",4.16179594475452,1,"ZellerG_2014","PRJEB27928"
"Parvimonas_micra",1.62513692646337,12,"ZellerG_2014","PRJEB27928"
"Solobacterium_moorei",3.71918324164163,2,"ZellerG_2014","PRJEB27928"
"Peptostreptococcus_stomatis",1.27768620934107,21,"ZellerG_2014","PRJEB27928"
"Gemella_morbillorum",1.74298394944326,11,"ZellerG_2014","PRJEB27928"
"Ruminococcus_albus",2.33326541954056,5,"ZellerG_2014","PRJEB27928"
"Clostridium_symbiosum",1.44492426084238,16,"ZellerG_2014","PRJEB27928"
"Porphyromonas_asaccharolytica",1.35762254692012,18,"ZellerG_2014","PRJEB27928"
"Ruminococcus_torques",1.84049319955901,10,"ZellerG_2014","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.19628022443898,7,"ZellerG_2014","PRJEB27928"
"Fusobacterium_nucleatum",1.41669634056552,17,"ZellerG_2014","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.861296361113731,25,"ZellerG_2014","PRJEB27928"
"Clostridium_hathewayi",2.51271100101069,4,"ZellerG_2014","PRJEB27928"
"Rothia_dentocariosa",0.600401528065719,30,"ZellerG_2014","PRJEB27928"
"Subdoligranulum_variabile",2.13458510899745,8,"ZellerG_2014","PRJEB27928"
"Butyrivibrio_unclassified",0.554121129339945,34,"ZellerG_2014","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.653072846140969,29,"ZellerG_2014","PRJEB27928"
"Deinococcus_unclassified",0.575002735688622,33,"ZellerG_2014","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.94513359226909,9,"ZellerG_2014","PRJEB27928"
"Peptostreptococcus_unclassified",0.77713050979141,26,"ZellerG_2014","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.61322476433836,13,"ZellerG_2014","PRJEB27928"
"Clostridium_scindens",1.4727784793666,15,"ZellerG_2014","PRJEB27928"
"Mitsuokella_unclassified",0.58129547869081,31,"ZellerG_2014","PRJEB27928"
"Butyricimonas_synergistica",0.44363174227485,38,"ZellerG_2014","PRJEB27928"
"Oxalobacter_formigenes",1.15978365595643,24,"ZellerG_2014","PRJEB27928"
"Campylobacter_ureolyticus",0.291080769767493,40,"ZellerG_2014","PRJEB27928"
"Granulicatella_adiacens",1.28878703431663,19,"ZellerG_2014","PRJEB27928"
"Bacteroides_nordii",0.766962299490094,27,"ZellerG_2014","PRJEB27928"
"Porphyromonas_uenonis",0.676651341052404,28,"ZellerG_2014","PRJEB27928"
"Clostridium_bolteae",2.26814483572127,6,"ZellerG_2014","PRJEB27928"
"Eubacterium_infirmum",0.460177289522063,37,"ZellerG_2014","PRJEB27928"
"Bacteroides_ovatus",1.27383098134893,22,"ZellerG_2014","PRJEB27928"
"Clostridium_citroniae",1.28018489620432,20,"ZellerG_2014","PRJEB27928"
"Blautia_hydrogenotrophica",0.580510209735647,32,"ZellerG_2014","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"ZellerG_2014","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"ZellerG_2014","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"ZellerG_2014","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"ZellerG_2014","PRJEB27928"
"Clostridium_clostridioforme",1.59804224787472,14,"YuJ_2015","PRJEB27928"
"Parvimonas_unclassified",3.14316966804174,3,"YuJ_2015","PRJEB27928"
"Anaerotruncus_unclassified",4.16179594475452,1,"YuJ_2015","PRJEB27928"
"Parvimonas_micra",1.62513692646337,12,"YuJ_2015","PRJEB27928"
"Solobacterium_moorei",3.71918324164163,2,"YuJ_2015","PRJEB27928"
"Peptostreptococcus_stomatis",1.27768620934107,21,"YuJ_2015","PRJEB27928"
"Gemella_morbillorum",1.74298394944326,11,"YuJ_2015","PRJEB27928"
"Ruminococcus_albus",2.33326541954056,5,"YuJ_2015","PRJEB27928"
"Clostridium_symbiosum",1.44492426084238,16,"YuJ_2015","PRJEB27928"
"Porphyromonas_asaccharolytica",1.35762254692012,18,"YuJ_2015","PRJEB27928"
"Ruminococcus_torques",1.84049319955901,10,"YuJ_2015","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.19628022443898,7,"YuJ_2015","PRJEB27928"
"Fusobacterium_nucleatum",1.41669634056552,17,"YuJ_2015","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.861296361113731,25,"YuJ_2015","PRJEB27928"
"Clostridium_hathewayi",2.51271100101069,4,"YuJ_2015","PRJEB27928"
"Rothia_dentocariosa",0.600401528065719,30,"YuJ_2015","PRJEB27928"
"Subdoligranulum_variabile",2.13458510899745,8,"YuJ_2015","PRJEB27928"
"Butyrivibrio_unclassified",0.554121129339945,34,"YuJ_2015","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.653072846140969,29,"YuJ_2015","PRJEB27928"
"Deinococcus_unclassified",0.575002735688622,33,"YuJ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.94513359226909,9,"YuJ_2015","PRJEB27928"
"Peptostreptococcus_unclassified",0.77713050979141,26,"YuJ_2015","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.61322476433836,13,"YuJ_2015","PRJEB27928"
"Clostridium_scindens",1.4727784793666,15,"YuJ_2015","PRJEB27928"
"Mitsuokella_unclassified",0.58129547869081,31,"YuJ_2015","PRJEB27928"
"Butyricimonas_synergistica",0.44363174227485,38,"YuJ_2015","PRJEB27928"
"Oxalobacter_formigenes",1.15978365595643,24,"YuJ_2015","PRJEB27928"
"Campylobacter_ureolyticus",0.291080769767493,40,"YuJ_2015","PRJEB27928"
"Granulicatella_adiacens",1.28878703431663,19,"YuJ_2015","PRJEB27928"
"Bacteroides_nordii",0.766962299490094,27,"YuJ_2015","PRJEB27928"
"Porphyromonas_uenonis",0.676651341052404,28,"YuJ_2015","PRJEB27928"
"Clostridium_bolteae",2.26814483572127,6,"YuJ_2015","PRJEB27928"
"Eubacterium_infirmum",0.460177289522063,37,"YuJ_2015","PRJEB27928"
"Bacteroides_ovatus",1.27383098134893,22,"YuJ_2015","PRJEB27928"
"Clostridium_citroniae",1.28018489620432,20,"YuJ_2015","PRJEB27928"
"Blautia_hydrogenotrophica",0.580510209735647,32,"YuJ_2015","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"YuJ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"YuJ_2015","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"YuJ_2015","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"YuJ_2015","PRJEB27928"
"Clostridium_clostridioforme",1.59804224787472,14,"VogtmannE_2016","PRJEB27928"
"Parvimonas_unclassified",3.14316966804174,3,"VogtmannE_2016","PRJEB27928"
"Anaerotruncus_unclassified",4.16179594475452,1,"VogtmannE_2016","PRJEB27928"
"Parvimonas_micra",1.62513692646337,12,"VogtmannE_2016","PRJEB27928"
"Solobacterium_moorei",3.71918324164163,2,"VogtmannE_2016","PRJEB27928"
"Peptostreptococcus_stomatis",1.27768620934107,21,"VogtmannE_2016","PRJEB27928"
"Gemella_morbillorum",1.74298394944326,11,"VogtmannE_2016","PRJEB27928"
"Ruminococcus_albus",2.33326541954056,5,"VogtmannE_2016","PRJEB27928"
"Clostridium_symbiosum",1.44492426084238,16,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_asaccharolytica",1.35762254692012,18,"VogtmannE_2016","PRJEB27928"
"Ruminococcus_torques",1.84049319955901,10,"VogtmannE_2016","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.19628022443898,7,"VogtmannE_2016","PRJEB27928"
"Fusobacterium_nucleatum",1.41669634056552,17,"VogtmannE_2016","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.861296361113731,25,"VogtmannE_2016","PRJEB27928"
"Clostridium_hathewayi",2.51271100101069,4,"VogtmannE_2016","PRJEB27928"
"Rothia_dentocariosa",0.600401528065719,30,"VogtmannE_2016","PRJEB27928"
"Subdoligranulum_variabile",2.13458510899745,8,"VogtmannE_2016","PRJEB27928"
"Butyrivibrio_unclassified",0.554121129339945,34,"VogtmannE_2016","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.653072846140969,29,"VogtmannE_2016","PRJEB27928"
"Deinococcus_unclassified",0.575002735688622,33,"VogtmannE_2016","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.94513359226909,9,"VogtmannE_2016","PRJEB27928"
"Peptostreptococcus_unclassified",0.77713050979141,26,"VogtmannE_2016","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.61322476433836,13,"VogtmannE_2016","PRJEB27928"
"Clostridium_scindens",1.4727784793666,15,"VogtmannE_2016","PRJEB27928"
"Mitsuokella_unclassified",0.58129547869081,31,"VogtmannE_2016","PRJEB27928"
"Butyricimonas_synergistica",0.44363174227485,38,"VogtmannE_2016","PRJEB27928"
"Oxalobacter_formigenes",1.15978365595643,24,"VogtmannE_2016","PRJEB27928"
"Campylobacter_ureolyticus",0.291080769767493,40,"VogtmannE_2016","PRJEB27928"
"Granulicatella_adiacens",1.28878703431663,19,"VogtmannE_2016","PRJEB27928"
"Bacteroides_nordii",0.766962299490094,27,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_uenonis",0.676651341052404,28,"VogtmannE_2016","PRJEB27928"
"Clostridium_bolteae",2.26814483572127,6,"VogtmannE_2016","PRJEB27928"
"Eubacterium_infirmum",0.460177289522063,37,"VogtmannE_2016","PRJEB27928"
"Bacteroides_ovatus",1.27383098134893,22,"VogtmannE_2016","PRJEB27928"
"Clostridium_citroniae",1.28018489620432,20,"VogtmannE_2016","PRJEB27928"
"Blautia_hydrogenotrophica",0.580510209735647,32,"VogtmannE_2016","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"VogtmannE_2016","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"VogtmannE_2016","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"VogtmannE_2016","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"VogtmannE_2016","PRJEB27928"
"Clostridium_clostridioforme",1.59804224787472,14,"ThomasAM_2018b","PRJEB27928"
"Parvimonas_unclassified",3.14316966804174,3,"ThomasAM_2018b","PRJEB27928"
"Anaerotruncus_unclassified",4.16179594475452,1,"ThomasAM_2018b","PRJEB27928"
"Parvimonas_micra",1.62513692646337,12,"ThomasAM_2018b","PRJEB27928"
"Solobacterium_moorei",3.71918324164163,2,"ThomasAM_2018b","PRJEB27928"
"Peptostreptococcus_stomatis",1.27768620934107,21,"ThomasAM_2018b","PRJEB27928"
"Gemella_morbillorum",1.74298394944326,11,"ThomasAM_2018b","PRJEB27928"
"Ruminococcus_albus",2.33326541954056,5,"ThomasAM_2018b","PRJEB27928"
"Clostridium_symbiosum",1.44492426084238,16,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_asaccharolytica",1.35762254692012,18,"ThomasAM_2018b","PRJEB27928"
"Ruminococcus_torques",1.84049319955901,10,"ThomasAM_2018b","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.19628022443898,7,"ThomasAM_2018b","PRJEB27928"
"Fusobacterium_nucleatum",1.41669634056552,17,"ThomasAM_2018b","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.861296361113731,25,"ThomasAM_2018b","PRJEB27928"
"Clostridium_hathewayi",2.51271100101069,4,"ThomasAM_2018b","PRJEB27928"
"Rothia_dentocariosa",0.600401528065719,30,"ThomasAM_2018b","PRJEB27928"
"Subdoligranulum_variabile",2.13458510899745,8,"ThomasAM_2018b","PRJEB27928"
"Butyrivibrio_unclassified",0.554121129339945,34,"ThomasAM_2018b","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.653072846140969,29,"ThomasAM_2018b","PRJEB27928"
"Deinococcus_unclassified",0.575002735688622,33,"ThomasAM_2018b","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.94513359226909,9,"ThomasAM_2018b","PRJEB27928"
"Peptostreptococcus_unclassified",0.77713050979141,26,"ThomasAM_2018b","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.61322476433836,13,"ThomasAM_2018b","PRJEB27928"
"Clostridium_scindens",1.4727784793666,15,"ThomasAM_2018b","PRJEB27928"
"Mitsuokella_unclassified",0.58129547869081,31,"ThomasAM_2018b","PRJEB27928"
"Butyricimonas_synergistica",0.44363174227485,38,"ThomasAM_2018b","PRJEB27928"
"Oxalobacter_formigenes",1.15978365595643,24,"ThomasAM_2018b","PRJEB27928"
"Campylobacter_ureolyticus",0.291080769767493,40,"ThomasAM_2018b","PRJEB27928"
"Granulicatella_adiacens",1.28878703431663,19,"ThomasAM_2018b","PRJEB27928"
"Bacteroides_nordii",0.766962299490094,27,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_uenonis",0.676651341052404,28,"ThomasAM_2018b","PRJEB27928"
"Clostridium_bolteae",2.26814483572127,6,"ThomasAM_2018b","PRJEB27928"
"Eubacterium_infirmum",0.460177289522063,37,"ThomasAM_2018b","PRJEB27928"
"Bacteroides_ovatus",1.27383098134893,22,"ThomasAM_2018b","PRJEB27928"
"Clostridium_citroniae",1.28018489620432,20,"ThomasAM_2018b","PRJEB27928"
"Blautia_hydrogenotrophica",0.580510209735647,32,"ThomasAM_2018b","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"ThomasAM_2018b","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"ThomasAM_2018b","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"ThomasAM_2018b","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"ThomasAM_2018b","PRJEB27928"
"Clostridium_clostridioforme",1.59804224787472,14,"ThomasAM_2018a","PRJEB27928"
"Parvimonas_unclassified",3.14316966804174,3,"ThomasAM_2018a","PRJEB27928"
"Anaerotruncus_unclassified",4.16179594475452,1,"ThomasAM_2018a","PRJEB27928"
"Parvimonas_micra",1.62513692646337,12,"ThomasAM_2018a","PRJEB27928"
"Solobacterium_moorei",3.71918324164163,2,"ThomasAM_2018a","PRJEB27928"
"Peptostreptococcus_stomatis",1.27768620934107,21,"ThomasAM_2018a","PRJEB27928"
"Gemella_morbillorum",1.74298394944326,11,"ThomasAM_2018a","PRJEB27928"
"Ruminococcus_albus",2.33326541954056,5,"ThomasAM_2018a","PRJEB27928"
"Clostridium_symbiosum",1.44492426084238,16,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_asaccharolytica",1.35762254692012,18,"ThomasAM_2018a","PRJEB27928"
"Ruminococcus_torques",1.84049319955901,10,"ThomasAM_2018a","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.19628022443898,7,"ThomasAM_2018a","PRJEB27928"
"Fusobacterium_nucleatum",1.41669634056552,17,"ThomasAM_2018a","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.861296361113731,25,"ThomasAM_2018a","PRJEB27928"
"Clostridium_hathewayi",2.51271100101069,4,"ThomasAM_2018a","PRJEB27928"
"Rothia_dentocariosa",0.600401528065719,30,"ThomasAM_2018a","PRJEB27928"
"Subdoligranulum_variabile",2.13458510899745,8,"ThomasAM_2018a","PRJEB27928"
"Butyrivibrio_unclassified",0.554121129339945,34,"ThomasAM_2018a","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.653072846140969,29,"ThomasAM_2018a","PRJEB27928"
"Deinococcus_unclassified",0.575002735688622,33,"ThomasAM_2018a","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.94513359226909,9,"ThomasAM_2018a","PRJEB27928"
"Peptostreptococcus_unclassified",0.77713050979141,26,"ThomasAM_2018a","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.61322476433836,13,"ThomasAM_2018a","PRJEB27928"
"Clostridium_scindens",1.4727784793666,15,"ThomasAM_2018a","PRJEB27928"
"Mitsuokella_unclassified",0.58129547869081,31,"ThomasAM_2018a","PRJEB27928"
"Butyricimonas_synergistica",0.44363174227485,38,"ThomasAM_2018a","PRJEB27928"
"Oxalobacter_formigenes",1.15978365595643,24,"ThomasAM_2018a","PRJEB27928"
"Campylobacter_ureolyticus",0.291080769767493,40,"ThomasAM_2018a","PRJEB27928"
"Granulicatella_adiacens",1.28878703431663,19,"ThomasAM_2018a","PRJEB27928"
"Bacteroides_nordii",0.766962299490094,27,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_uenonis",0.676651341052404,28,"ThomasAM_2018a","PRJEB27928"
"Clostridium_bolteae",2.26814483572127,6,"ThomasAM_2018a","PRJEB27928"
"Eubacterium_infirmum",0.460177289522063,37,"ThomasAM_2018a","PRJEB27928"
"Bacteroides_ovatus",1.27383098134893,22,"ThomasAM_2018a","PRJEB27928"
"Clostridium_citroniae",1.28018489620432,20,"ThomasAM_2018a","PRJEB27928"
"Blautia_hydrogenotrophica",0.580510209735647,32,"ThomasAM_2018a","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"ThomasAM_2018a","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"ThomasAM_2018a","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"ThomasAM_2018a","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"ThomasAM_2018a","PRJEB27928"
"Clostridium_clostridioforme",1.59804224787472,14,"FengQ_2015","PRJEB27928"
"Parvimonas_unclassified",3.14316966804174,3,"FengQ_2015","PRJEB27928"
"Anaerotruncus_unclassified",4.16179594475452,1,"FengQ_2015","PRJEB27928"
"Parvimonas_micra",1.62513692646337,12,"FengQ_2015","PRJEB27928"
"Solobacterium_moorei",3.71918324164163,2,"FengQ_2015","PRJEB27928"
"Peptostreptococcus_stomatis",1.27768620934107,21,"FengQ_2015","PRJEB27928"
"Gemella_morbillorum",1.74298394944326,11,"FengQ_2015","PRJEB27928"
"Ruminococcus_albus",2.33326541954056,5,"FengQ_2015","PRJEB27928"
"Clostridium_symbiosum",1.44492426084238,16,"FengQ_2015","PRJEB27928"
"Porphyromonas_asaccharolytica",1.35762254692012,18,"FengQ_2015","PRJEB27928"
"Ruminococcus_torques",1.84049319955901,10,"FengQ_2015","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",2.19628022443898,7,"FengQ_2015","PRJEB27928"
"Fusobacterium_nucleatum",1.41669634056552,17,"FengQ_2015","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.861296361113731,25,"FengQ_2015","PRJEB27928"
"Clostridium_hathewayi",2.51271100101069,4,"FengQ_2015","PRJEB27928"
"Rothia_dentocariosa",0.600401528065719,30,"FengQ_2015","PRJEB27928"
"Subdoligranulum_variabile",2.13458510899745,8,"FengQ_2015","PRJEB27928"
"Butyrivibrio_unclassified",0.554121129339945,34,"FengQ_2015","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.653072846140969,29,"FengQ_2015","PRJEB27928"
"Deinococcus_unclassified",0.575002735688622,33,"FengQ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.94513359226909,9,"FengQ_2015","PRJEB27928"
"Peptostreptococcus_unclassified",0.77713050979141,26,"FengQ_2015","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",1.61322476433836,13,"FengQ_2015","PRJEB27928"
"Clostridium_scindens",1.4727784793666,15,"FengQ_2015","PRJEB27928"
"Mitsuokella_unclassified",0.58129547869081,31,"FengQ_2015","PRJEB27928"
"Butyricimonas_synergistica",0.44363174227485,38,"FengQ_2015","PRJEB27928"
"Oxalobacter_formigenes",1.15978365595643,24,"FengQ_2015","PRJEB27928"
"Campylobacter_ureolyticus",0.291080769767493,40,"FengQ_2015","PRJEB27928"
"Granulicatella_adiacens",1.28878703431663,19,"FengQ_2015","PRJEB27928"
"Bacteroides_nordii",0.766962299490094,27,"FengQ_2015","PRJEB27928"
"Porphyromonas_uenonis",0.676651341052404,28,"FengQ_2015","PRJEB27928"
"Clostridium_bolteae",2.26814483572127,6,"FengQ_2015","PRJEB27928"
"Eubacterium_infirmum",0.460177289522063,37,"FengQ_2015","PRJEB27928"
"Bacteroides_ovatus",1.27383098134893,22,"FengQ_2015","PRJEB27928"
"Clostridium_citroniae",1.28018489620432,20,"FengQ_2015","PRJEB27928"
"Blautia_hydrogenotrophica",0.580510209735647,32,"FengQ_2015","PRJEB27928"
"Streptococcus_anginosus",1.27348898721685,23,"FengQ_2015","PRJEB27928"
"Lachnospiraceae_bacterium_1_4_56FAA",0.413581054982459,39,"FengQ_2015","PRJEB27928"
"Porphyromonas_somerae",0.488571788035647,36,"FengQ_2015","PRJEB27928"
"candidate_division_TM7_single_cell_isolate_TM7c",0.506262324981956,35,"FengQ_2015","PRJEB27928"
"Clostridium_clostridioforme",0.76829535638523,21,"PRJEB27928","PRJEB27928"
"Parvimonas_unclassified",1.32676125713195,7,"PRJEB27928","PRJEB27928"
"Anaerotruncus_unclassified",1.61824103191334,4,"PRJEB27928","PRJEB27928"
"Parvimonas_micra",1.10046420618283,12,"PRJEB27928","PRJEB27928"
"Solobacterium_moorei",1.76254716420378,2,"PRJEB27928","PRJEB27928"
"Peptostreptococcus_stomatis",1.07916071068189,13,"PRJEB27928","PRJEB27928"
"Gemella_morbillorum",0.701888306101282,22,"PRJEB27928","PRJEB27928"
"Ruminococcus_albus",1.68655352959907,3,"PRJEB27928","PRJEB27928"
"Clostridium_symbiosum",1.39748382630911,5,"PRJEB27928","PRJEB27928"
"Porphyromonas_asaccharolytica",0.853021507828369,19,"PRJEB27928","PRJEB27928"
"Ruminococcus_torques",1.20735495086298,8,"PRJEB27928","PRJEB27928"
"Clostridiales_bacterium_1_7_47FAA",0.956036154202372,15,"PRJEB27928","PRJEB27928"
"Fusobacterium_nucleatum",0.528910935872673,26,"PRJEB27928","PRJEB27928"
"Clostridiaceae_bacterium_JC118",0.40480605313401,30,"PRJEB27928","PRJEB27928"
"Clostridium_hathewayi",2.06249040873411,1,"PRJEB27928","PRJEB27928"
"Rothia_dentocariosa",0.59580876027102,24,"PRJEB27928","PRJEB27928"
"Subdoligranulum_variabile",1.15080723155966,10,"PRJEB27928","PRJEB27928"
"Butyrivibrio_unclassified",0.501083812043286,29,"PRJEB27928","PRJEB27928"
"Subdoligranulum_sp_4_3_54A2FAA",0.793924170301456,20,"PRJEB27928","PRJEB27928"
"Deinococcus_unclassified",0.110624965918254,38,"PRJEB27928","PRJEB27928"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.13452385338313,11,"PRJEB27928","PRJEB27928"
"Peptostreptococcus_unclassified",0.53292679934879,25,"PRJEB27928","PRJEB27928"
"Streptococcus_mitis_oralis_pneumoniae",0.607021549754463,23,"PRJEB27928","PRJEB27928"
"Clostridium_scindens",0.860466795393359,18,"PRJEB27928","PRJEB27928"
"Mitsuokella_unclassified",0.27801095724393,36,"PRJEB27928","PRJEB27928"
"Butyricimonas_synergistica",0.395181352194803,31,"PRJEB27928","PRJEB27928"
"Oxalobacter_formigenes",1.16499033187617,9,"PRJEB27928","PRJEB27928"
"Campylobacter_ureolyticus",0.0493338664564973,40,"PRJEB27928","PRJEB27928"
"Granulicatella_adiacens",0.509002823565792,28,"PRJEB27928","PRJEB27928"
"Bacteroides_nordii",0.527746198375068,27,"PRJEB27928","PRJEB27928"
"Porphyromonas_uenonis",0.37727077455653,32,"PRJEB27928","PRJEB27928"
"Clostridium_bolteae",1.34442902809318,6,"PRJEB27928","PRJEB27928"
"Eubacterium_infirmum",0.354409714281061,33,"PRJEB27928","PRJEB27928"
