"Ctl","Disease"
"SZAXPI015234.20","CCMD86114146ST.21.0"
"SZAXPI015268.109","CCIS14449628ST.4.0"
"CCIS90164298ST.4.0","CRC_MR_SBJ27C_17"
"MMRS61683006ST.27.0.0","SZAXPI015237.23"
"MMRS17963147ST.27.0.0","MMRS51410669ST.27.0.0"
"LILT_VF261_T016","SZAXPI017467.87"
"CCIS82507866ST.3.0","CCMD23101338ST.21.0"
"SZAXPI017591.140","SZAXPI015213.15"
"LILT_VF265_T016","MMRS96422329ST.27.0.0"
"MMRS95479054ST.27.0.0","CCMD19497912ST.21.0"
"DRR127762","DRR127557"
"CCIS98482370ST.3.0","DRR127625"
"CCIS41692898ST.4.0","CCIS47284573ST.4.0"
"CRC_MR_SBJ84H_17","MMRS81194191ST.27.0.0"
"CCIS16326685ST.4.0","SZAXPI015225.18"
"MMRS97307143ST.27.0.0","CCMD76222476ST.11.0"
"MMRS57276462ST.27.0.0","DRR127517"
"SID530295","CCMD52145360ST.11.0"
"SZAXPI015252.43","SZAXPI015223.158"
"CCIS63910149ST.4.0","SID31285"
"MMRS86168210ST.27.0.0","SZAXPI015224.13"
"CCMD37575804ST.11.0","CCMD35802077ST.21.0"
"CCIS02856720ST.4.0","CCIS41222843ST.4.0"
"CCIS07648107ST.4.0","CCIS62794166ST.4.0"
"CCIS79210440ST.3.0","DRR127708"
"SID31333","SID31871"
"DRR127737","DRR127754"
"CCMD89107682ST.11.0","CRC_MR_SBJ20C_17"
"MMRS87723283ST.27.0.0","MMRS84954772ST.27.0.0"
"CCMD46727384ST.11.0","SID531382"
"CCIS03857607ST.4.0","CRC_MR_SBJ53C_17"
"SID530364","SID31549"
"CCIS07277498ST.4.0","MMRS90191266ST.27.0.0"
"LILT_GF06_16","CCIS44757994ST.4.0"
"SZAXPI015259.62","CRC_MR_SBJ31C_17"
"CCIS36797902ST.4.0","SZAXPI003413.4"
"MMRS20257302ST.27.0.0","CCIS33816588ST.4.0"
"SID31714","SID31870"
"DRR127731","CRC_MR_SBJ05C_17"
"SZAXPI015240.26","SZAXPI017463.36"
"LILT_VF43_16","MMRS34525504ST.27.0.0"
"LILT_VF10_T016","SZAXPI015217.140"
"MMRS85548821ST.27.0.0","CCMD52117727ST.11.0"
"CCMD29706695ST.11.0","MMRS81671217ST.27.0.0"
"CCIS09568613ST.4.0","DRR127476"
"MMRS91297590ST.27.0.0","SID31877"
"DRR127628","MMRS65205033ST.27.0.0"
"SID31219","SID31880"
"SID31750","CCMD82866709ST.21.0"
"SZAXPI015262.79","SZAXPI015216.169"
"DRR127707","DRR162779"
"CRC_MR_SBJ82H_17","DRR162777"
"MMRS81135225ST.27.0.0","CCIS87252800ST.4.0"
"LILT_VF189_T016","LILT_VF100_T016"
"MMRS32573774ST.27.0.0","LILT_VF176_T017"
"CCMD17410933ST.11.0","CCMD26709089ST.21.0"
"MMRS40913371ST.27.0.0","MMRS93508324ST.27.0.0"
"CCIS64773582ST.4.0","DRR127580"
"SID531414","SZAXPI017452.17"
"CCIS82944710ST.20.0","CCIS81887263ST.4.0"
"SID31360","CCIS52370277ST.4.0"
"DRR162775","SZAXPI015209.133"
"CCIS95409808ST.4.0","SID31188"
"DRR127488","DRR127491"
"CCIS27304052ST.3.0","CCMD25511638ST.21.0"
"CCIS16383318ST.4.0","CRC_MR_SBJ07C_17"
"CCIS15794887ST.4.0","LILT_VF300_T016"
"DRR127756","DRR127507"
"SZAXPI015247.35","DRR127521"
"CCIS20795251ST.4.0","SID531281"
"SID31452","CCMD64776337ST.21.0"
"DRR127616","CRC_MR_SBJ35C_17"
"CRC_MR_SBJ68H_17","CCMD12232071ST.21.0"
"CRC_MR_SBJ69H_17","DRR127536"
"CCIS00146684ST.4.0","CCMD46947453ST.21.0"
"LILT_VF06_16","SZAXPI003410.3"
"MMRS17603756ST.27.0.0","DRR127774"
"SID530227","CCMD65222621ST.11.0"
"CRC_MR_SBJ37H_17","CCIS98832363ST.4.0"
"CCIS93040568ST.20.0","CRC_MR_SBJ50C_17"
"SID532779","CCMD45988061ST.21.0"
"DRR127588","SID531766"
"DRR127713","MMRS92544445ST.27.0.0"
"MMPU84450604ST","SID31884"
"CCMD30626189ST.11.0","SZAXPI017589.133"
"SZAXPI015228.14","SZAXPI017582.94"
"MMRS95674036ST.27.0.0","SZAXPI017461.32"
"LILT_VF262_T016","LILT_VF251_T017"
"SID31009","CCIS22958137ST.20.0"
"SZAXPI003419.6","SZAXPI017583.102"
"CCMD51154251ST.11.0","CCMD34381688ST.21.0"
"CRC_MR_SBJ03H_17","CCIS40244499ST.3.0"
"SZAXPI015241.27","SZAXPI003415.12"
"MMRS81130264ST.27.0.0","DRR127519"
"DRR127751","CCIS41288781ST.4.0"
"CCMD38158721ST.11.0","CCMD71242853ST.11.0"
"SID31300","CCMD42428553ST.21.0"
"SID532749","SZAXPI015211.166"
"SID31112","SID31159"
"CCMD15562448ST.11.0","CCIS87167916ST.4.0"
"LILT_VF82_T016","SZAXPI015220.136"
"SID530177","SZAXPI017453.19"
"DRR127721","SZAXPI003427.1"
"SID31637","SZAXPI003437.3"
"MMRS29805707ST.27.0.0","MMRS44197125ST.27.0.0"
"DRR127755","SZAXPI017457.24"
"MMRS92546335ST.27.0.0","DRR127579"
"MMRS33294861ST.27.0.0","DRR127481"
"MMRS39415781ST.27.0.0","MMRS97052561ST.27.0.0"
"SID31450","SZAXPI003418.8"
"MMRS56137463ST.27.0.0","DRR127647"
"SID530315","SID31879"
"LILT_VF18_T016","MMRS86178473ST.27.0.0"
"DRR127672","DRR127478"
"CCIS36699628ST.4.0","LILT_VF107_16"
"CCIS74239020ST.4.0","CCMD87156761ST.21.0"
"DRR127763","CCIS24254057ST.4.0"
"CCMD89643949ST.11.0","CCMD21703880ST.11.0"
