"Ctl","Disease"
"CCIS78100604ST.4.0","CCIS17669415ST.4.0"
"SZAXPI015230.16","CCMD86707194ST.21.0"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"CCIS79210440ST.3.0","SID31876"
"SID31021","CCMD25963797ST.21.0"
"SZAXPI015241.27","CRC_MR_SBJ25C_17"
"LILT_VF140_T016","CCMD21703880ST.11.0"
"CCMD99929634ST.11.0","SZAXPI015213.15"
"MMRS81135225ST.27.0.0","MMRS67247116ST.27.0.0"
"CRC_MR_SBJ60H_17","CCIS77252613ST.4.0"
"CRC_MR_SBJ80H_17","CRC_MR_SBJ22C_17"
"MMRS85548821ST.27.0.0","DRR127638"
"CCMD32288175ST.11.0","LILT_VF207_T017"
"CCMD32965613ST.11.0","CRC_MR_SBJ40C_17"
"CCMD73128545ST.11.0","CCMD72895164ST.21.0"
"SID530052","SID31870"
"CCIS45793747ST.4.0","SZAXPI015221.142"
"CCIS41692898ST.4.0","SID531155"
"CCIS90164298ST.4.0","LILT_VF120_16"
"SZAXPI015263.84","MMRS72802364ST.27.0.0"
"MMRS56137463ST.27.0.0","SZAXPI017464.37"
"MMRS87723283ST.27.0.0","MMRS84954772ST.27.0.0"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"CCIS07277498ST.4.0","CCMD95433940ST.21.0"
"CCMD46727384ST.11.0","SID531382"
"MMRS25211151ST.27.0.0","CCIS02379307ST.4.0"
"MMRS93621581ST.27.0.0","MMRS93508324ST.27.0.0"
"MMRS57276462ST.27.0.0","CCMD18872694ST.21.0"
"SID31519","SID531333"
"CCMD53508245ST.11.0","CCMD52117727ST.11.0"
"CCMD22852639ST.11.0","LILT_VF100_T016"
"SZAXPI015271.93","MMRS65205033ST.27.0.0"
"MMRS62666492ST.27.0.0","CCMD82866709ST.21.0"
"CCMD53522274ST.11.0","CCIS98832363ST.4.0"
"CRC_MR_SBJ78H_17","SZAXPI015218.16"
"SZAXPI003433.7","SZAXPI003427.1"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"CRC_MR_SBJ81H_17","SZAXPI003421.5"
"SZAXPI015265.88","MMRS55294627ST.27.0.0"
"SID31700","DRR127515"
"DRR127628","DRR162777"
"CRC_MR_SBJ46H_17","DRR127617"
"SID31750","CCIS33816588ST.4.0"
"SID31219","SID31880"
"SZAXPI015255.46","MMRS77321055ST.27.0.0"
"CCMD28738636ST.11.0","SZAXPI015214.19"
"DRR127634","CCIS87252800ST.4.0"
"SID530050","CCMD90311071ST.21.0"
"CCMD66848156ST.11.0","SID531352"
"CRC_MR_SBJ82H_17","CRC_MR_SBJ11C_17"
"MMRS32573774ST.27.0.0","LILT_VF176_T017"
"DRR127707","CRC_MR_SBJ26C_17"
"DRR127588","SZAXPI003425.1"
"CCIS95409808ST.4.0","SID31285"
"CCMD51154251ST.11.0","CCMD93344354ST.21.0"
"MMRS38954404ST.27.0.0","CCMD87156761ST.21.0"
"CCIS88317640ST.4.0","CCIS98512455ST.4.0"
"DRR127546","DRR127509"
"DRR127488","DRR127491"
"DRR127583","SID531766"
"CCIS95097901ST.4.0","SZAXPI015216.169"
"MMRS51737257ST.27.0.0","CCIS41222843ST.4.0"
"MMRS40913371ST.27.0.0","CCIS52370277ST.4.0"
"MMRS38861560ST.27.0.0","CCIS71301801ST.4.0"
"CCIS44093303ST.4.0","CCMD64503764ST.21.0"
"DRR127763","CCMD12232071ST.21.0"
"LILT_VF259_T016","CCIS62794166ST.4.0"
"SZAXPI015269.94","SID31868"
"CRC_MR_SBJ75H_17","SZAXPI015225.18"
"SID530163","SID31549"
"DRR127532","DRR127536"
"CRC_MR_SBJ57H_17","CCMD25511638ST.21.0"
"LILT_VF06_16","CCMD14479708ST.21.0"
"DRR127713","MMRS92544445ST.27.0.0"
"SZAXPI015228.14","SZAXPI017582.94"
"SZAXPI015240.26","SZAXPI017580.90"
"CCMD50300306ST.11.0","SZAXPI003430.5"
"MMRS92546335ST.27.0.0","CCIS50148151ST.4.0"
"LILT_VF10_T016","SZAXPI003409.8"
"CCMD41521570ST.11.0","CRC_MR_SBJ29C_17"
"MMRS95674036ST.27.0.0","MMRS31306426ST.27.0.0"
"CCMD50529145ST.11.0","CCMD34381688ST.21.0"
"SZAXPI015273.95","CCIS35100175ST.4.0"
"DRR127751","CCIS41288781ST.4.0"
"LILT_VF84_16","CCMD27463710ST.11.0"
"SZAXPI015272.108","MMRS59699117ST.27.0.0"
"CCIS93040568ST.20.0","CCIS87605453ST.4.0"
"DRR127756","DRR127476"
"MMRS11288076ST.27.0.0","DRR127478"
"LILT_VF206_T016","SZAXPI017585.109"
"SZAXPI015259.62","SZAXPI017587.113"
"SZAXPI003419.6","DRR127674"
"CCMD29706695ST.11.0","CCIS61287323ST.4.0"
"CRC_MR_SBJ17H_17","DRR127579"
"CCIS29688262ST.20.0","SID31446"
"DRR127672","CCIS46467422ST.4.0"
