"Ctl","Disease"
"SZAXPI015263.84","CRC_MR_SBJ53C_17"
"CCIS63910149ST.4.0","SID31285"
"CCIS34604008ST.4.0","CCIS17669415ST.4.0"
"SZAXPI015274.111","SZAXPI015213.15"
"CRC_MR_SBJ46H_17","CCIS77252613ST.4.0"
"SID31021","SID531155"
"CCMD10032470ST.11.0","CCMD93344354ST.21.0"
"CCIS79210440ST.3.0","DRR127708"
"MMRS56137463ST.27.0.0","SZAXPI017464.37"
"SZAXPI015272.108","MMRS12272136ST.27.0.0"
"MMRS33294861ST.27.0.0","MMRS71762412ST.27.0.0"
"CCMD93755960ST.11.0","SZAXPI017588.123"
"CCMD76409700ST.11.0","CRC_MR_SBJ12C_17"
"DRR127535","DRR127754"
"CCIS80834637ST.4.0","CRC_MR_SBJ39C_17"
"CCIS36797902ST.4.0","SZAXPI003413.4"
"CCIS27304052ST.3.0","SZAXPI003412.1"
"CCIS81139242ST.4.0","CCIS76845094ST.20.0"
"CCIS64785924ST.20.0","CCIS53355328ST.4.0"
"SID31714","SID31870"
"SZAXPI015265.88","CCIS62605362ST.3.0"
"DRR127731","CRC_MR_SBJ05C_17"
"CRC_MR_SBJ67H_17","MMRS93508324ST.27.0.0"
"CRC_MR_SBJ78H_17","DRR162778"
"CCMD15562448ST.11.0","SZAXPI017595.169"
"SZAXPI015234.20","CCMD45988061ST.21.0"
"MMRS57276462ST.27.0.0","CCMD71242853ST.11.0"
"MMPU84450604ST","SZAXPI015218.16"
"SZAXPI015273.95","CRC_MR_SBJ31C_17"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"LILT_VF06_16","DRR127720"
"MMRS39415781ST.27.0.0","LILT_VF264_T017"
"MMRS20257302ST.27.0.0","LILT_VF192_T017"
"CCIS29210128ST.4.0","SZAXPI017587.113"
"SZAXPI003433.7","CCIS62794166ST.4.0"
"MMRS73787048ST.27.0.0","CCIS98512455ST.4.0"
"MMRS91297590ST.27.0.0","SID31877"
"SID31700","DRR127515"
"CCMD99440714ST.11.0","LILT_VF207_T017"
"CCIS98482370ST.3.0","DRR127491"
"MMRS39582183ST.27.0.0","CCMD87156761ST.21.0"
"CRC_MR_SBJ75H_17","LILT_VF120_16"
"SID530364","CRC_MR_SBJ42C_17"
"SZAXPI015264.87","MMRS72802364ST.27.0.0"
"CCMD28738636ST.11.0","SZAXPI015214.19"
"CRC_MR_SBJ57H_17","CCMD98531134ST.11.0"
"CCMD45812507ST.11.0","CCMD51864103ST.21.0"
"CCIS32452666ST.4.0","CCIS41222843ST.4.0"
"CCIS95097901ST.4.0","SID31880"
"MMRS81135225ST.27.0.0","CCIS87252800ST.4.0"
"MMRS32573774ST.27.0.0","LILT_VF176_T017"
"LILT_VF10_T016","CCMD35633353ST.11.0"
"DRR127763","DRR127559"
"DRR127588","CCMD26709089ST.21.0"
"SID531414","SZAXPI017452.17"
"CRC_MR_SBJ37H_17","MMRS43563715ST.27.0.0"
"CCMD37575804ST.11.0","CRC_MR_SBJ35C_17"
"CCIS16383318ST.4.0","CRC_MR_SBJ07C_17"
"CCIS36699628ST.4.0","DRR127476"
"DRR127707","SZAXPI015237.23"
"LILT_VF259_T016","DRR127521"
"SID31360","MMRS86178473ST.27.0.0"
"SID31766","SID31865"
"LILT_GF06_16","SZAXPI003409.8"
"CCMD22852639ST.11.0","LILT_VF300_T016"
"SID530227","CCMD65222621ST.11.0"
"SID530177","SZAXPI015216.169"
"CCMD89967135ST.11.0","CCMD12232071ST.21.0"
"DRR127713","MMRS92544445ST.27.0.0"
"DRR127532","SID31446"
"CRC_MR_SBJ83H_17","SZAXPI015210.17"
"MMRS38861560ST.27.0.0","MMRS84954772ST.27.0.0"
"MMRS17603756ST.27.0.0","SZAXPI017583.102"
"CCMD25475945ST.11.0","SZAXPI003437.3"
"CCMD50529145ST.11.0","CCMD34381688ST.21.0"
"DRR127596","DRR127685"
"CCMD49025643ST.11.0","CCMD65406197ST.11.0"
"SZAXPI003429.3","SZAXPI003422.11"
"LILT_VF18_T016","DRR127580"
"DRR127537","DRR127514"
"DRR127552","MMRS81194191ST.27.0.0"
"CCMD89107682ST.11.0","SZAXPI003436.7"
"MMRS95674036ST.27.0.0","SZAXPI017582.94"
"SID31428","SID531333"
"SZAXPI015254.45","SZAXPI017453.19"
"DRR127672","SID531766"
"SZAXPI015249.37","CCIS59132091ST.4.0"
"SID31637","SID31493"
"CRC_MR_SBJ03H_17","SZAXPI017584.108"
"SID530315","SID31159"
"MMRS84085284ST.27.0.0","SZAXPI017460.27"
"DRR127619","DRR127509"
"SID31557","SID31879"
"MMRS86168210ST.27.0.0","CCIS35100175ST.4.0"
