"Ctl","Disease"
"CRC_MR_SBJ18H_17","SZAXPI003422.11"
"CCIS05314658ST.4.0","MMRS86958796ST.27.0.0"
"SID532802","SID531155"
"SZAXPI015255.46","SZAXPI017462.33"
"CRC_MR_SBJ84H_17","SZAXPI017586.111"
"SZAXPI015230.16","SZAXPI017588.123"
"CCIS88007743ST.4.0","CCIS06260551ST.3.0"
"CCMD93755960ST.11.0","MMRS25641480ST.27.0.0"
"CCIS07539127ST.4.0","SZAXPI015218.16"
"CRC_MR_SBJ81H_17","SZAXPI003411.6"
"CCIS41692898ST.4.0","SID531277"
"SID530075","SID31493"
"MMRS17963147ST.27.0.0","MMRS51410669ST.27.0.0"
"CRC_MR_SBJ65H_17","CRC_MR_SBJ04C_17"
"SZAXPI015261.75","LILT_VF100_T016"
"SID31537","CCIS17669415ST.4.0"
"CCIS64785924ST.20.0","CRC_MR_SBJ25C_17"
"SZAXPI017591.140","SZAXPI015213.15"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"CCMD99440714ST.11.0","CCIS83870198ST.4.0"
"CCMD41521570ST.11.0","SZAXPI017458.25"
"SID530444","SID31549"
"DRR127721","SZAXPI015222.123"
"CCIS98482370ST.3.0","DRR127625"
"CRC_MR_SBJ75H_17","CRC_MR_SBJ20C_17"
"MMRS85548821ST.27.0.0","DRR127638"
"CCMD73128545ST.11.0","MMRS43939546ST.27.0.0"
"CCMD32965613ST.11.0","CRC_MR_SBJ40C_17"
"LILT_VF189_T016","LILT_VF120_16"
"SZAXPI015252.43","SZAXPI015223.158"
"SID530295","SID31223"
"CCIS02856720ST.4.0","CCIS41222843ST.4.0"
"SZAXPI015263.84","MMRS72802364ST.27.0.0"
"DRR127692","DRR127754"
"SZAXPI015227.13","MMRS96422329ST.27.0.0"
"SID31700","CRC_MR_SBJ47C_17"
"MMRS54246132ST.27.0.0","SZAXPI003430.5"
"CCMD50529145ST.11.0","LILT_VF73_16"
"CCMD37575804ST.11.0","CCIS47284573ST.4.0"
"SID532779","MMRS85382779ST.27.0.0"
"SID530167","SZAXPI017453.19"
"LILT_VF140_T016","CCMD27463710ST.11.0"
"SID31519","SZAXPI015217.140"
"CCIS80834637ST.4.0","CRC_MR_SBJ39C_17"
"CCMD32288175ST.11.0","LILT_VF264_T017"
"CCIS45571137ST.3.0","MMRS65205033ST.27.0.0"
"SZAXPI015265.88","CCIS62605362ST.3.0"
"DRR127731","CRC_MR_SBJ05C_17"
"CCIS79210440ST.3.0","CCIS62794166ST.4.0"
"SZAXPI015246.34","SZAXPI017452.17"
"CCMD45004878ST.11.0","CCMD46947453ST.21.0"
"CCIS00146684ST.4.0","CCIS33816588ST.4.0"
"MMRS91297590ST.27.0.0","SID31877"
"CCMD89107682ST.11.0","SID31871"
"CRC_MR_SBJ24H_17","SZAXPI017595.169"
"CRC_MR_SBJ46H_17","CCIS98832363ST.4.0"
"CCMD38158721ST.11.0","SID31874"
"DRR127707","DRR162779"
"CCMD66848156ST.11.0","SID531382"
"MMRS87723283ST.27.0.0","CCMD25511638ST.21.0"
"CRC_MR_SBJ82H_17","CRC_MR_SBJ11C_17"
"DRR127737","CCIS40244499ST.3.0"
"CCIS27304052ST.3.0","CCIS53355328ST.4.0"
"CRC_MR_SBJ69H_17","CCIS02379307ST.4.0"
"MMRS40913371ST.27.0.0","MMRS93508324ST.27.0.0"
"CCIS81139242ST.4.0","SZAXPI015221.142"
"MMRS95277876ST.27.0.0","CCMD65222621ST.11.0"
"DRR127763","DRR127559"
"SZAXPI015247.35","SZAXPI017580.90"
"LILT_VF10_T016","CCIS12656533ST.4.0"
"CCMD98702133ST.11.0","CRC_MR_SBJ42C_17"
"DRR127736","DRR127509"
"DRR127588","SZAXPI003425.1"
"LILT_VF170_T016","CCMD71242853ST.11.0"
"CRC_MR_SBJ57H_17","CRC_MR_SBJ10C_17"
"DRR162775","SZAXPI015209.133"
"SZAXPI015258.57","CRC_MR_SBJ31C_17"
"CCMD18829815ST.11.0","CCMD52117727ST.11.0"
"CCIS63468405ST.4.0","CCMD87156761ST.21.0"
"SID31766","SID31865"
"SID31714","SID31879"
"CRC_MR_SBJ68H_17","CCMD12232071ST.21.0"
"DRR127546","LILT_VF270_T017"
"MMPU84450604ST","CRC_MR_SBJ27C_17"
"CRC_MR_SBJ83H_17","MMRS43563715ST.27.0.0"
"MMRS81130264ST.27.0.0","CCMD90311071ST.21.0"
"CCIS13047523ST.4.0","DRR127491"
"DRR127628","DRR127514"
"LILT_VF262_T016","LILT_VF251_T017"
"MMRS35808664ST.27.0.0","SZAXPI017584.108"
"MMRS11288076ST.27.0.0","CCIS85214191ST.3.0"
"SZAXPI015249.37","SID31872"
"CCIS23164343ST.4.0","CCIS46047672ST.4.0"
"SID530227","SID531333"
"CRC_MR_SBJ78H_17","CCIS35100175ST.4.0"
"LILT_VF171_T016","CCMD95431029ST.11.0"
"DRR127532","MMRS72980899ST.27.0.0"
"CCIS16383318ST.4.0","SZAXPI003418.8"
"DRR127616","SZAXPI003421.5"
"CCIS93040568ST.20.0","CCIS87605453ST.4.0"
"DRR127634","CCIS22416007ST.4.0"
"SZAXPI003419.6","DRR127519"
"DRR127552","MMRS92544445ST.27.0.0"
"LILT_VF279_T016","DRR127674"
"LILT_VF18_T016","LILT_GF15_16"
"SID31637","SZAXPI003437.3"
"SID530163","CCIS59132091ST.4.0"
"MMRS65742083ST.27.0.0","SID31188"
"DRR127756","LILT_VF65_16"
"CRC_MR_SBJ17H_17","CCIS41288781ST.4.0"
"DRR127619","MMRS41266697ST.27.0.0"
"LILT_GF06_16","CCMD64776337ST.21.0"
"SZAXPI003417.4","CCIS34055159ST.4.0"
"CCMD72666896ST.11.0","LILT_VF281_T017"
"LILT_VF206_T016","CCIS46467422ST.4.0"
"CCIS11558985ST.4.0","LILT_VF300_T016"
"CCMD49942357ST.11.0","CCMD25963797ST.21.0"
