"Ctl","Disease"
"SZAXPI017591.140","CCMD51864103ST.21.0"
"SZAXPI015242.30","SZAXPI017586.111"
"CRC_MR_SBJ67H_17","MMRS77018926ST.27.0.0"
"SZAXPI015261.75","CCIS62605362ST.3.0"
"SZAXPI015268.109","CCIS62794166ST.4.0"
"CCIS02124300ST.4.0","CCMD19497912ST.21.0"
"CCMD53522274ST.11.0","SZAXPI017593.158"
"LILT_VF10_T016","SID31866"
"SZAXPI015230.16","CCMD86707194ST.21.0"
"MMPU29365221ST","MMRS62376181ST.27.0.0"
"LILT_VF140_T016","CCMD21703880ST.11.0"
"CCMD99929634ST.11.0","SZAXPI015213.15"
"CCIS16326685ST.4.0","SZAXPI015225.18"
"CCIS64785924ST.20.0","CRC_MR_SBJ50C_17"
"SID530295","SID531352"
"LILT_VF189_T016","LILT_VF120_16"
"CCMD32288175ST.11.0","CCIS11015875ST.4.0"
"CCMD10191450ST.11.0","SZAXPI015224.13"
"CCIS02856720ST.4.0","SZAXPI017456.23"
"CCMD89107682ST.11.0","CCMD86114146ST.21.0"
"SID31537","CCIS53355328ST.4.0"
"MMRS11932626ST.27.0.0","CCMD90311071ST.21.0"
"DRR127737","DRR127754"
"CRC_MR_SBJ74H_17","MMRS43939546ST.27.0.0"
"DRR127762","SZAXPI015226.14"
"LILT_VF212_T016","CCMD95431029ST.11.0"
"LILT_GF06_16","CCIS44757994ST.4.0"
"DRR127535","SZAXPI017589.133"
"SZAXPI015259.62","CRC_MR_SBJ31C_17"
"CCIS36797902ST.4.0","SZAXPI003413.4"
"MMRS20257302ST.27.0.0","CCIS33816588ST.4.0"
"MMPU84450604ST","CCMD95676152ST.11.0"
"CRC_MR_SBJ69H_17","CRC_MR_SBJ26C_17"
"SZAXPI015244.32","SID31446"
"SID530055","SZAXPI015223.158"
"SZAXPI015271.93","MMRS93508324ST.27.0.0"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"MMRS39415781ST.27.0.0","LILT_VF264_T017"
"CCIS29210128ST.4.0","SZAXPI017587.113"
"SID531424","SZAXPI015214.19"
"LILT_VF265_T016","CCIS50148151ST.4.0"
"SID31071","SZAXPI015210.17"
"MMRS68630931ST.27.0.0","MMRS31306426ST.27.0.0"
"DRR127613","MMRS54316675ST.27.0.0"
"SID31750","LILT_VF192_T017"
"SID31219","SID31880"
"SID31452","SID31285"
"CCMD39882286ST.11.0","CCMD23101338ST.21.0"
"MMRS17603756ST.27.0.0","CRC_MR_SBJ05C_17"
"DRR127707","DRR162779"
"CRC_MR_SBJ82H_17","CRC_MR_SBJ11C_17"
"CCIS78100604ST.4.0","SZAXPI015216.169"
"CCIS98482370ST.3.0","LILT_VF77_16"
"LILT_VF00TL_16","SZAXPI017452.17"
"SZAXPI015247.35","SZAXPI017580.90"
"DRR127736","DRR127509"
"MMRS73787048ST.27.0.0","MMRS72802364ST.27.0.0"
"CRC_MR_SBJ57H_17","SZAXPI003435.11"
"DRR162775","SZAXPI015209.133"
"SZAXPI003433.7","CCIS87605453ST.4.0"
"CCIS50003399ST.4.0","MMRS77321055ST.27.0.0"
"DRR127583","SID531766"
"CCMD99440714ST.11.0","MMRS86178473ST.27.0.0"
"CCIS79210440ST.3.0","MMRS15137911ST.27.0.0"
"SZAXPI003429.3","SZAXPI017463.36"
"CCMD28738636ST.11.0","SZAXPI017464.37"
"CRC_MR_SBJ78H_17","DRR127774"
"MMRS11288076ST.27.0.0","SZAXPI003425.1"
"DRR127704","CCIS02379307ST.4.0"
"CCMD50300306ST.11.0","SID31883"
"MMRS40913371ST.27.0.0","CCMD52117727ST.11.0"
"MMRS57276462ST.27.0.0","SZAXPI017457.24"
"DRR127713","CCIS85214191ST.3.0"
"DRR127546","LILT_VF251_T017"
"MMRS33294861ST.27.0.0","MMRS84954772ST.27.0.0"
"CCIS07277498ST.4.0","CCMD13071240ST.21.0"
"MMRS51737257ST.27.0.0","CCMD46947453ST.21.0"
"CCIS16561622ST.4.0","MMRS80093644ST.27.0.0"
"CCMD15562448ST.11.0","CRC_MR_SBJ61C_17"
"CRC_MR_SBJ81H_17","SID31879"
"MMRS91297590ST.27.0.0","DRR127507"
"CCMD30626189ST.11.0","SZAXPI003420.4"
"SZAXPI015270.90","CCMD79349503ST.11.0"
"CCMD10032470ST.11.0","CCMD34381688ST.21.0"
"MMRS29805707ST.27.0.0","MMRS59699117ST.27.0.0"
"LILT_VF84_16","CCMD65222621ST.11.0"
"LILT_VF259_T016","SZAXPI017461.32"
"SID31428","SID31865"
"SID31129","SID31237"
"CCIS81139242ST.4.0","CCIS98832363ST.4.0"
"SZAXPI015273.95","CCIS35100175ST.4.0"
"MMRS38861560ST.27.0.0","DRR127481"
"DRR127532","CCIS65479369ST.4.0"
"CCIS44093303ST.4.0","MMRS72980899ST.27.0.0"
"MMRS81130264ST.27.0.0","DRR127519"
"SZAXPI015249.37","SID31871"
"CCIS27304052ST.3.0","SZAXPI017581.93"
"DRR127552","MMRS44203591ST.27.0.0"
"SID31112","SID31159"
"CCIS13047523ST.4.0","SZAXPI003437.3"
"LILT_VF279_T016","DRR127674"
"SZAXPI015232.18","MMRS64281211ST.27.0.0"
"SID530163","CCIS59132091ST.4.0"
"SID530368","SID530373"
"LILT_VF206_T016","SZAXPI003410.3"
"SID31637","SID31493"
"DRR127537","DRR127579"
"SZAXPI015256.47","CCIS87252800ST.4.0"
"LILT_VF261_T016","SZAXPI003430.5"
"MMRS38954404ST.27.0.0","CCMD27463710ST.11.0"
"CCIS11558985ST.4.0","LILT_VF29_16"
"DRR162776","SZAXPI017582.94"
"CRC_MR_SBJ17H_17","MMRS47685461ST.27.0.0"
"MMRS97307143ST.27.0.0","LILT_GF15_16"
"SZAXPI003417.4","SZAXPI003418.8"
"MMRS85438660ST.27.0.0","DRR127638"
