"rowname","MeanDecreaseGini","Rank","FeatureCount","Sampling","RepeatTimes"
"Prevotella_intermedia",0.85166997965104,41,50,400,9
"Alistipes_sp_AP11",3.33797255771263,24,50,400,9
"Clostridium_hathewayi",6.41838254426319,4,50,400,9
"Faecalibacterium_prausnitzii",5.12880518967936,12,50,400,9
"Ruminococcus_torques",5.99516918133967,7,50,400,9
"Streptococcus_constellatus",1.9064230711716,35,50,400,9
"Anaerotruncus_colihominis",4.93803733946243,14,50,400,9
"Flavonifractor_plautii",5.19161433076953,10,50,400,9
"Lachnospiraceae_bacterium_8_1_57FAA",2.38195063520734,32,50,400,9
"Pseudoflavonifractor_capillosus",5.45125711569745,8,50,400,9
"Desulfovibrio_desulfuricans",2.89557960220585,27,50,400,9
"Actinomyces_graevenitzii",2.66182040498343,29,50,400,9
"Eubacterium_rectale",4.24487660464414,19,50,400,9
"Leptotrichia_unclassified",0.696571743546095,45,50,400,9
"Roseburia_intestinalis",4.59617234306639,17,50,400,9
"Bacteroides_nordii",2.97027916818807,26,50,400,9
"Campylobacter_ureolyticus",0.350852381298647,49,50,400,9
"Anaerococcus_obesiensis",0.750211410833236,42,50,400,9
"Campylobacter_showae",0.277305231096025,50,50,400,9
"Atopobium_parvulum",2.98540218882062,25,50,400,9
"Ruminococcaceae_bacterium_D16",5.37547489316633,9,50,400,9
"Bacteroides_caccae",4.30017328221547,18,50,400,9
"Streptococcus_cristatus",1.4993918980624,38,50,400,9
"Bacteroides_fragilis",5.17940535251509,11,50,400,9
"Bilophila_unclassified",4.22766741777626,21,50,400,9
"Bilophila_wadsworthia",3.6066428977786,22,50,400,9
"Butyricimonas_synergistica",1.69222431524643,37,50,400,9
"Peptostreptococcus_unclassified",2.37008157578576,33,50,400,9
"Granulicatella_adiacens",2.48863137079368,30,50,400,9
"Fusobacterium_necrophorum",0.595690132229853,46,50,400,9
"Actinomyces_turicensis",0.451393351292202,48,50,400,9
"Alistipes_putredinis",5.11203192957243,13,50,400,9
"Eikenella_corrodens",0.739656674852685,43,50,400,9
"Actinomyces_cardiffensis",0.56664452096741,47,50,400,9
"Erysipelotrichaceae_bacterium_21_3",3.47073522381516,23,50,400,9
"Eubacterium_limosum",2.13812364024222,34,50,400,9
"Lactobacillus_reuteri",0.706159199423728,44,50,400,9
"Streptococcus_gordonii",2.71803292087124,28,50,400,9
"Fusobacterium_nucleatum",7.64792129107845,2,50,400,8
"Gemella_morbillorum",6.37568957308167,4,50,400,8
"Parvimonas_micra",4.10236083155549,16,50,400,8
"Parvimonas_unclassified",7.9105680222003,1,50,400,8
"Peptostreptococcus_stomatis",5.19175300137424,13,50,400,8
"Porphyromonas_asaccharolytica",6.04203971472389,6,50,400,8
"Porphyromonas_somerae",1.82800734428175,29,50,400,8
"Solobacterium_moorei",6.44937127250592,3,50,400,8
"Anaerococcus_vaginalis",1.47657370115257,32,50,400,8
"Clostridium_symbiosum",6.28209870338562,5,50,400,8
"Porphyromonas_uenonis",2.2205491603282,26,50,400,8
"Anaerococcus_obesiensis",1.30907209633756,35,50,400,8
"Prevotella_intermedia",1.13375532578756,38,50,400,8
"Peptostreptococcus_anaerobius",1.73896975674522,30,50,400,8
"Granulicatella_adiacens",3.48678662744081,18,50,400,8
"Clostridium_hylemonae",1.24342222211538,36,50,400,8
"Slackia_unclassified",1.54887232009781,31,50,400,8
"Bacteroides_fragilis",5.11750787414762,14,50,400,8
"Fusobacterium_varium",0.603494234388767,44,50,400,8
"Eubacterium_rectale",5.35899977528946,10,50,400,8
"Clostridium_bolteae",5.40244062014465,9,50,400,8
"Clostridium_hathewayi",5.96770568192482,7,50,400,8
"Streptococcus_constellatus",2.10029573288539,27,50,400,8
"Eikenella_corrodens",0.787274988468864,43,50,400,8
"Atopobium_rimae",1.16005603478609,37,50,400,8
"Campylobacter_ureolyticus",0.518156005300228,45,50,400,8
"Lachnospiraceae_bacterium_8_1_57FAA",2.3070394671876,25,50,400,8
"Streptococcus_tigurinus",1.33778515902525,34,50,400,8
"Bifidobacterium_longum",5.28843357782576,11,50,400,8
"Odoribacter_unclassified",1.424079269235,33,50,400,8
"Actinomyces_cardiffensis",0.503511335999652,47,50,400,8
"Subdoligranulum_variabile",3.17842735304894,22,50,400,8
"Fusobacterium_necrophorum",0.902103541003857,41,50,400,8
"Butyricimonas_synergistica",2.03991351612311,28,50,400,8
"Leptotrichia_unclassified",0.789101243970215,42,50,400,8
"Ruminococcus_torques",5.23353407660526,12,50,400,8
"Atopobium_parvulum",3.30430997274007,21,50,400,8
"Parasutterella_excrementihominis",2.89351873669995,23,50,400,8
"Burkholderiales_bacterium_1_1_47",3.46277662072714,19,50,400,8
"Filifactor_alocis",0.160287635722623,50,50,400,8
"Selenomonas_sputigena",0.460347545773092,49,50,400,8
"Anaerotruncus_unclassified",4.54118154743878,15,50,400,8
"Faecalibacterium_prausnitzii",3.73970873209129,17,50,400,8
"Streptococcus_mitis_oralis_pneumoniae",3.34782304179921,20,50,400,8
"Lactobacillus_ruminis",0.504783438935671,46,50,400,8
"Fusobacterium_ulcerans",1.09544427021842,39,50,400,8
"Peptostreptococcus_unclassified",2.31191295084421,24,50,400,8
"Streptococcus_dysgalactiae",0.488390868403619,48,50,400,8
"Morganella_morganii",0.998489619046912,40,50,400,8
"Lachnospiraceae_bacterium_7_1_58FAA",5.789401085601,8,50,400,8
"Fusobacterium_nucleatum",15.7650456992023,3,50,400,7
"Gemella_morbillorum",5.59291368446285,16,50,400,7
"Parvimonas_micra",1.27036755237836,28,50,400,7
"Parvimonas_unclassified",12.9487850542838,5,50,400,7
"Peptostreptococcus_stomatis",17.8413827359097,1,50,400,7
"Porphyromonas_asaccharolytica",13.1435982157747,4,50,400,7
"Solobacterium_moorei",16.627990634539,2,50,400,7
"Porphyromonas_somerae",0.534213544164521,33,50,400,7
"Bacteroides_fragilis",8.38218129284758,9,50,400,7
"Peptostreptococcus_anaerobius",0.36517343018014,39,50,400,7
"Porphyromonas_uenonis",0.464281843485379,38,50,400,7
"Prevotella_intermedia",0.159572020753268,44,50,400,7
"Eikenella_corrodens",0.0274765829146624,48,50,400,7
"Clostridium_symbiosum",7.1426719229686,11,50,400,7
"Anaerococcus_vaginalis",0.481115282261116,36,50,400,7
"Lachnospiraceae_bacterium_8_1_57FAA",2.16022532952917,22,50,400,7
"Clostridium_hathewayi",8.1949913112384,10,50,400,7
"Bifidobacterium_catenulatum",4.44677331154938,19,50,400,7
"Leptotrichia_unclassified",0.489022548518907,35,50,400,7
"Slackia_unclassified",0.536802732675299,32,50,400,7
"Faecalibacterium_prausnitzii",6.45666406602759,13,50,400,7
"Streptococcus_constellatus",0.944647869094668,30,50,400,7
"Actinomyces_cardiffensis",0.623723043616813,31,50,400,7
"Pseudoflavonifractor_capillosus",8.96262870908536,7,50,400,7
"Ruminococcus_champanellensis",0.511013656991565,34,50,400,7
"Anaerococcus_obesiensis",0.207611015915486,41,50,400,7
"Porphyromonas_endodontalis",0.0994441089911783,46,50,400,7
"Ruminococcus_torques",9.53084143613625,6,50,400,7
"Fusobacterium_gonidiaformans",1.90115635437539,23,50,400,7
"Odoribacter_splanchnicus",5.23998957940151,17,50,400,7
"Peptostreptococcus_unclassified",1.71129212328039,25,50,400,7
"Campylobacter_ureolyticus",0.193720059247708,42,50,400,7
"Lactobacillus_crispatus",0.17134949339981,43,50,400,7
"Streptococcus_gallolyticus",1.43518266573676,26,50,400,7
"Campylobacter_showae",0.331575764232797,40,50,400,7
"Fusobacterium_periodonticum",0.476637486379229,37,50,400,7
"Bilophila_unclassified",5.66948338975107,15,50,400,7
"Prevotella_nigrescens",0.0486692845139195,47,50,400,7
"Synergistes_sp_3_1_syn1",1.34637567742168,27,50,400,7
"Clostridium_citroniae",5.78816752804524,14,50,400,7
"Atopobium_minutum",0.130334739634358,45,50,400,7
"Alloprevotella_tannerae",0.0272006144393241,49,50,400,7
"Propionibacterium_acnes",1.89171218214561,24,50,400,7
"Desulfovibrio_desulfuricans",4.13626487256202,20,50,400,7
"Roseburia_intestinalis",4.84167004254634,18,50,400,7
"Clostridium_hylemonae",0.977716397259456,29,50,400,7
"Actinomyces_graevenitzii",3.25459048492585,21,50,400,7
"Bacteroides_ovatus",8.92380979919395,8,50,400,7
"Filifactor_alocis",0,50,50,400,7
"Coprococcus_comes",7.1007128260117,12,50,400,7
"Fusobacterium_nucleatum",9.91995319788457,4,50,400,6
"Gemella_morbillorum",2.84757809432283,23,50,400,6
"Parvimonas_micra",0.538849838956061,41,50,400,6
"Parvimonas_unclassified",20.9821962953123,2,50,400,6
"Peptostreptococcus_stomatis",25.1666231720987,1,50,400,6
"Porphyromonas_asaccharolytica",16.7048926835839,3,50,400,6
"Solobacterium_moorei",7.18063828632412,7,50,400,6
"Prevotella_intermedia",0.0504353056196364,48,50,400,6
"Granulicatella_adiacens",3.3700544167341,20,50,400,6
"Porphyromonas_somerae",0.899976280897633,36,50,400,6
"Porphyromonas_uenonis",0.182590668284795,45,50,400,6
"Clostridium_symbiosum",7.98689190567842,5,50,400,6
"Eikenella_corrodens",1.11702845642796,33,50,400,6
"Anaerococcus_vaginalis",1.43722083728972,32,50,400,6
"Eubacterium_rectale",5.8828411482262,11,50,400,6
"Ruminococcus_torques",6.07672000375582,10,50,400,6
"Anaerotruncus_unclassified",4.5591399329422,15,50,400,6
"Clostridium_hathewayi",7.81429136088846,6,50,400,6
"Peptostreptococcus_anaerobius",0.249061113807769,43,50,400,6
"Anaerococcus_obesiensis",0.198644173045546,44,50,400,6
"Subdoligranulum_sp_4_3_54A2FAA",2.40309177316482,27,50,400,6
"Streptococcus_constellatus",1.1151654559594,34,50,400,6
"Anaerotruncus_colihominis",5.69494814737112,12,50,400,6
"Campylobacter_ureolyticus",0.0142666666666667,50,50,400,6
"Roseburia_intestinalis",4.401288027383,16,50,400,6
"Faecalibacterium_prausnitzii",4.24562557750062,17,50,400,6
"Streptococcus_cristatus",2.83907561158657,24,50,400,6
"Leptotrichia_unclassified",0.579521922916701,40,50,400,6
"Lactobacillus_crispatus",2.30502259128784,28,50,400,6
"Atopobium_minutum",0.0475808156755525,49,50,400,6
"Megasphaera_unclassified",3.1878026779208,21,50,400,6
"Pseudomonas_unclassified",1.72307881673802,31,50,400,6
"Bifidobacterium_catenulatum",3.03584306354858,22,50,400,6
"Streptococcus_oligofermentans",0.15574768585688,47,50,400,6
"Bacteroides_fragilis",5.32467559278455,13,50,400,6
"Clostridium_citroniae",4.11432977015408,18,50,400,6
"Bacteroides_caccae",7.02234713792452,8,50,400,6
"Fusobacterium_varium",0.174286483608755,46,50,400,6
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",2.66877076001812,26,50,400,6
"Lachnospiraceae_bacterium_7_1_58FAA",6.18010459646811,9,50,400,6
"Desulfovibrio_desulfuricans",2.83290037575276,25,50,400,6
"Lachnospiraceae_bacterium_3_1_46FAA",4.94202696830627,14,50,400,6
"Streptococcus_anginosus",1.79820650527845,30,50,400,6
"candidate_division_TM7_single_cell_isolate_TM7b",0.644080372450837,39,50,400,6
"Leuconostoc_pseudomesenteroides",0.785691659113546,38,50,400,6
"Actinomyces_cardiffensis",0.34694878034015,42,50,400,6
"Subdoligranulum_variabile",3.78289243392061,19,50,400,6
"Candidatus_Zinderia_insecticola",0.963025473166718,35,50,400,6
"Peptostreptococcus_unclassified",2.14542295138187,29,50,400,6
"Clostridium_sp_ATCC_BAA_442",0.801924133673392,37,50,400,6
"Fusobacterium_nucleatum",19.0991316372761,2,50,400,5
"Gemella_morbillorum",2.39899730141064,29,50,400,5
"Parvimonas_micra",2.70517334927704,25,50,400,5
"Parvimonas_unclassified",20.1835490526604,1,50,400,5
"Peptostreptococcus_stomatis",12.7445739932577,4,50,400,5
"Porphyromonas_uenonis",1.07818229158615,34,50,400,5
"Solobacterium_moorei",5.71251103619255,10,50,400,5
"Bifidobacterium_catenulatum",4.18680522157486,17,50,400,5
"Porphyromonas_asaccharolytica",9.71605511597103,5,50,400,5
"Peptostreptococcus_anaerobius",0.647388780769676,39,50,400,5
"Desulfovibrio_desulfuricans",3.49011042342752,21,50,400,5
"Clostridium_symbiosum",5.42762771674392,11,50,400,5
"Granulicatella_adiacens",3.60873996805279,19,50,400,5
"Porphyromonas_somerae",0.425180926739599,40,50,400,5
"Parabacteroides_merdae",5.28381444395782,13,50,400,5
"Prevotella_intermedia",0.222514206403318,45,50,400,5
"Bilophila_unclassified",5.75571457881824,9,50,400,5
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",5.23601892758922,14,50,400,5
"Alloprevotella_tannerae",0.0796053385429299,50,50,400,5
"Streptococcus_constellatus",0.832418138628671,35,50,400,5
"Slackia_unclassified",0.392984666948797,42,50,400,5
"Lachnospiraceae_bacterium_7_1_58FAA",8.648947452323,7,50,400,5
"Roseburia_intestinalis",5.06381164661616,15,50,400,5
"Bacteroides_salyersiae",1.56300829683345,33,50,400,5
"Clostridium_hathewayi",4.75233688064375,16,50,400,5
"Subdoligranulum_sp_4_3_54A2FAA",2.37635110188042,30,50,400,5
"Bilophila_wadsworthia",3.22950617311451,23,50,400,5
"Ruminococcus_torques",9.08025467475174,6,50,400,5
"Streptococcus_gallolyticus",2.21206993647014,32,50,400,5
"Streptococcus_dysgalactiae",0.689022324822503,37,50,400,5
"Campylobacter_ureolyticus",0.0867989677478603,49,50,400,5
"Clostridium_citroniae",3.74234340784305,18,50,400,5
"Synergistes_sp_3_1_syn1",0.133425666107963,47,50,400,5
"Clostridiales_bacterium_1_7_47FAA",2.40508733330301,28,50,400,5
"Clostridiaceae_bacterium_JC118",2.59231243700061,26,50,400,5
"Megamonas_unclassified",2.32346488001207,31,50,400,5
"Anaerococcus_vaginalis",0.660883969992457,38,50,400,5
"Lactobacillus_casei_paracasei",0.820340674054152,36,50,400,5
"Bacteroides_eggerthii",2.90550555322152,24,50,400,5
"Bacteroides_nordii",2.48793056623617,27,50,400,5
"Anaerococcus_obesiensis",0.372491259990493,43,50,400,5
"Campylobacter_showae",0.089848711896569,48,50,400,5
"Anaerotruncus_unclassified",3.60391605844604,20,50,400,5
"Odoribacter_splanchnicus",3.26857570774709,22,50,400,5
"Bacteroides_caccae",12.9206769557654,3,50,400,5
"Actinomyces_cardiffensis",0.421177748748844,41,50,400,5
"Eikenella_corrodens",0.166144729863815,46,50,400,5
"Porphyromonas_endodontalis",0.268045057176568,44,50,400,5
"Clostridium_asparagiforme",5.41668073948614,12,50,400,5
"Anaerotruncus_colihominis",7.89827397207559,8,50,400,5
"Fusobacterium_nucleatum",6.05719408660295,6,50,400,4
"Gemella_morbillorum",5.58929991129877,9,50,400,4
"Parvimonas_micra",4.03717361969329,17,50,400,4
"Parvimonas_unclassified",8.1171731791509,1,50,400,4
"Peptostreptococcus_stomatis",7.80074899021513,2,50,400,4
"Solobacterium_moorei",5.75576164326772,7,50,400,4
"Porphyromonas_asaccharolytica",3.45579412545121,21,50,400,4
"Streptococcus_constellatus",2.05187599245531,29,50,400,4
"Peptostreptococcus_anaerobius",2.07184259298386,28,50,400,4
"Clostridium_symbiosum",6.64725211353431,3,50,400,4
"Porphyromonas_somerae",1.40604726587603,34,50,400,4
"Eubacterium_eligens",6.53178165376952,4,50,400,4
"Prevotella_intermedia",0.506473249361809,44,50,400,4
"Anaerotruncus_colihominis",5.1651414382879,12,50,400,4
"Bacteroides_nordii",3.42735336985658,22,50,400,4
"Bacteroides_ovatus",4.79925627698361,14,50,400,4
"Porphyromonas_uenonis",1.40868252497098,33,50,400,4
"Faecalibacterium_prausnitzii",6.06205183249012,5,50,400,4
"Bacteroides_fragilis",4.83839949226072,13,50,400,4
"Anaerococcus_vaginalis",1.03363699303365,38,50,400,4
"Eubacterium_rectale",4.35562153385112,15,50,400,4
"Campylobacter_ureolyticus",0.609985724916074,43,50,400,4
"Granulicatella_adiacens",3.03210967701153,24,50,400,4
"Eubacterium_limosum",2.35078326526023,27,50,400,4
"Streptococcus_gallolyticus",1.2446289261837,35,50,400,4
"Actinomyces_graevenitzii",2.96738576086529,25,50,400,4
"Ruminococcus_torques",5.31292595494987,11,50,400,4
"Streptococcus_dysgalactiae",0.763510466202471,39,50,400,4
"Bacteroides_eggerthii",4.22879559441062,16,50,400,4
"Megamonas_unclassified",1.69474346818861,31,50,400,4
"Leptotrichia_unclassified",1.06344247779608,37,50,400,4
"Parabacteroides_distasonis",3.56457814608859,19,50,400,4
"Fusobacterium_gonidiaformans",0.743431569609994,40,50,400,4
"Clostridium_hathewayi",5.64816852205206,8,50,400,4
"Megamonas_rupellensis",1.21127007514176,36,50,400,4
"Fusobacterium_ulcerans",0.731691702248989,41,50,400,4
"Corynebacterium_casei",0.415377065421319,48,50,400,4
"Prevotella_stercorea",2.01814941886269,30,50,400,4
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",3.54525944875072,20,50,400,4
"Anaerococcus_obesiensis",0.481400421248163,47,50,400,4
"Alloprevotella_tannerae",0.49327775078612,46,50,400,4
"Bilophila_wadsworthia",3.85232400480434,18,50,400,4
"Campylobacter_showae",0.134933828621027,50,50,400,4
"Eikenella_corrodens",0.623973042132287,42,50,400,4
"Filifactor_alocis",0.146305162059212,49,50,400,4
"Olsenella_unclassified",2.55919322014813,26,50,400,4
"Streptococcus_salivarius",5.32207176434655,10,50,400,4
"Actinomyces_cardiffensis",0.497861260272767,45,50,400,4
"Anaerotruncus_unclassified",3.23384600797988,23,50,400,4
"Morganella_morganii",1.66312322374029,32,50,400,4
"Fusobacterium_nucleatum",6.95447249150309,4,50,400,3
"Gemella_morbillorum",6.84273050617109,5,50,400,3
"Parvimonas_micra",5.42768543362066,8,50,400,3
"Parvimonas_unclassified",8.25475249533554,1,50,400,3
"Peptostreptococcus_stomatis",7.91586066932537,2,50,400,3
"Porphyromonas_asaccharolytica",5.19730985976868,9,50,400,3
"Solobacterium_moorei",7.62196816187329,3,50,400,3
"Porphyromonas_uenonis",1.60942035186195,30,50,400,3
"Prevotella_intermedia",1.48802368359443,33,50,400,3
"Eubacterium_rectale",4.33636343782893,18,50,400,3
"Anaerotruncus_unclassified",4.68506579210474,16,50,400,3
"Granulicatella_adiacens",3.11054150408638,22,50,400,3
"Eikenella_corrodens",1.34655029675645,35,50,400,3
"Porphyromonas_somerae",1.62654692453178,29,50,400,3
"Peptostreptococcus_anaerobius",2.09422644653549,25,50,400,3
"Clostridium_symbiosum",5.49236181798303,6,50,400,3
"Bacteroides_fragilis",5.47567340767311,7,50,400,3
"Ruminococcaceae_bacterium_D16",5.17278479471259,10,50,400,3
"Prevotella_stercorea",2.09359131067025,26,50,400,3
"Faecalibacterium_prausnitzii",5.01011190501798,11,50,400,3
"Clostridium_hathewayi",4.83718211364866,14,50,400,3
"Roseburia_intestinalis",4.38584247466637,17,50,400,3
"Bifidobacterium_catenulatum",2.53942682354776,24,50,400,3
"Klebsiella_unclassified",2.06187928879405,27,50,400,3
"Desulfovibrio_desulfuricans",3.15794652942925,20,50,400,3
"Megamonas_hypermegale",1.08644420425551,37,50,400,3
"Actinomyces_cardiffensis",0.628217775265496,43,50,400,3
"Campylobacter_ureolyticus",0.336966215725542,47,50,400,3
"Anaerotruncus_colihominis",4.69654006037981,15,50,400,3
"Anaerococcus_vaginalis",1.36517414943144,34,50,400,3
"Synergistes_sp_3_1_syn1",0.922495737443204,40,50,400,3
"Subdoligranulum_sp_4_3_54A2FAA",3.13884203809496,21,50,400,3
"Aggregatibacter_unclassified",0.574281171077877,44,50,400,3
"Lachnospiraceae_bacterium_3_1_46FAA",4.2251826954713,19,50,400,3
"Corynebacterium_casei",0.492797071248831,45,50,400,3
"Bilophila_unclassified",4.98625423434574,13,50,400,3
"Streptococcus_constellatus",1.7529954097664,28,50,400,3
"Bacteroides_caccae",4.99495321615423,12,50,400,3
"Clostridium_sp_ATCC_BAA_442",0.933107138510082,39,50,400,3
"Anaerococcus_obesiensis",0.714298639861495,42,50,400,3
"Slackia_unclassified",0.747305968718239,41,50,400,3
"Eubacterium_limosum",1.52497573449518,31,50,400,3
"Megamonas_unclassified",1.5119304335859,32,50,400,3
"candidate_division_TM7_single_cell_isolate_TM7b",0.973950349597346,38,50,400,3
"Filifactor_alocis",0.2177465678485,49,50,400,3
"Campylobacter_showae",0.241339043666264,48,50,400,3
"Porphyromonas_endodontalis",0.482453442291577,46,50,400,3
"Streptococcus_anginosus",2.91469436999321,23,50,400,3
"Alloprevotella_tannerae",0.128569050314481,50,50,400,3
"Leptotrichia_unclassified",1.10343496076462,36,50,400,3
"Fusobacterium_nucleatum",0.43077516279197,9,50,400,2
"Gemella_morbillorum",0.34072353871564,16,50,400,2
"Parvimonas_micra",0.280646526531056,21,50,400,2
"Parvimonas_unclassified",0.657834056498524,2,50,400,2
"Peptostreptococcus_stomatis",0.470200279759916,7,50,400,2
"Porphyromonas_asaccharolytica",0.780788593375037,1,50,400,2
"Solobacterium_moorei",0.534360384059567,5,50,400,2
"Porphyromonas_somerae",0.270994657700089,22,50,400,2
"Clostridium_symbiosum",0.229329030288356,28,50,400,2
"Eubacterium_rectale",0.473331612836734,6,50,400,2
"Porphyromonas_uenonis",0.217408810620091,29,50,400,2
"Actinomyces_cardiffensis",0,48,50,400,2
"Peptostreptococcus_unclassified",0.0794119401901001,38,50,400,2
"Peptostreptococcus_anaerobius",0.1997427192172,30,50,400,2
"Prevotella_intermedia",0,48,50,400,2
"Granulicatella_adiacens",0.40325198442549,11,50,400,2
"Desulfovibrio_piger",0.262723724308129,23,50,400,2
"Anaerotruncus_unclassified",0.407255012977779,10,50,400,2
"Clostridium_hathewayi",0.292202450334716,20,50,400,2
"Atopobium_parvulum",0.251458571829102,24,50,400,2
"Bilophila_wadsworthia",0.324955037849462,17,50,400,2
"Lachnospiraceae_bacterium_8_1_57FAA",0.138069740617289,32,50,400,2
"Anaerococcus_vaginalis",0.0882490033926316,36,50,400,2
"Ruminococcus_torques",0.382570307697517,12,50,400,2
"Pseudomonas_unclassified",0.0880845776306116,37,50,400,2
"Eubacterium_infirmum",0.052711654746341,40,50,400,2
"Ruminococcaceae_bacterium_D16",0.305538099178729,19,50,400,2
"Streptococcus_anginosus",0.308394150320756,18,50,400,2
"Parabacteroides_distasonis",0.381608929627329,13,50,400,2
"Aggregatibacter_segnis",0.0377924744641426,41,50,400,2
"Coprococcus_comes",0.361727739120077,14,50,400,2
"Eikenella_corrodens",0.0888489940542307,35,50,400,2
"Prevotella_copri",0.237163516190365,26,50,400,2
"Bilophila_unclassified",0.632738822880106,3,50,400,2
"Clostridium_hylemonae",0.126877556458028,33,50,400,2
"Ruminococcus_champanellensis",0.0230697029601579,44,50,400,2
"Fusobacterium_varium",0.0284065896172793,42,50,400,2
"Streptococcus_cristatus",0.232239372543059,27,50,400,2
"Streptococcus_gallolyticus",0,48,50,400,2
"Clostridium_bolteae",0.431294285742525,8,50,400,2
"Campylobacter_ureolyticus",0.0777526661890978,39,50,400,2
"Anaerococcus_obesiensis",0.0246050236786369,43,50,400,2
"Filifactor_alocis",0,48,50,400,2
"Oscillibacter_unclassified",0.563659042188175,4,50,400,2
"Streptococcus_dysgalactiae",0.0184224804435331,46,50,400,2
"Megamonas_rupellensis",0.149011744100861,31,50,400,2
"Streptococcus_pasteurianus",0.0960881429493991,34,50,400,2
"Campylobacter_showae",0.0227887119760185,45,50,400,2
"Eubacterium_limosum",0.238479732259483,25,50,400,2
"Streptococcus_mitis_oralis_pneumoniae",0.359037715530995,15,50,400,2
"Fusobacterium_nucleatum",0.389276168299286,8,50,400,1
"Gemella_morbillorum",0.243507647295984,20,50,400,1
"Parvimonas_micra",0.288724058590979,15,50,400,1
"Parvimonas_unclassified",0.923419166747711,1,50,400,1
"Peptostreptococcus_stomatis",0.702466893445806,3,50,400,1
"Porphyromonas_asaccharolytica",0.843534581594784,2,50,400,1
"Solobacterium_moorei",0.607710231464193,4,50,400,1
